fold,target_mode,status,reason,num_pairs_total,num_pairs_valid,mean_abs_delta,median_abs_delta,corr_aligned_vs_sem,same_sign_rate,same_sign_rate_strong_effect,num_pairs_strong_effect,same_sign_rate_sem_effect_present,num_pairs_sem_effect_present
1,observable_state,ok,,30,30,0.17032072685436705,0.02614188091738238,0.9202038078460477,0.26666666666666666,0.5333333333333333,15,0.7272727272727273,11
2,observable_state,ok,,30,30,0.06325618330135185,0.05446228798974326,0.9985670979736496,0.26666666666666666,0.4444444444444444,18,0.8888888888888888,9
3,observable_state,ok,,30,30,0.17220298292987918,0.028621545709888035,0.8334538091818907,0.23333333333333334,0.5384615384615384,13,0.875,8
4,observable_state,ok,,30,30,0.10788057375138264,0.01494492093400222,0.9612178532341484,0.26666666666666666,0.7272727272727273,11,1.0,8
5,observable_state,ok,,30,30,0.3170485641112556,0.03552948516101561,0.47143914116961283,0.23333333333333334,0.4117647058823529,17,0.875,8
