input_0,input_1,input_2,pre_1_fc1_0,pre_1_fc1_1,pre_1_fc1_2,pre_1_fc1_3,pre_1_fc1_4,pre_1_fc1_5,pre_1_fc1_6,pre_1_fc1_7,pre_1_fc1_8,pre_1_fc1_9,pre_1_fc1_10,pre_1_fc1_11,pre_1_fc1_12,pre_1_fc1_13,pre_1_fc1_14,pre_1_fc1_15,pre_1_fc1_16,pre_1_fc1_17,pre_1_fc1_18,pre_1_fc1_19,pre_1_fc1_20,pre_1_fc1_21,pre_1_fc1_22,pre_1_fc1_23,pre_1_fc1_24,pre_1_fc1_25,pre_1_fc1_26,pre_1_fc1_27,pre_1_fc1_28,pre_1_fc1_29,pre_1_fc1_30,pre_1_fc1_31,pre_2_fc2_0,pre_2_fc2_1,pre_2_fc2_2,pre_2_fc2_3,pre_2_fc2_4,pre_2_fc2_5,pre_2_fc2_6,pre_2_fc2_7,pre_2_fc2_8,pre_2_fc2_9,pre_2_fc2_10,pre_2_fc2_11,pre_2_fc2_12,pre_2_fc2_13,pre_2_fc2_14,pre_2_fc2_15,pre_2_fc2_16,pre_2_fc2_17,pre_2_fc2_18,pre_2_fc2_19,pre_2_fc2_20,pre_2_fc2_21,pre_2_fc2_22,pre_2_fc2_23,pre_2_fc2_24,pre_2_fc2_25,pre_2_fc2_26,pre_2_fc2_27,pre_2_fc2_28,pre_2_fc2_29,pre_2_fc2_30,pre_2_fc2_31,pre_3_fc3_0,pre_3_fc3_1,pre_3_fc3_2,output_0,output_1,output_2
-0.0012561971,-1.4631938,1.3960619,1.4917891,0.22298506,-0.13898967,-0.051610425,-0.953526,0.12961113,-0.048652098,0.51246876,-0.22229603,1.0468992,1.7595016,0.3097909,1.3343816,-1.3328508,-0.98996997,0.8366988,0.4663676,-0.4723279,0.7453807,-0.535352,-1.2368677,0.3287766,0.21517335,-1.008619,-1.071132,-1.1404988,-0.6120191,-0.024728835,-0.93154186,-0.23813258,0.017261833,1.953237,0.16075465,-0.33370394,0.91959953,0.22267881,0.048125625,0.53291386,0.8698725,-0.5199711,0.8892474,0.90638053,0.7153824,1.3038343,-0.8926322,0.2724321,0.9099876,-0.2812461,-0.64285797,0.15405047,0.15702902,0.7431326,0.9776725,1.2659671,0.7623562,0.5647289,-0.53126293,-0.37195033,0.17848139,-0.0005799234,0.2242452,0.51247907,0.016068313,0.3523907,0.04410893,0.884172,-0.47422037,0.04410893,0.884172,-0.47422037
-1.4441564,0.7539541,0.96083957,1.0635189,-0.8982878,0.0037588254,0.45029336,-0.035365164,0.258281,-0.08472292,0.8689225,-0.7827347,-0.4892762,0.11832395,1.8416262,1.033715,0.45784846,-1.2420361,1.0531197,-0.4285738,0.79838336,0.20893438,-0.89368737,-0.30333775,-0.4719265,-0.9012679,-0.060573913,-1.0277692,0.47454667,1.3323343,0.0053175986,-1.0740228,-0.48390824,-0.4991476,0.7332209,0.87326753,-0.32803786,0.5030197,-0.40151232,1.0259322,0.82413316,0.73885596,-0.2229004,0.3291326,0.408742,0.15155862,0.90337175,-0.8303705,0.7599397,0.4190968,-0.4167678,-0.5765099,-0.23290576,-0.7293099,0.91495603,1.7905798,0.3840868,0.69126695,0.8013082,-0.54372686,0.5683324,0.48897058,0.18489933,-0.06645742,1.0537869,-0.14015353,-0.14768767,-1.2300457,0.39760813,1.1301079,-1.2300457,0.39760813,1.1301079
-1.6819074,1.185385,0.054020658,0.48127002,-1.0818477,-0.18481839,0.49844652,0.5121908,0.16119055,0.290976,0.5634331,-0.54051733,-0.794963,-0.60237354,1.988888,0.5886368,0.86617136,-1.1540753,0.7857101,-0.6576624,0.7327814,0.26649183,-0.72550714,0.008010685,-0.8155299,-1.0663018,0.45523155,-0.48144633,0.9410305,2.0272298,0.32814956,-0.9263288,-0.33218712,-0.7073647,-0.01677385,1.2024944,-0.30532825,0.3499525,-0.5063301,1.028966,0.82187647,0.41686764,-0.19996926,0.014988139,0.14314374,0.09678543,0.5493575,-0.6591173,1.0298326,0.09199988,-0.5664722,-0.5879934,-0.083700016,-0.8616312,1.0291461,1.9002633,0.0025491267,0.3920275,0.97733504,-0.6112726,0.8980441,0.73935306,0.70011175,0.2144197,0.91014665,0.07899883,-0.075568676,-1.5336775,-0.24828045,1.5252861,-1.5336775,-0.24828045,1.5252861
0.15923128,-0.30758488,-0.35617635,0.47647893,-0.100199774,-0.23723167,-0.30354685,0.28861022,0.3022962,0.43066803,-0.31400263,0.31877306,0.6247502,0.26079154,0.36982104,0.21107654,-0.569784,-0.33606476,0.23390193,0.024421051,-0.47549668,0.4663903,0.016466007,-0.45409977,-0.17624582,0.14089067,-0.10263643,0.4418225,-0.24927863,0.46869153,0.44202352,-0.2577167,-0.11185786,-0.26385003,0.33328924,0.31586042,-0.32446653,0.30537814,0.3544137,-0.0041202046,-0.061103612,0.09186563,-0.3084306,0.55451417,0.24091779,0.4005358,0.4999896,-0.28550643,0.2002534,0.3432894,-0.40211415,-0.26895723,0.31272656,-0.07908256,0.19740418,0.46503907,0.5253812,0.2634678,0.38022754,-0.17426558,0.33388588,0.5561719,0.5458761,0.4403985,0.1870947,0.23590118,0.13066663,0.15943943,-0.20507626,-0.20943156,0.15943943,-0.20507626,-0.20943156
0.47426784,-1.5383537,0.5669761,1.0555804,0.3870107,-0.26082093,-0.31310847,-0.5696753,0.15247762,0.2480365,-0.029843412,0.24057356,1.2716455,1.4497449,-0.10754168,0.8332768,-1.4613231,-0.5968853,0.44676784,0.49838835,-0.87556374,0.79206645,-0.14253075,-1.1098762,0.28292447,0.4952586,-0.79386944,-0.2943861,-1.1460193,-0.5918694,0.23666494,-0.55256325,-0.078199804,0.0105063915,1.4533168,0.0047917143,-0.28440204,0.7301617,0.4680059,-0.2666622,0.23714405,0.5355302,-0.45014828,0.8828635,0.73389935,0.7076611,1.1092585,-0.5999832,0.2462014,0.89126223,-0.3919819,-0.5885824,0.44211787,0.35552156,0.440474,0.5966458,1.0779513,0.55539507,0.4097837,-0.43130368,-0.3187476,0.23496945,0.2865397,0.43686777,0.25783646,0.23728192,0.43406355,0.47743157,0.41183904,-0.83192915,0.47743157,0.41183904,-0.83192915
-1.1453867,0.7957969,-0.059753653,0.48487383,-0.8122219,-0.18495753,0.26054388,0.46216467,0.21924362,0.31637746,0.31020004,-0.3012689,-0.39837536,-0.37363672,1.534473,0.4702608,0.4731228,-0.90395486,0.6297252,-0.47166163,0.40923354,0.29991487,-0.5100552,-0.107795805,-0.6327982,-0.72337204,0.29879248,-0.20316675,0.6160765,1.5883234,0.35128993,-0.72213745,-0.28081176,-0.5799362,0.06816876,0.8980259,-0.31601506,0.3293488,-0.24921177,0.69192594,0.50322974,0.3401028,-0.19291084,0.13889289,0.1321007,0.14915238,0.4417276,-0.5484495,0.78032815,0.09131307,-0.49561593,-0.40692347,0.014313355,-0.6313986,0.7651862,1.4269649,0.084670216,0.27900806,0.7192911,-0.4270767,0.7276401,0.63362265,0.6255655,0.2521175,0.6346169,0.10125301,-0.053857524,-1.0464237,-0.24367459,1.0301623,-1.0464237,-0.24367459,1.0301623
0.97538775,-1.6654723,-1.2625587,0.006288886,0.605425,-0.6687507,-0.6162919,0.24033381,-0.0021814406,1.031602,-1.0180725,1.1350853,1.4953791,0.6776382,-0.7125226,-0.117700875,-1.5375113,-0.0684357,-0.3183638,0.47456068,-1.6869522,1.0724047,0.529344,-0.8494048,0.0058445185,0.83555275,-0.17914675,1.1064409,-0.9851735,-0.18999285,0.89708245,0.014387518,0.34129775,-0.13037,0.3542735,0.43077692,-0.43574712,0.57887167,0.8746467,-0.40223676,-0.07414852,0.04942682,-0.6663477,0.9735601,0.19524194,0.8995689,0.8087597,-0.22167987,0.10080181,0.99223924,-0.73372877,-0.5329607,0.96142685,0.45773345,-0.013789345,0.19462323,0.92626095,0.37421024,0.6389611,-0.33082145,-0.01612524,0.9180242,1.2999059,0.97355485,-0.008961208,0.9785819,0.4992193,0.81885815,-0.7262401,-1.1979804,0.81885815,-0.7262401,-1.1979804
-0.37934542,-1.5939267,-1.6648434,-0.45627725,0.27132434,-1.1313034,0.049235404,0.3179311,-0.5857074,1.5493546,-0.67825496,0.99345464,0.81870615,0.27345273,-0.0027515888,0.08782801,-1.0025816,-0.8591172,-0.23211765,0.2179991,-1.6581194,1.6099505,0.1560429,-0.84667355,-0.524673,0.16889958,0.33161032,0.5763781,-0.48948067,0.8518816,1.2663839,-0.58158445,0.6124449,-0.4977249,0.12545648,0.8076276,-0.28767565,0.48908448,0.9311683,-0.18684363,0.26950723,0.083939806,-0.70951444,0.7248696,0.08202594,0.6107363,0.19992483,-0.34172267,0.6613772,0.74007934,-0.82872385,-0.5073618,0.79792935,0.20431234,0.37964025,0.7081465,0.3149422,-0.12053087,0.9094246,-0.45680732,0.27575666,1.0714206,1.1586678,0.91763747,0.14019972,0.83273184,0.062109977,-0.19679087,-1.0928073,-0.3788354,-0.19679087,-1.0928073,-0.3788354
0.6299335,0.40020236,0.7396313,1.2488574,-0.27455166,0.40690115,-0.5732785,0.12231897,0.92412615,-0.409173,-0.016064055,-0.17072973,0.6122407,0.46086544,0.53690743,0.39747095,-0.42456475,0.012856305,0.5988581,-0.027518272,0.29840973,-0.30671248,-0.099825524,-0.28442132,0.16205291,0.19731867,-0.54027414,0.23667261,-0.24096298,-0.007990181,-0.18836918,-0.0612188,-0.62858707,-0.04214166,0.6742307,-0.100676365,-0.37121686,0.3265172,0.25834212,0.13774106,-0.13845763,0.32613364,-0.23810083,0.5426536,0.6460719,0.5667609,1.0262557,-0.44937986,0.07088373,0.37640214,-0.24180186,-0.26769245,0.07825878,-0.061428197,0.010194486,0.5191268,0.83278704,0.8135487,0.14335701,-0.1592793,0.31513515,0.2690711,0.16214098,0.19743566,0.43269378,0.04837715,0.34131578,0.5579682,0.56360316,-0.29607204,0.5579682,0.56360316,-0.29607204
2.2613115,-1.6816542,-0.26670802,0.8247792,0.885797,-0.043884587,-1.2323027,-0.08565742,0.6738877,0.23186572,-1.0729594,1.0042139,2.1381264,1.335772,-1.2725292,-0.046183527,-2.071357,0.61448765,-0.17144817,0.748995,-1.4539156,0.4028162,0.71837556,-0.924254,0.65407616,1.4353734,-0.9095434,1.2414507,-1.552125,-1.4153242,0.29567155,0.47724885,-0.08253382,0.30303374,0.92953295,-0.17638025,-0.7205503,0.47521275,0.8713003,-0.5878903,-0.44102117,0.107899204,-0.32202524,1.5099164,1.0167891,1.4313378,1.7231869,-0.50424004,-0.30189884,1.4499406,-0.72136605,-0.84663,1.3365728,0.89537966,-0.2474846,-0.0017290115,1.7388049,1.3064287,0.02304238,-0.4203378,0.21758118,0.4081987,1.3994792,0.89003956,0.018633686,0.8448352,0.92563295,2.0433626,0.16748385,-2.0679562,2.0433626,0.16748385,-2.0679562
