input_0,input_1,input_2,input_grad_0,input_grad_1,input_grad_2,output_0,output_1,output_2
-0.2473756,-0.4108927,-1.2323649,1.7217431,0.3054242,-0.029170945,-0.18342431,-0.17508993,-0.121073894
-0.56639075,-0.7387628,-0.111624755,2.5531628,1.234534,-0.1644816,-0.52099156,-0.50169307,-0.4646902
-0.99218696,-1.3438154,-0.52600944,4.515957,5.3188033,-0.6244712,-1.681018,-1.6009109,-1.2501413
0.40069082,-1.0194421,-1.5127716,2.793831,-1.1484778,0.26810372,0.43863583,0.41005367,0.17506938
-0.9234328,0.574596,0.6524958,1.2711872,0.34366345,-0.12306795,-0.431764,-0.4085323,-0.4730286
-1.406577,0.19132975,-0.3971755,1.2038171,0.79552245,-0.22105415,-0.7075887,-0.6762893,-0.5472119
-0.75447273,-1.2068958,1.4586703,4.619378,3.6786993,-0.21115708,-1.0683773,-1.0364844,-1.4501379
-0.1250438,-0.7563118,-0.64007986,2.4613805,0.2653635,-0.013572242,-0.12102525,-0.11919648,-0.10208495
1.2581689,0.40170035,-1.271714,1.0984137,-0.45759347,0.21273461,0.55841136,0.5401779,0.31449443
-0.054313265,-0.16783258,0.7907652,1.9578004,0.045961723,-0.021066204,-0.043450724,-0.037061572,-0.05497288
2.0396771,0.45002362,0.39382574,0.92762923,-0.8504077,0.266385,0.8544643,0.80862814,0.86266875
-0.33943075,-0.98203856,-0.5623462,3.0435045,1.0226198,-0.11797054,-0.3880579,-0.37906763,-0.30262643
-0.17317903,-1.3137221,0.0103218965,4.7541785,0.9728671,-0.09538922,-0.28265923,-0.28680405,-0.27141666
0.021678487,0.60664004,-1.1700633,1.1326339,0.019180208,0.025921654,-0.0031671543,0.0042224005,-0.002507612
0.21080388,1.2068245,-1.1321899,1.019389,0.0032957792,0.062351063,0.07352125,0.07939771,0.054133788
-0.8662415,-1.1179789,1.4859698,4.260071,3.685771,-0.25008273,-1.1199473,-1.0829529,-1.5262828
1.4667629,-0.36702207,-1.4878366,1.6929398,-1.5843885,0.26050365,0.97217375,0.9199614,0.4412887
-0.92141217,0.02590781,1.1276652,1.7010024,0.77130497,-0.18104401,-0.5232733,-0.49635807,-0.65193635
1.7500603,-0.057362266,0.22833554,1.3000879,-1.4845219,0.326014,0.9367214,0.8944713,0.90505785
0.27261987,1.2287701,0.29815722,1.2861204,-0.015931308,0.02090177,0.1071012,0.1105758,0.11834444
-0.8865886,-1.3545122,1.1816204,5.274045,5.284705,-0.24519134,-1.4858841,-1.4338197,-1.8816972
