input_0,input_1,input_2,input_3,act_1_act1_0,act_1_act1_1,act_1_act1_2,act_1_act1_3,act_1_act1_4,act_1_act1_5,act_1_act1_6,act_1_act1_7,act_1_act1_8,act_1_act1_9,act_1_act1_10,act_1_act1_11,act_1_act1_12,act_1_act1_13,act_1_act1_14,act_1_act1_15,act_1_act1_16,act_1_act1_17,act_1_act1_18,act_1_act1_19,act_1_act1_20,act_1_act1_21,act_1_act1_22,act_1_act1_23,act_1_act1_24,act_1_act1_25,act_1_act1_26,act_1_act1_27,act_1_act1_28,act_1_act1_29,act_1_act1_30,act_1_act1_31,act_2_act2_0,act_2_act2_1,act_2_act2_2,act_2_act2_3,act_2_act2_4,act_2_act2_5,act_2_act2_6,act_2_act2_7,act_2_act2_8,act_2_act2_9,act_2_act2_10,act_2_act2_11,act_2_act2_12,act_2_act2_13,act_2_act2_14,act_2_act2_15,act_2_act2_16,act_2_act2_17,act_2_act2_18,act_2_act2_19,act_2_act2_20,act_2_act2_21,act_2_act2_22,act_2_act2_23,act_2_act2_24,act_2_act2_25,act_2_act2_26,act_2_act2_27,act_2_act2_28,act_2_act2_29,act_2_act2_30,act_2_act2_31,output_0,output_1,output_2
-0.81663203,0.7097929,0.46751282,0.8237325,0.1389322,0.0,0.6526494,0.46251184,0.0,0.0,0.0,0.32608098,1.3187001,0.0,0.021088928,0.25257766,0.0,0.7522341,0.0,0.0,0.9633015,0.0,1.2042896,0.22123337,0.3441838,0.0,0.0,0.0,0.6043594,0.0,0.0,0.0,0.91859585,0.27292326,0.0,0.89354634,0.50840974,0.90550256,0.48547462,0.11254389,0.0,0.0,0.365138,0.5446981,0.9259829,0.0,0.7820748,0.5632987,0.0,0.67443687,0.22825941,0.7302718,0.41513944,0.5108228,0.0,0.0,0.008002803,0.48168993,0.0,0.872944,0.0,0.0,0.0,0.30545098,1.0363045,0.88144016,0.0,0.0,0.50048053,0.7796925,0.615661
0.6826225,-0.7124128,-0.48228842,-1.1083394,0.0,0.68211746,0.0,0.0,0.0,0.5177574,0.29279673,0.75347936,0.0,0.020752072,0.7275413,0.0,0.049421996,0.3995114,0.20564687,0.35308427,0.0,0.9717601,0.0,0.06949507,0.0,0.30659762,0.33914033,0.45585996,0.0,1.3251413,0.3194096,0.0,0.0,0.0,0.60322267,0.0,0.21277462,0.22908768,0.39985007,0.69238216,0.0,0.6702321,0.5325356,0.37494057,0.3167896,0.0,0.0,0.27962455,0.0,0.13040462,0.6428143,0.0,0.3762077,0.7975933,0.0,0.0,0.7905263,0.94558257,0.8124253,0.25126246,0.0,0.6924872,0.0,0.64238316,0.63768137,0.08108106,0.8191793,0.0,-0.6341222,-0.72310144,-0.7569767
-0.58932996,0.07017556,-0.6261249,0.051810183,0.0,0.0,0.0,0.0,0.0,0.41545838,0.0,0.84827507,0.5522217,0.0,0.654006,0.0,0.0,0.44034153,0.0,0.20936562,0.32895592,0.0,0.0,0.07795867,0.43768483,0.0,0.0,0.52938485,0.0,0.6044892,0.15245408,0.0,0.104417905,0.0,0.0,0.38485485,0.54085016,0.083448194,0.3730724,0.34235376,0.0,0.17360407,0.0,0.0,0.041765064,0.0,0.12597659,0.06848812,0.0,0.33387706,0.0,0.17378166,0.20937318,0.70512635,0.0,0.0,0.391176,0.84921306,0.009906024,0.36101472,0.0,0.50688684,0.0,0.48906562,0.766602,0.357449,0.28928316,0.07544465,-0.62398595,0.14697272,-0.38483173
-0.5020828,0.6472895,1.0568492,0.45418558,0.38289085,0.0,0.53465325,0.3671263,0.0,0.0,0.0,0.13066974,1.2671984,0.0,0.0,0.6449566,0.0,0.84990466,0.0,0.0,0.76819676,0.38179988,1.290134,0.26297915,0.04313726,0.0,0.0,0.0,0.68349046,0.0,0.0,0.0,0.77192634,0.39998505,0.0,0.8868654,0.32102296,1.1833757,0.43092543,0.06211315,0.0,0.0,0.67635125,0.8581353,1.0959275,0.0,0.7688344,0.76119316,0.0,0.6118517,0.56269264,0.73603433,0.5229305,0.17038411,0.0,0.0,0.0,0.37627348,0.0,0.96226364,0.0,0.0,0.0,0.0,0.94557416,0.91391194,0.09015575,0.0,0.97877926,0.60977507,0.9202907
1.2845724,-1.4775498,-0.7666985,-0.920689,0.0,1.4763772,0.0,0.0,0.28736618,1.0634756,1.0216193,0.65960866,0.0,0.8898355,1.1619682,0.0,0.24783614,0.5738612,0.940007,0.5251581,0.0,1.3009458,0.0,0.0,0.0,0.7348621,0.6556258,0.46130407,0.0,1.698632,0.6620194,0.0,0.0,0.0,0.8671444,0.0,0.2708912,0.8465869,0.7935344,1.4342617,0.0,1.2080154,0.98027104,0.775116,0.42516944,0.0,0.0,0.6133598,0.0,0.21856572,0.9665848,0.0,0.9714826,1.2838867,0.15286364,0.0,1.1641765,1.7660031,1.4549469,0.4724829,0.0,0.9877673,0.0,1.146595,0.5250738,0.11311716,1.2231897,0.0,-1.1630813,-1.4469799,-0.8796494
0.7425359,-0.7085539,-0.7955818,0.3154143,0.0,1.0566231,0.0,0.0,0.6916009,1.0341042,0.48841876,0.48721057,0.0,0.67929184,1.1327546,0.0,0.0,0.62191933,0.8931874,0.1437744,0.0,0.56734914,0.0,0.0,0.23534349,0.2359223,0.18683282,0.31627905,0.0,0.8137923,0.4571907,0.0,0.0,0.0,0.16602056,0.0,0.29182383,0.6718617,0.6124267,1.1207235,0.0,0.58428466,0.52453053,0.4485615,0.16184771,0.0,0.0,0.43291238,0.0,0.22551958,0.4886505,0.0,0.84589386,0.85377705,0.0,0.0,0.8051942,1.3325051,0.8078424,0.46260223,0.0,0.7119005,0.0,0.78328425,0.5597551,0.36948305,0.5347707,0.01687403,-0.79753214,-0.73604125,-0.42565012
-2.043729,3.0710495,1.2658857,1.414955,0.23436117,0.0,2.8367658,1.7973895,0.0,0.0,0.0,0.16955417,2.5105276,0.0,0.0,1.5285873,0.0,0.41315204,0.0,0.0,2.6976595,0.0,3.1786294,1.1677899,0.41253805,0.0,0.0,0.0,1.1588336,0.0,0.0,0.23675084,2.2839015,1.3505344,0.0,2.5334938,0.64562166,2.3040912,0.22038722,0.0,0.0,0.031883024,0.67918336,1.6511304,2.4684038,0.0,1.8822668,2.2494187,0.0,1.5219332,0.39520007,2.380197,0.75750685,0.7252002,0.0,0.0,0.0,0.0,0.0,1.7662328,0.0,0.0,0.0,0.98693305,2.82015,2.6098185,0.0,0.0,2.4192393,2.6457658,1.3622141
1.1960379,-0.919259,-0.7286367,-1.4989121,0.0,1.0669905,0.0,0.0,0.078766584,0.69130075,0.63794804,0.7946719,0.0,0.27356318,0.90634906,0.0,0.23914152,0.26938716,0.41429254,0.40038323,0.0,1.2306312,0.0,0.1452656,0.0,0.61638427,0.6256803,0.52897024,0.0,1.6573913,0.49546868,0.0,0.0,0.0,0.8294739,0.0,0.1785705,0.39479476,0.42159656,0.91505075,0.0,1.0228966,0.7627065,0.6236162,0.37634856,0.0,0.0,0.54976434,0.0,0.10590942,0.86875826,0.0,0.51262933,1.1062461,0.0,0.0,1.0021627,1.2219131,1.1949801,0.22602642,0.0,0.8408824,0.0,0.93627566,0.7518878,0.09763779,1.1247952,0.0,-0.7456734,-1.0216599,-1.0541533
1.418195,-1.4527143,-0.5695898,-1.4130635,0.0,1.372186,0.0,0.0,0.064511806,0.85403574,1.0212,0.6762475,0.0,0.7135174,0.9875359,0.0,0.46246913,0.5048437,0.720905,0.5268617,0.0,1.5365512,0.0,0.0,0.0,0.77747595,0.69237447,0.43785536,0.0,1.804277,0.56937414,0.0,0.0,0.0,1.0684491,0.0,0.22349648,0.756084,0.691128,1.2922953,0.0,1.1979752,1.064723,0.8757967,0.5176888,0.0,0.0,0.6522426,0.0,0.18310052,1.0239776,0.0,0.8881922,1.2485598,0.16043212,0.0,1.1399636,1.6690487,1.4978971,0.41236806,0.0,0.9673525,0.0,1.0656401,0.51664287,0.034678727,1.309738,0.0,-1.0003545,-1.4698812,-0.90135574
-0.6364586,0.04418074,0.24698332,-0.022795172,0.0,0.0,0.06509569,0.07992709,0.0,0.0,0.0,0.585826,0.8735046,0.0,0.17777632,0.0,0.0,0.7055507,0.0,0.10414967,0.37587675,0.26238018,0.3419221,0.0,0.22602366,0.0,0.0,0.19815287,0.26229027,0.27329433,0.0,0.0,0.358503,0.0,0.0,0.5148265,0.46651828,0.3434654,0.42520043,0.24602552,0.0,0.0,0.20449261,0.2481424,0.39996776,0.0,0.34352496,0.16749184,0.0,0.34126133,0.12896958,0.2582838,0.25556475,0.4416945,0.0,0.0,0.11770048,0.67860323,0.0,0.61536026,0.0,0.25751334,0.0,0.190386,0.61663604,0.40868586,0.23385388,0.037912503,-0.11911829,0.21152237,0.16174652
