fold,target_mode,status,reason,num_pairs_total,num_pairs_valid,mean_abs_delta,median_abs_delta,corr_aligned_vs_sem,same_sign_rate,same_sign_rate_strong_effect,num_pairs_strong_effect,same_sign_rate_sem_effect_present,num_pairs_sem_effect_present
1,sem_truth,ok,,90,90,0.06063259580360603,0.029765492527802282,0.9987394288771387,0.2222222222222222,0.6060606060606061,33,0.9523809523809523,21
2,sem_truth,ok,,90,90,0.08385129989188382,0.04639954297402572,0.9983534920079086,0.2222222222222222,0.43478260869565216,46,0.8333333333333334,24
3,sem_truth,ok,,90,90,0.05549779797689396,0.028829660007297312,0.9990503213896273,0.2222222222222222,0.6451612903225806,31,0.9523809523809523,21
4,sem_truth,ok,,90,90,0.07902816871187546,0.0298723652400563,0.9967557638060627,0.2222222222222222,0.5882352941176471,34,0.8333333333333334,24
5,sem_truth,ok,,90,90,0.07128851661793237,0.032380269393423325,0.9987292860411451,0.2222222222222222,0.4878048780487805,41,0.8333333333333334,24
