fold,target_mode,treatment,outcome,low_value,high_value,ate_aligned_dowhy,ate_sem_do,delta_aligned_minus_sem,abs_delta,sem_ks_stat,sem_ks_p,sem_effect_by_ate,sem_effect_by_ks,sem_effect_present,dowhy_error
1,sem_truth,sem_0,sem_1,-0.8117767789168326,0.7989448553590686,0.0,0.01182329570223784,-0.01182329570223784,0.01182329570223784,0.0205,0.7948265413398378,False,False,False,
1,sem_truth,sem_0,sem_2,-0.8117767789168326,0.7989448553590686,0.0,-0.019730773726199132,0.019730773726199132,0.019730773726199132,0.028,0.4132324404768168,False,False,False,
1,sem_truth,sem_0,sem_3,-0.8117767789168326,0.7989448553590686,0.0,-0.003725122461603912,0.003725122461603912,0.003725122461603912,0.0155,0.9699601425241099,False,False,False,
1,sem_truth,sem_0,sem_4,-0.8117767789168326,0.7989448553590686,0.0,0.025787352765286035,-0.025787352765286035,0.025787352765286035,0.0245,0.5858212770267918,False,False,False,
1,sem_truth,sem_0,sem_5,-0.8117767789168326,0.7989448553590686,0.0,0.06098691543107998,-0.06098691543107998,0.06098691543107998,0.0405,0.07520916582595748,True,False,False,
1,sem_truth,sem_0,sem_6,-0.8117767789168326,0.7989448553590686,0.0,0.005293807925492715,-0.005293807925492715,0.005293807925492715,0.017,0.934827271267201,False,False,False,
1,sem_truth,sem_0,sem_7,-0.8117767789168326,0.7989448553590686,-1.996280444632089,-1.8140723831693562,-0.18220806146273283,0.18220806146273283,0.259,2.402883899006965e-59,True,True,True,
1,sem_truth,sem_0,sem_8,-0.8117767789168326,0.7989448553590686,-4.022533923923517,-3.3294696288680097,-0.6930642950555077,0.6930642950555077,0.214,1.6749192172594185e-40,True,True,True,
1,sem_truth,sem_0,sem_9,-0.8117767789168326,0.7989448553590686,0.0,-0.040120578585713045,0.040120578585713045,0.040120578585713045,0.0345,0.18488568296007316,False,False,False,
1,sem_truth,sem_1,sem_0,-0.7849225604040301,0.8050811688113207,0.0,0.013249068400535462,-0.013249068400535462,0.013249068400535462,0.0285,0.3910873897562125,False,False,False,
1,sem_truth,sem_1,sem_2,-0.7849225604040301,0.8050811688113207,0.0,-0.007867039380300176,0.007867039380300176,0.007867039380300176,0.026,0.5085995252205004,False,False,False,
1,sem_truth,sem_1,sem_3,-0.7849225604040301,0.8050811688113207,0.0,-0.02700404929064968,0.02700404929064968,0.02700404929064968,0.02,0.8187536311788122,False,False,False,
