,missing_edges,extra_edges,correct_edges,orientation_errors,partial_orientations,correct_orientations,shd_strict,shd_partial,shd_edges_only,edge_precision,edge_recall,edge_f1,endpoint_precision,endpoint_recall,endpoint_f1,orientation_accuracy,interventional_agreement
1,2.0,1.0,8.0,2.0,6.0,0.0,11.0,5.0,3.0,0.8888888888888888,0.8,0.8421052631578948,0.4444444444444444,0.4,0.4210526315789474,0.0,0.3
2,3.0,1.0,7.0,3.0,2.0,2.0,9.0,7.0,4.0,0.875,0.7,0.7777777777777777,0.5625,0.45,0.5,0.2857142857142857,0.3
3,1.0,2.0,9.0,5.0,3.0,1.0,11.0,8.0,3.0,0.8181818181818182,0.9,0.8571428571428572,0.45454545454545453,0.5,0.47619047619047616,0.1111111111111111,0.25
4,2.0,0.0,8.0,4.0,2.0,2.0,8.0,6.0,2.0,1.0,0.8,0.888888888888889,0.625,0.5,0.5555555555555556,0.25,0.3
5,3.0,1.0,7.0,3.0,2.0,2.0,9.0,7.0,4.0,0.875,0.7,0.7777777777777777,0.5625,0.45,0.5,0.2857142857142857,0.3
mean,2.2,1.0,7.8,3.4,3.0,1.4,9.6,6.6,3.2,0.8914141414141415,0.78,0.8287385129490392,0.5297979797979797,0.4600000000000001,0.49055973266499586,0.18650793650793648,0.29
std,0.8366600265340756,0.7071067811865476,0.8366600265340756,1.140175425099138,1.7320508075688772,0.8944271909999159,1.3416407864998738,1.1401754250991378,0.8366600265340756,0.06651895750061537,0.0836660026534076,0.04949125570321232,0.07770205508119091,0.04183300132670377,0.048580878236581894,0.12667372777390767,0.022360679774997894
