input_0,input_1,input_2,input_3,input_4,act_1_act1_0,act_1_act1_1,act_1_act1_2,act_1_act1_3,act_1_act1_4,act_1_act1_5,act_1_act1_6,act_1_act1_7,act_1_act1_8,act_1_act1_9,act_1_act1_10,act_1_act1_11,act_1_act1_12,act_1_act1_13,act_1_act1_14,act_1_act1_15,act_1_act1_16,act_1_act1_17,act_1_act1_18,act_1_act1_19,act_1_act1_20,act_1_act1_21,act_1_act1_22,act_1_act1_23,act_1_act1_24,act_1_act1_25,act_1_act1_26,act_1_act1_27,act_1_act1_28,act_1_act1_29,act_1_act1_30,act_1_act1_31,act_2_act2_0,act_2_act2_1,act_2_act2_2,act_2_act2_3,act_2_act2_4,act_2_act2_5,act_2_act2_6,act_2_act2_7,act_2_act2_8,act_2_act2_9,act_2_act2_10,act_2_act2_11,act_2_act2_12,act_2_act2_13,act_2_act2_14,act_2_act2_15,act_2_act2_16,act_2_act2_17,act_2_act2_18,act_2_act2_19,act_2_act2_20,act_2_act2_21,act_2_act2_22,act_2_act2_23,act_2_act2_24,act_2_act2_25,act_2_act2_26,act_2_act2_27,act_2_act2_28,act_2_act2_29,act_2_act2_30,act_2_act2_31,output_0,output_1,output_2
0.17919065,0.14561984,-0.31256393,-0.77087575,-0.4910259,0.5723575,0.0,0.0,0.7614193,0.0,0.0,0.0,0.0,0.21080413,0.0,1.0349023,0.0,0.17034926,0.08573641,0.12451604,0.49926046,0.57188916,0.5402439,0.0,0.09330034,0.28881973,0.1535791,0.10310632,0.0,0.0,0.0,0.09149912,0.0,0.3261629,0.0,0.08363166,0.0,0.8761637,0.2969587,0.43389016,0.19358125,0.0,0.0,0.46038947,0.235701,0.15914515,0.30561805,0.12476275,0.28319064,0.5259603,0.11002461,0.0,0.115755625,0.11922624,0.2968332,0.40497,0.3511602,0.0,0.51164615,0.3440936,0.0,0.4016073,0.21800022,0.0,0.007955141,0.32205972,0.0,0.0,0.0,-0.6045081,0.31428272,0.28059304
-1.5982805,0.7136381,-0.3934687,1.5783306,0.72734886,0.0,1.3209717,0.0,0.0,0.41723606,0.76700014,0.9115798,1.5282092,0.0,0.0,0.0,0.14642394,2.0482597,0.14041024,0.0,0.0,0.0,0.0,0.602907,0.9594158,0.8270369,0.0,0.0,0.0,0.3557952,0.520069,0.6887869,0.9092034,0.52821934,0.1381067,0.7181338,0.34459907,0.0,0.983676,0.8748144,1.4954509,0.8437051,0.9544426,0.6439675,0.89950603,0.98012495,0.6965306,0.69794315,0.06554067,0.14097026,1.4855301,0.0,1.1368579,0.039148457,0.59155685,0.759948,0.039960355,1.1741643,0.0,0.100810915,1.2443739,1.3045603,0.0,0.0,0.50113136,0.0,0.0,0.0,0.0,1.5790471,-0.7437711,-0.7387988
1.6199846,0.9173456,-0.090940274,-0.8092534,0.4630367,0.14720626,0.0,0.0,0.8348436,0.0,0.0,1.0260844,0.0,0.57785356,1.0899384,0.4761131,0.5787664,0.0,0.59781814,0.0,0.90223294,1.1670045,0.24964619,0.012866363,0.0,0.08833067,0.0,0.28847614,0.6323351,0.0,0.0,0.4013071,0.0,0.5676297,0.09244421,0.0,0.0,1.0662532,0.0,1.1138415,0.64024,0.0,0.0,1.0199531,1.2150524,0.0,0.7419715,0.7095012,0.13290873,0.4084093,0.0,0.0,0.3119957,0.0,1.1403414,0.095543064,0.48619083,0.18254054,0.27631533,0.4548884,0.08931938,0.0,0.27796605,0.0,0.15239356,0.67423505,0.0,0.0,0.0,-1.0245414,-0.591288,-0.4693874
0.7181334,0.25390434,-1.5869147,-0.61678874,-0.4135033,0.9048154,0.0,0.0,1.2283145,0.0,0.0,0.54433566,0.0,0.0,0.36882028,0.38899463,0.0,0.69887364,0.71218944,0.18488912,0.3604407,0.3268176,0.19843861,0.0,0.0,0.0,0.28377226,0.704733,0.3858711,0.0,0.0,0.027118377,0.12737751,0.9423911,0.0,0.5227414,0.0,1.1769841,0.0,0.66586745,0.6134923,0.08331359,0.105839096,0.9988736,0.7760292,0.46510106,0.87996554,0.7251038,0.35220045,0.55317956,0.0,0.0,0.0,0.0,0.1104522,0.20522721,0.6175294,0.059534714,0.5391446,0.41007277,0.016636748,0.5246938,0.60768384,0.0,0.31848186,0.29753873,0.0,0.0,0.0,-0.70891976,0.2160089,-0.5121499
0.25227737,2.460609,0.22103922,0.30135843,1.2001555,0.0,1.4521711,0.0,0.0,0.17703182,0.5793126,1.6667191,0.5379263,0.22533265,0.9710823,0.24146923,1.0276358,1.049463,0.68397784,0.0,0.0,1.3397197,0.0,1.04459,0.0,1.1307535,0.0,0.0,0.52462786,0.0,0.41780466,1.3404629,0.8320955,0.5924008,0.31042916,0.0,0.0,0.06297481,0.35462567,1.6258904,1.4607966,0.0,0.13884783,1.2146155,1.4835254,0.14882916,1.0445112,0.77846897,0.0,0.042890884,1.1779952,0.0,1.3755548,0.0,1.6347282,0.42182416,0.0,1.0164992,0.0,0.06738898,1.1345236,0.2548588,0.0,0.0,0.0,0.036842152,0.0,0.0,0.0,0.22542565,-1.7782981,-0.8728544
-0.101124,0.96935165,0.09040753,0.2305571,0.012760645,0.0,0.375642,0.0,0.13884032,0.0,0.38646764,0.5550547,0.4784959,0.060172983,0.0,0.6327658,0.39484948,0.7115337,0.15673986,0.0,0.13001226,0.5642813,0.2049849,0.11965248,0.27188638,0.78006977,0.0,0.0,0.0,0.0,0.07389759,0.5241498,0.42088544,0.2591116,0.0,0.024326028,0.0,0.18986647,0.5222935,0.65497404,0.6196138,0.1246211,0.0,0.4090196,0.30550292,0.2804473,0.33462593,0.2310479,0.063831046,0.24418163,0.67551845,0.0,0.5679756,0.039669264,0.520669,0.473073,0.03991196,0.29296607,0.0,0.065124184,0.4854418,0.42789018,0.031240605,0.0,0.0,0.03802331,0.0,0.0,0.0,0.20453985,-0.40573514,-0.0058308616
1.2370255,-0.27158618,-0.8576138,0.07526156,-0.39649257,0.56065947,0.0,0.0,0.9696807,0.0,0.0,0.5746381,0.0,0.0,0.00077164173,0.06657165,0.0,0.25175956,0.4442933,0.25542617,0.56407,0.0,0.005854983,0.0,0.35202387,0.0,0.46446607,0.5234939,0.31724447,0.0,0.0,0.0,0.051242117,0.5771514,0.049973637,0.112890854,0.0,0.9140147,0.021549977,0.44552475,0.35896814,0.06407461,0.26227385,0.5774456,0.5384612,0.28705332,0.60759556,0.4906902,0.45872328,0.47598863,0.0,0.0,0.08780632,0.07378038,0.0,0.32981163,0.48003563,0.1934427,0.53188205,0.28117952,0.0,0.46576506,0.5147243,0.0,0.3504395,0.13775924,0.0,0.0,0.0,-0.4331442,0.3261266,-0.24158986
-0.31626636,0.47363648,-0.4032933,0.36653507,0.7216359,0.0,0.45530736,0.0,0.0,0.17771396,0.0668371,0.8802428,0.6775943,0.0,0.015627176,0.0,0.21763854,1.047865,0.31408954,0.0,0.0,0.25313762,0.0,0.20936775,0.015513331,0.3209376,0.0,0.0,0.15399136,0.15442507,0.2223969,0.47575563,0.32255337,0.62352014,0.093402,0.20674215,0.0,0.098913774,0.13776563,0.7821522,0.78108263,0.23141795,0.37688005,0.5280465,0.7817734,0.37992018,0.6054672,0.60696775,0.0,0.000974074,0.56429595,0.0,0.38235757,0.0,0.42889017,0.17992468,0.0,0.77251387,0.0,0.0,0.5408729,0.3528964,0.07993325,0.0,0.046773165,0.0,0.0,0.0,0.0,0.29399198,-0.7015579,-0.7649165
0.029562581,-1.0319247,-1.2207854,0.16596246,-0.18482865,0.40787485,0.0,0.0,0.42847946,0.0,0.0,0.2406384,0.26346004,0.0,0.0,0.0,0.0,0.7663573,0.222214,0.60485744,0.0,0.0,0.0,0.0,0.70540494,0.0,0.70598036,0.48143795,0.026147157,0.2609316,0.0,0.0,0.0,0.7052382,0.0,0.5945058,0.2129883,0.6734092,0.10703318,0.2981026,0.29479828,0.4265324,0.4998063,0.4238799,0.54601663,0.6851508,0.7726446,0.58054507,0.34093282,0.28461638,0.06967827,0.0,0.0,0.24407895,0.0,0.3812688,0.42829415,0.46947387,0.36275268,0.1297899,0.0,0.92971945,0.42698288,0.0,0.26609823,0.0,0.0,0.0,0.0,0.067135975,0.4656508,-0.53841746
0.31327024,1.6558557,-1.6396201,0.20175813,0.7491374,0.0,0.256886,0.0,0.47053596,0.07332152,0.0,1.6507758,0.007205814,0.0,0.9886738,0.0,0.0,1.673293,1.1556145,0.0,0.0,0.61758757,0.0,0.124310136,0.0,0.27562344,0.0,0.033349752,0.7775236,0.0,0.0,0.85979456,0.8481076,1.2842039,0.44673222,0.5836188,0.0,0.4784984,0.0,0.9890052,1.3293948,0.28151804,0.5217826,1.065519,1.33881,0.4177098,1.2422826,1.1717837,0.0,0.3127294,0.555556,0.0,0.2960978,0.0,0.920016,0.026524287,0.22055447,0.6509837,0.0,0.0,0.79209363,0.23819664,0.1803135,0.0,0.21964733,0.0,0.0,0.0,0.0,0.06256433,-1.0435475,-1.3763142
