,missing_edges,extra_edges,correct_edges,orientation_errors,partial_orientations,correct_orientations,shd_strict,shd_partial,shd_edges_only,edge_precision,edge_recall,edge_f1,endpoint_precision,endpoint_recall,endpoint_f1,orientation_accuracy,interventional_agreement
1,2.0,2.0,5.0,1.0,3.0,1.0,8.0,5.0,4.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.2,0.35714285714285715
2,1.0,2.0,6.0,2.0,4.0,0.0,9.0,5.0,3.0,0.75,0.8571428571428571,0.7999999999999999,0.375,0.42857142857142855,0.39999999999999997,0.0,0.2857142857142857
3,2.0,2.0,5.0,0.0,4.0,1.0,8.0,4.0,4.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.2,0.42857142857142855
4,1.0,1.0,6.0,3.0,3.0,0.0,8.0,5.0,2.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.0,0.21428571428571427
5,2.0,2.0,5.0,1.0,3.0,1.0,8.0,5.0,4.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.2,0.35714285714285715
mean,1.6,1.8,5.4,1.4,3.4,0.6,8.2,4.8,3.4,0.7500000000000001,0.7714285714285715,0.76,0.41785714285714287,0.42857142857142855,0.4228571428571429,0.12000000000000002,0.32857142857142857
std,0.5477225575051661,0.4472135954999579,0.5477225575051662,1.140175425099138,0.5477225575051661,0.5477225575051662,0.4472135954999579,0.4472135954999579,0.8944271909999159,0.06185895741317416,0.07824607964359512,0.06577636818983618,0.023957871187497738,0.0,0.012777531299998804,0.10954451150103323,0.08144110179279557
