epoch,train_loss,val_loss,lr,batches_per_epoch,effective_epochs,effective_updates
1,0.33144620060920715,0.36743277311325073,0.0008,16,60,960
2,0.1560385823249817,0.12474600970745087,0.0008,16,60,960
3,0.13373909890651703,0.10108362138271332,0.0008,16,60,960
4,0.13163591921329498,0.09556272625923157,0.0008,16,60,960
5,0.12396610528230667,0.09258299320936203,0.0008,16,60,960
6,0.12676705420017242,0.08925149589776993,0.0008,16,60,960
7,0.126738503575325,0.08794794976711273,0.0008,16,60,960
8,0.11680685728788376,0.08480727672576904,0.0008,16,60,960
9,0.11324189603328705,0.08335384726524353,0.0008,16,60,960
10,0.11333490908145905,0.08214707672595978,0.0008,16,60,960
11,0.11060409992933273,0.08865760266780853,0.0008,16,60,960
12,0.11354336142539978,0.08060534298419952,0.00068,16,60,960
13,0.10849262773990631,0.08309513330459595,0.00068,16,60,960
14,0.1077912449836731,0.07957039028406143,0.00068,16,60,960
15,0.1068396046757698,0.08113420009613037,0.00068,16,60,960
16,0.10358844697475433,0.07847191393375397,0.00068,16,60,960
17,0.10476701706647873,0.08201631903648376,0.00068,16,60,960
18,0.10655203461647034,0.07780581712722778,0.00068,16,60,960
19,0.10770557075738907,0.08002041280269623,0.00068,16,60,960
20,0.10472601652145386,0.08261585235595703,0.00068,16,60,960
21,0.10864166170358658,0.07925932854413986,0.00068,16,60,960
22,0.10178534686565399,0.08048419654369354,0.00068,16,60,960
23,0.1062038242816925,0.07550691813230515,0.00068,16,60,960
24,0.10187787562608719,0.0821329727768898,0.0005780000000000001,16,60,960
25,0.10328561067581177,0.07532557845115662,0.0005780000000000001,16,60,960
26,0.09974952042102814,0.07775048166513443,0.0005780000000000001,16,60,960
27,0.10186568647623062,0.07525084912776947,0.0005780000000000001,16,60,960
28,0.0979640930891037,0.07702459394931793,0.0005780000000000001,16,60,960
29,0.09961742162704468,0.07581710070371628,0.0005780000000000001,16,60,960
30,0.10851018130779266,0.07596950232982635,0.0005780000000000001,16,60,960
31,0.0956696942448616,0.0747637003660202,0.0005780000000000001,16,60,960
32,0.09908217936754227,0.07588173449039459,0.0005780000000000001,16,60,960
33,0.10235194861888885,0.0747857391834259,0.0005780000000000001,16,60,960
34,0.09483814239501953,0.07618080824613571,0.0005780000000000001,16,60,960
35,0.09541456401348114,0.0740116536617279,0.0005780000000000001,16,60,960
36,0.0946272537112236,0.07580249011516571,0.0004913000000000001,16,60,960
37,0.09979324042797089,0.07596375793218613,0.0004913000000000001,16,60,960
38,0.09554369747638702,0.0734030082821846,0.0004913000000000001,16,60,960
39,0.09734272211790085,0.07485558092594147,0.0004913000000000001,16,60,960
40,0.09880576282739639,0.07444392144680023,0.0004913000000000001,16,60,960
41,0.09721689671278,0.07446740567684174,0.0004913000000000001,16,60,960
42,0.09779152274131775,0.0736146867275238,0.0004913000000000001,16,60,960
43,0.09636124968528748,0.0723705142736435,0.0004913000000000001,16,60,960
44,0.09506697207689285,0.07249598205089569,0.0004913000000000001,16,60,960
45,0.09683859348297119,0.07341893017292023,0.0004913000000000001,16,60,960
46,0.09523645043373108,0.07163790613412857,0.0004913000000000001,16,60,960
47,0.09625093638896942,0.07437847554683685,0.0004913000000000001,16,60,960
48,0.09600552171468735,0.07236061990261078,0.00041760500000000004,16,60,960
49,0.09663302451372147,0.07363678514957428,0.00041760500000000004,16,60,960
50,0.0922158807516098,0.0736256092786789,0.00041760500000000004,16,60,960
51,0.0964885726571083,0.0722275823354721,0.00041760500000000004,16,60,960
52,0.09494318813085556,0.07185733318328857,0.00041760500000000004,16,60,960
53,0.09620090574026108,0.0753377377986908,0.00041760500000000004,16,60,960
54,0.0980675145983696,0.07125239074230194,0.00041760500000000004,16,60,960
55,0.09296633303165436,0.07288087904453278,0.00041760500000000004,16,60,960
56,0.09586776047945023,0.0738154798746109,0.00041760500000000004,16,60,960
57,0.09490559250116348,0.07307875156402588,0.00041760500000000004,16,60,960
58,0.09570114314556122,0.0728740394115448,0.00041760500000000004,16,60,960
59,0.0914093405008316,0.07294104993343353,0.00041760500000000004,16,60,960
60,0.09713640064001083,0.0725802630186081,0.00035496425,16,60,960
