,missing_edges,extra_edges,correct_edges,orientation_errors,partial_orientations,correct_orientations,shd_strict,shd_partial,shd_edges_only,edge_precision,edge_recall,edge_f1,endpoint_precision,endpoint_recall,endpoint_f1,orientation_accuracy,interventional_agreement
1,2.0,4.0,3.0,1.0,2.0,0.0,9.0,7.0,6.0,0.42857142857142855,0.6,0.5,0.21428571428571427,0.3,0.25,0.0,0.2
2,0.0,1.0,5.0,1.0,2.0,2.0,4.0,2.0,1.0,0.8333333333333334,1.0,0.9090909090909091,0.5833333333333334,0.7,0.6363636363636365,0.4,0.6
3,0.0,0.0,5.0,0.0,3.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,0.7,0.7,0.7,0.4,0.7
4,0.0,0.0,5.0,0.0,3.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,0.7,0.7,0.7,0.4,0.7
5,0.0,0.0,5.0,0.0,3.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,0.7,0.7,0.7,0.4,0.7
mean,0.4,1.0,4.6,0.4,2.6,1.6,4.4,1.8,1.4,0.8523809523809524,0.9199999999999999,0.8818181818181818,0.5795238095238096,0.6199999999999999,0.5972727272727273,0.32,0.5800000000000001
std,0.8944271909999161,1.7320508075688772,0.8944271909999157,0.5477225575051662,0.5477225575051661,0.8944271909999161,2.6076809620810595,3.0331501776206204,2.6076809620810595,0.2476648309323018,0.1788854381999832,0.2170424797511513,0.21033123644609542,0.17888543819998318,0.19607723221153328,0.17888543819998318,0.21679483388678797
