input_0,input_1,input_2,input_3,input_4,input_5,input_6,input_7,input_8,input_9,input_10,act_1_act1_0,act_1_act1_1,act_1_act1_2,act_1_act1_3,act_1_act1_4,act_1_act1_5,act_1_act1_6,act_1_act1_7,act_1_act1_8,act_1_act1_9,act_1_act1_10,act_1_act1_11,act_1_act1_12,act_1_act1_13,act_1_act1_14,act_1_act1_15,act_1_act1_16,act_1_act1_17,act_1_act1_18,act_1_act1_19,act_1_act1_20,act_1_act1_21,act_1_act1_22,act_1_act1_23,act_1_act1_24,act_1_act1_25,act_1_act1_26,act_1_act1_27,act_1_act1_28,act_1_act1_29,act_1_act1_30,act_1_act1_31,act_2_act2_0,act_2_act2_1,act_2_act2_2,act_2_act2_3,act_2_act2_4,act_2_act2_5,act_2_act2_6,act_2_act2_7,act_2_act2_8,act_2_act2_9,act_2_act2_10,act_2_act2_11,act_2_act2_12,act_2_act2_13,act_2_act2_14,act_2_act2_15,act_2_act2_16,act_2_act2_17,act_2_act2_18,act_2_act2_19,act_2_act2_20,act_2_act2_21,act_2_act2_22,act_2_act2_23,act_2_act2_24,act_2_act2_25,act_2_act2_26,act_2_act2_27,act_2_act2_28,act_2_act2_29,act_2_act2_30,act_2_act2_31,output_0,output_1,output_2
-0.7822469,-0.79842615,0.7223074,0.47174126,0.25309515,0.8716209,0.45062467,0.40429923,-1.2499038,-1.4149381,0.9489597,0.87474334,0.90229416,0.7765556,0.35371786,0.0,0.7854872,0.51063573,0.009709924,0.515414,0.0,0.0,0.0,0.5620415,0.0,0.0,0.0,0.0,0.081346504,0.0,0.0,0.0,0.5652125,0.0,0.56281507,0.0,1.6918342,0.09233785,0.9530667,0.0,0.0,0.43756735,0.0,0.4157042,0.7997269,0.085501134,0.25434142,0.0,0.028605804,0.078149594,0.0,0.40608397,0.2839598,0.60871524,0.7258126,0.0,0.61334217,0.09225511,0.9149044,0.15641722,0.49087185,0.6793806,0.6369736,0.8467918,0.6548725,0.76613444,0.6485276,0.67652917,0.39462113,0.0,0.0,1.609149,0.8875935,0.38830784,1.2659653,-0.57496107,0.87198347,1.2494048
-0.72568834,1.6958624,-2.0781777,0.056543536,-0.7117346,-0.09866074,1.9128906,1.4306113,-0.9273448,-0.93585664,1.15671,0.6504825,0.3814436,0.82049656,0.80296844,0.0,1.0353315,1.2012266,0.0,0.041151702,0.0,0.0,0.0,0.6269731,0.0,0.0,1.0144662,0.090003684,0.0,0.0,0.0,0.0,0.54455656,0.0,0.9777324,0.33560166,0.7105822,0.0,0.4140955,0.0,0.0,1.6346215,0.0,0.13941655,0.86054134,0.07345188,0.20048356,0.0,0.0,0.41147465,0.0,0.20205587,0.20888565,0.5223435,0.36365083,0.11765729,0.17644745,0.16797163,1.1454862,0.38520366,0.68792176,0.5802175,1.0951319,1.1188107,1.0425266,0.73438764,1.0320289,0.40397894,0.22955249,0.0,0.0,1.7575119,1.3010252,0.9410001,1.010318,-1.5211172,0.8136219,1.0654284
-0.7093848,-1.2797776,-0.28907388,-1.8590083,-1.8685912,-1.1369252,0.42047626,-0.42876816,-0.079355374,0.5229419,0.11355607,0.0,0.0,0.0,0.69686216,0.0,0.7869421,0.30041814,0.54264456,0.0,0.0,0.0,0.742306,0.59426486,0.0,0.0,0.0,0.7236343,0.0,0.0,0.0,0.0,0.4144683,0.85816985,0.0,0.0,1.029412,0.2099249,0.0,0.0,0.0,0.7044388,0.7803292,0.31107062,0.39884678,0.08102302,0.39405948,0.0,0.0,0.43727,0.0,0.08885469,0.39771733,0.36889923,0.24559599,0.62845165,0.0,0.40985096,0.37780198,0.6189643,0.14690776,0.0,0.69695604,0.7125056,0.9197176,0.0,0.8332833,0.22006626,1.2299813,0.0,0.0,1.2071421,0.571623,0.5924127,0.46478498,-0.53656155,0.4059268,-0.18307836
1.0666529,-0.46031442,1.6564605,0.07562754,-0.2630562,-1.1226523,-1.1381929,-1.348038,0.9045925,0.4856207,-0.34094954,0.0007936582,0.0,0.0,0.0,0.17109479,0.0,0.0,0.64499575,0.09204331,0.52441543,0.0,0.7123537,0.0,0.2086219,1.3940051,0.0,0.18311088,0.066866755,0.0,0.56119347,0.35269833,0.4045109,1.3424214,0.0,0.0,0.0,1.1556412,0.0,0.4516838,0.97631866,0.0,0.9445275,0.9963825,0.49438936,0.77674264,0.82122517,0.0,0.33970672,1.2442693,0.0,0.057771634,1.2799338,0.8453517,0.57260716,1.0052874,0.0,1.2423714,0.071446754,1.1432589,0.27988127,0.0,0.11522244,0.35698527,0.41497937,0.0,0.27348113,0.60344785,0.97101104,0.15024199,0.0,0.29470348,0.0,0.54325545,0.3207663,1.1447966,-0.76211005,-0.7380982
-0.53264964,-0.49274552,0.4657467,-0.91509783,-0.2394668,-1.6204585,0.30633238,0.25144508,-1.0343646,-0.48275918,0.6071597,0.42298424,0.31025627,0.0,0.62766963,0.0,0.477836,0.8135028,0.5986119,0.1801661,0.0,0.0,0.28001025,0.7208234,0.0,0.0,0.01291813,0.54008615,0.0,0.0,0.0,0.0,0.6588963,0.07632142,0.0,0.0,1.2885342,0.49699867,0.0,0.0,0.0,0.4114038,0.0,0.3996253,0.6388267,0.16634482,0.19415514,0.0,0.0,0.2643851,0.0,0.37921312,0.40846536,0.19934621,0.6109593,0.26360053,0.3299685,0.08116174,0.23147166,0.31702644,0.55507874,0.0,0.66788816,0.5306817,0.91457397,0.20575424,0.64715123,0.46724075,1.0539465,0.0,0.0,1.4828777,0.6870518,0.3458916,0.52200925,-0.35167998,0.920276,0.2526071
-0.13460082,0.5588315,0.9001665,0.9826675,-0.111910224,-0.326522,0.6174772,0.6326546,-0.9085153,-0.8820701,1.0048169,1.0256429,0.38108653,0.4977221,0.31280592,0.0,0.6502021,0.42339128,0.0,0.30315748,0.0,0.0,0.0,0.6697278,0.0,0.0,0.0,0.0,0.04998555,0.0,0.0,0.0,0.585643,0.0,0.14459541,0.0,0.807699,0.36194614,0.61869967,0.0,0.0,0.8266591,0.0,0.36148274,0.7544092,0.2065358,0.31543025,0.0,0.044069856,0.37121013,0.0,0.144508,0.25011402,0.4873593,0.4822825,0.0,0.26210746,0.20991144,0.64945036,0.20976326,0.68004566,0.5281001,0.5100491,0.7245411,0.51088774,0.46072626,0.3697856,0.66452706,0.3006699,0.0,0.0,1.3484175,0.9002696,0.4192491,1.0811805,-0.49388623,0.48206243,0.99380136
-0.6597116,-0.80960685,-0.9827143,-1.2133954,-0.9333256,1.8944052,0.3713406,0.9406955,-0.90658057,-0.5237582,0.7024144,0.3213773,0.49692053,0.7172192,0.92344946,0.0,0.6347022,0.6519883,0.095709525,0.44541538,0.0,0.0,0.0,0.19165464,0.0,0.0,0.0,0.0,0.1637241,0.0011245459,0.0,0.0,0.94243586,0.0,0.6192068,0.0,1.8307039,0.0,0.32210693,0.0,0.0,1.0939523,0.0,0.40204555,0.7798179,0.0,0.07696658,0.0,0.0,0.0,0.0,0.683573,0.2624009,0.7034716,0.66227156,0.0,0.5993944,0.19558045,0.77524894,0.21110187,0.5035678,0.34059575,0.6339061,0.98137265,0.91761434,0.36296082,0.6695104,0.76491904,0.5797337,0.0,0.0,1.5513222,0.92088366,0.5170842,0.98404855,-0.432334,0.9893019,1.1232848
1.037571,-0.3361528,-0.6051697,-0.20685846,0.1147807,-1.0705965,-1.5709252,-1.0922797,1.4950136,0.9949095,-0.7362817,0.0,0.0,0.0,0.0,0.5424628,0.0,0.0,0.5076408,0.10051077,0.7233724,0.45743608,0.71910113,0.0,0.74548745,1.4347727,0.0,0.46405545,0.0,0.49437454,0.9839954,0.92472637,0.18362644,1.6163934,0.0,0.24721274,0.0,1.0603328,0.0,1.1043005,1.0055422,0.0,0.45251024,1.2266455,0.4511031,1.2326981,0.95096594,0.0,0.50559175,1.6741291,0.0,0.0,1.565083,0.876987,0.7129723,1.1972834,0.0,1.4677286,0.18907556,1.4011352,0.31735635,0.0,0.13285783,0.29741922,0.25837985,0.0,0.53120285,0.9128659,1.0132345,0.028445512,0.0,0.33261833,0.0,0.5764097,0.2941836,1.4633279,-1.1361719,-1.0485657
-1.8065397,0.94244266,-1.1269279,-0.001825396,0.34592915,1.2686665,2.284227,1.6519336,-0.8524275,-1.2687585,1.1781296,0.8346293,1.2670722,0.97347647,1.163584,0.0,1.5004551,1.0368972,0.0,0.5471014,0.0,0.0,0.0,1.0545443,0.0,0.0,0.96570146,0.06103781,0.0,0.0,0.0,0.0,0.5005271,0.0,1.2177893,0.40975437,1.0759698,0.0,1.132652,0.0,0.0,1.8392235,0.0,0.41430795,1.1662217,0.07198074,0.41760558,0.0,0.0,0.59504426,0.0,0.008866228,0.3645672,0.7582169,0.41569468,0.1497017,0.16768602,0.072722174,1.6806647,0.4617942,0.79393053,0.9018898,1.3897197,1.271151,1.2428374,1.2855273,1.4946611,0.49983594,0.35449678,0.0,0.0,2.280608,1.724354,1.0851091,1.5791484,-2.0377705,1.02014,1.3984942
0.85145265,-0.6961348,-0.82894367,-0.44681782,1.229619,-0.89998746,-1.0638446,-1.214024,0.46309128,0.4325833,-0.67789346,0.0,0.0,0.0,0.0,0.29354042,0.0,0.0,0.24532798,0.0,0.24438679,0.45698106,0.414958,0.0,0.8782092,1.4285347,0.0,0.9593624,0.0,0.83577555,0.405408,0.8051425,0.0,1.3988031,0.0,0.0,0.0,1.0612633,0.0,0.31546757,1.0202805,0.0,0.049071297,0.75797415,0.7518079,0.98292035,0.6252513,0.0,0.59309983,1.323099,0.0,0.027836263,1.1382964,0.839379,0.5850669,1.0375041,0.0,1.1352949,0.0,0.86876637,0.24731559,0.0,0.31110978,0.3278315,0.40574992,0.0,0.6276311,0.54965734,1.0667336,0.0,0.0,0.4842604,0.28422162,0.279445,0.25173718,0.99207205,-0.40723306,-0.8046573
