fold,target_mode,treatment,outcome,low_value,high_value,ate_aligned_dowhy,ate_sem_do,delta_aligned_minus_sem,abs_delta,sem_ks_stat,sem_ks_p,sem_effect_by_ate,sem_effect_by_ks,sem_effect_present,dowhy_error
1,sem_truth,sem_0,sem_1,-0.6819709082142249,0.6273419481603648,0.0,-0.0338847932109164,0.0338847932109164,0.0338847932109164,0.028,0.4132324404768168,False,False,False,
1,sem_truth,sem_0,sem_2,-0.6819709082142249,0.6273419481603648,-1.8821484245571969,-1.9350666786781447,0.05291825412094786,0.05291825412094786,0.6515,0.0,True,True,True,
1,sem_truth,sem_0,sem_3,-0.6819709082142249,0.6273419481603648,-0.6098446540241573,-0.7339301510713121,0.12408549704715477,0.12408549704715477,0.2355,4.850665454892578e-49,True,True,True,
1,sem_truth,sem_0,sem_4,-0.6819709082142249,0.6273419481603648,-1.9605957273828278,-1.97208710661236,0.01149137922953214,0.01149137922953214,0.5645,4.2120524017231826e-294,True,True,True,
1,sem_truth,sem_0,sem_5,-0.6819709082142249,0.6273419481603648,2.176013173702369,2.0415267422603987,0.13448643144197048,0.13448643144197048,0.391,8.651933807154296e-137,True,True,True,
1,sem_truth,sem_1,sem_0,-0.6147581779038513,0.7154377171411622,0.0,0.06757895955832735,-0.06757895955832735,0.06757895955832735,0.033,0.22624166055654427,True,False,False,
1,sem_truth,sem_1,sem_2,-0.6147581779038513,0.7154377171411622,0.7891203924719596,0.7272804001378972,0.061839992334062455,0.061839992334062455,0.214,1.6749192172594185e-40,True,True,True,
1,sem_truth,sem_1,sem_3,-0.6147581779038513,0.7154377171411622,0.6591938031677473,0.7135380748591051,-0.054344271691357804,0.054344271691357804,0.249,7.776245748566698e-55,True,True,True,
1,sem_truth,sem_1,sem_4,-0.6147581779038513,0.7154377171411622,-0.4147167598368038,-0.44000252122599726,0.025285761389193473,0.025285761389193473,0.1155,4.907391832712656e-12,True,True,True,
1,sem_truth,sem_1,sem_5,-0.6147581779038513,0.7154377171411622,-2.549733380723492,-2.3889602548822912,-0.16077312584120085,0.16077312584120085,0.4845,4.263208217462015e-213,True,True,True,
1,sem_truth,sem_2,sem_0,-1.3306802128940465,1.3761424298069196,0.0,0.012695688672988738,-0.012695688672988738,0.012695688672988738,0.024,0.6122516588087653,False,False,False,
1,sem_truth,sem_2,sem_1,-1.3306802128940465,1.3761424298069196,0.0,-0.03380108629695312,0.03380108629695312,0.03380108629695312,0.038,0.11135887905231429,False,False,False,
1,sem_truth,sem_2,sem_3,-1.3306802128940465,1.3761424298069196,2.3838415900462597,2.5207047832023806,-0.13686319315612083,0.13686319315612083,0.7215,0.0,True,True,True,
1,sem_truth,sem_2,sem_4,-1.3306802128940465,1.3761424298069196,2.8058324216034523,2.8777831986420193,-0.071950777038567,0.071950777038567,0.7565,0.0,True,True,True,
1,sem_truth,sem_2,sem_5,-1.3306802128940465,1.3761424298069196,-3.122169557388376,-2.7936821622241634,-0.32848739516421244,0.32848739516421244,0.6735,0.0,True,True,True,
1,sem_truth,sem_3,sem_0,-0.8262107711420553,0.8944055278251478,0.0,-0.046377998572851846,0.046377998572851846,0.046377998572851846,0.0295,0.349039700813195,False,False,False,
1,sem_truth,sem_3,sem_1,-0.8262107711420553,0.8944055278251478,0.0,0.022684565840231215,-0.022684565840231215,0.022684565840231215,0.023,0.6655293215356356,False,False,False,
1,sem_truth,sem_3,sem_2,-0.8262107711420553,0.8944055278251478,0.0,0.12613316383251305,-0.12613316383251305,0.12613316383251305,0.034,0.1979604458696868,True,False,False,
1,sem_truth,sem_3,sem_4,-0.8262107711420553,0.8944055278251478,0.0,0.12564742775397747,-0.12564742775397747,0.12564742775397747,0.0325,0.24148215150724364,True,False,False,
