,missing_edges,extra_edges,correct_edges,orientation_errors,partial_orientations,correct_orientations,shd_strict,shd_partial,shd_edges_only,edge_precision,edge_recall,edge_f1,endpoint_precision,endpoint_recall,endpoint_f1,orientation_accuracy,interventional_agreement
1,0.0,1.0,9.0,0.0,1.0,8.0,2.0,1.0,1.0,0.9,1.0,0.9473684210526316,0.85,0.9444444444444444,0.8947368421052632,0.6666666666666666,0.8333333333333334
2,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
3,1.0,0.0,9.0,1.0,4.0,4.0,6.0,2.0,1.0,1.0,0.9,0.9473684210526316,0.7222222222222222,0.65,0.6842105263157895,0.4,0.7
4,1.0,0.0,9.0,0.0,0.0,9.0,1.0,1.0,1.0,1.0,0.9,0.9473684210526316,1.0,0.9,0.9473684210526316,1.0,1.0
5,1.0,1.0,9.0,1.0,4.0,4.0,7.0,3.0,2.0,0.9,0.9,0.9,0.65,0.65,0.65,0.4,0.7
mean,0.6,0.4,9.2,0.4,1.8,7.0,3.2,1.4,1.0,0.96,0.9400000000000001,0.948421052631579,0.8444444444444444,0.828888888888889,0.8352631578947369,0.6933333333333332,0.8466666666666667
std,0.5477225575051662,0.5477225575051662,0.4472135954999579,0.5477225575051662,2.04939015319192,2.8284271247461903,3.1144823004794877,1.140175425099138,0.7071067811865476,0.0547722557505166,0.0547722557505166,0.03538470802941391,0.1590383912033293,0.167101285172116,0.1584158068724078,0.3003701420285016,0.1501850710142508
