input_0,input_1,input_2,input_3,input_4,input_5,input_6,input_7,input_8,act_1_act1_0,act_1_act1_1,act_1_act1_2,act_1_act1_3,act_1_act1_4,act_1_act1_5,act_1_act1_6,act_1_act1_7,act_1_act1_8,act_1_act1_9,act_1_act1_10,act_1_act1_11,act_1_act1_12,act_1_act1_13,act_1_act1_14,act_1_act1_15,act_1_act1_16,act_1_act1_17,act_1_act1_18,act_1_act1_19,act_1_act1_20,act_1_act1_21,act_1_act1_22,act_1_act1_23,act_1_act1_24,act_1_act1_25,act_1_act1_26,act_1_act1_27,act_1_act1_28,act_1_act1_29,act_1_act1_30,act_1_act1_31,act_2_act2_0,act_2_act2_1,act_2_act2_2,act_2_act2_3,act_2_act2_4,act_2_act2_5,act_2_act2_6,act_2_act2_7,act_2_act2_8,act_2_act2_9,act_2_act2_10,act_2_act2_11,act_2_act2_12,act_2_act2_13,act_2_act2_14,act_2_act2_15,act_2_act2_16,act_2_act2_17,act_2_act2_18,act_2_act2_19,act_2_act2_20,act_2_act2_21,act_2_act2_22,act_2_act2_23,act_2_act2_24,act_2_act2_25,act_2_act2_26,act_2_act2_27,act_2_act2_28,act_2_act2_29,act_2_act2_30,act_2_act2_31,output_0,output_1,output_2
-1.0421939,-0.10358427,-1.5344557,-0.40647382,0.9275069,0.8437145,-0.7122503,0.5069565,0.8613567,0.0,0.43118373,0.20089768,0.4495963,0.0,0.0,0.4960285,0.0,0.9376106,0.5259549,0.0,0.0,0.0,0.0,0.8231057,0.6104585,0.59742785,0.0,0.0,0.0,0.0,0.47214288,0.72465545,0.5929219,0.0,0.7970383,1.0285487,0.70217246,0.70594126,0.0,0.0,0.3475178,0.10656817,0.0,0.0,0.2865822,0.3748576,0.18849632,1.0553281,0.5785203,1.289473,0.26931018,0.14391087,0.616589,0.0,0.0,0.0,0.027736025,0.8346117,0.08876021,0.0,0.9386611,0.0,0.5059547,0.0,1.0663321,0.45402187,0.55058366,0.6425905,0.64189243,0.58943886,0.194008,1.2655177,0.0,-0.34543312,0.904144,-0.95975477
0.74238396,-0.053425863,-0.21632402,1.0947609,-0.94193065,-1.8656787,-1.0956066,1.1943877,0.69269925,0.7229694,0.74617004,0.0,0.7637312,0.0,0.6744473,0.5502027,1.2909468,0.76973265,0.8310294,0.0,0.0,0.46682787,0.0,0.0,0.66128546,0.43823063,0.0,0.0,0.0,0.0,0.6073602,0.0,0.0,0.54238915,1.2565129,0.0,0.17114241,0.0,0.3567069,0.8902071,1.0049769,0.5898071,0.0,0.63797027,0.26030102,0.3940061,0.54959875,0.31242567,0.0,1.0103142,0.55111885,0.44076973,0.16266763,0.0,0.0,0.6379048,0.0,1.3224542,0.8195214,0.0,0.96148765,0.33486047,0.0,0.0,0.87877935,0.9932717,0.78354293,0.0,1.4914455,1.0295604,0.7045094,1.5484798,0.75830525,1.2738713,1.0041791,-0.46824795
-1.9242115,-0.7942599,-2.735086,-0.1990541,-0.3579519,0.74334735,-0.025587644,0.71517587,0.63211685,0.0,0.77612877,0.70614755,0.8473052,0.0,0.0,1.1906693,0.0,0.55089,0.7116805,0.0,0.0,0.4789643,0.40509406,0.35073784,0.8748734,1.0281798,0.0,0.0,0.0,0.0,0.101245165,1.2533013,0.32141513,0.0,0.44398785,0.5649044,0.78604704,0.76018393,0.3367364,0.0,1.3510588,0.48568213,0.0,0.2203835,0.25588602,0.37601766,0.60987663,1.231728,0.0,1.4016371,0.45526636,0.22520675,0.6978458,0.058793657,0.0,0.42921072,0.0,1.1164376,0.35745633,0.0,0.99242085,0.046917193,0.21808124,0.0,0.9031181,0.99957097,1.1151091,0.17460042,1.3740218,0.7849358,0.14034845,1.4295733,0.26245043,0.41973162,1.3183105,-0.47295254
-1.0843447,-0.06768246,0.5203318,-0.87909174,0.7328739,0.4914617,0.16401076,-0.3627455,-0.09091756,0.0,0.0,0.55955,0.0,0.65771735,0.0,0.0,0.0,0.1004276,0.0,0.1378896,0.41598663,0.071513355,0.37892213,0.6290481,0.0,0.5991608,0.38380492,0.38112813,0.75240195,0.41007453,0.0,0.0,0.14984289,0.0,0.052399814,0.620818,0.7109929,0.57057005,0.5327823,0.018128037,0.0,0.768555,0.0,0.0,0.1407395,1.029355,0.40715098,0.2207618,0.37557232,0.4072447,0.5182727,0.29152018,0.27241987,0.16188231,0.0,0.31524348,0.1781459,0.16459236,0.20935553,0.0,0.5167904,0.5062974,0.5757816,0.0,0.38093835,0.08801665,0.21367726,0.6565841,0.18128747,0.0,0.0,1.1789854,0.57555497,0.18741372,-0.5177713,-0.19346064
-0.46609893,0.3346689,-0.8950765,-1.1620681,0.37697378,0.5731034,0.366841,-0.304308,0.18084286,0.0,0.0,0.7379521,0.0,0.0,0.0,0.0,0.0,0.6241282,0.0,0.19268183,0.18277021,0.22134945,0.41581282,0.7361016,0.0,0.4013806,0.0,0.0,0.28485125,0.20785293,0.0,0.06933458,0.42619228,0.0,0.20964181,0.46433216,0.47074568,0.8036145,0.25295466,0.0,0.19991422,0.2180906,0.0,0.0,0.2386606,0.48174688,0.41228423,0.545365,0.28559104,0.5839885,0.654705,0.16325736,0.43731254,0.12938923,0.0,0.12973616,0.22253263,0.30294642,0.1291211,0.0,0.5737726,0.14223236,0.4003836,0.0,0.4496634,0.21514048,0.120333225,0.58778054,0.03696926,0.08655541,0.0,0.75770843,0.26102546,-0.21887933,0.033022985,-0.20205775
-0.37318853,-0.9103814,-0.4802552,0.7008651,0.92655516,-0.1656573,0.057033222,0.17462681,0.16333324,0.0,0.42011666,0.0,0.0,0.024134323,0.0,0.42872456,0.34380674,0.3357094,0.8273633,0.0,0.0,0.62527764,0.0,0.45644855,0.5069544,0.8639077,0.0,0.0,0.0,0.0,0.19646901,0.116085365,0.47470272,0.14325693,0.5177888,0.0,0.34207594,0.29053986,0.35815683,0.0,0.08103429,0.4921658,0.0,0.0,0.0,0.61010706,0.43621564,0.22376929,0.10109326,0.6941003,0.3582086,0.11651505,0.21380058,0.0,0.0,0.11877564,0.0,0.3119875,0.32068515,0.0,0.4871567,0.2484366,0.2728471,0.0,0.5380782,0.5938673,0.39328146,0.07738033,0.5708383,0.35576558,0.17442632,1.0775921,0.19547634,0.51241416,0.3224693,-0.3616851
2.684381,2.5405908,-2.7733018,-1.5981603,0.055481486,-1.6444975,-0.7386109,0.60141355,0.74676424,0.0,0.50094557,0.0,0.69844687,0.0,0.35501248,0.0,0.15815035,2.9774098,0.511867,0.0,0.0,0.2779457,0.0,0.90323275,0.69520974,0.0,0.0,0.075274006,0.0,0.0,0.8547587,0.0,0.6206763,0.16608614,1.9238116,0.0,0.0,0.63316965,0.0,0.18783058,0.991101,0.0,0.11428479,0.0,0.1033671,0.0,0.3198563,1.0518414,0.1609388,1.6991391,0.7446728,0.68706214,0.24077138,0.0,0.0,0.0,0.26226127,1.0119365,0.45413628,0.0,0.9944805,0.03762216,0.09179947,0.0,1.374012,0.66688687,0.5476628,0.54833543,0.8124186,1.1681374,0.28184155,1.2753232,0.46556178,0.027687658,1.2273709,-0.7721953
-0.36305058,0.54715466,0.36360803,-0.43348724,1.0681443,-0.090604834,-0.261319,0.29380846,0.00666917,0.0,0.15881151,0.0,0.0,0.32165885,0.15358864,0.0,0.1685454,0.7415922,0.077410705,0.0,0.19188541,0.00056150556,0.0,0.67031956,0.0,0.39249492,0.017057136,0.40195796,0.37015665,0.22102961,0.13333702,0.0,0.24268538,0.0,0.59250224,0.3275221,0.35175186,0.43383157,0.303839,0.31309974,0.0,0.3603031,0.06968303,0.0,0.0,0.5661991,0.18404952,0.13599943,0.30314538,0.5346274,0.41189444,0.23321956,0.090740815,0.0,0.0,0.07404173,0.07395417,0.21536347,0.298723,0.0,0.5168352,0.20532918,0.404961,0.0,0.4785153,0.15993667,0.18112653,0.4133466,0.2621125,0.13481,0.10793646,1.1506137,0.42569304,0.3273098,-0.037931383,-0.49434966
-1.1748731,-0.6707969,1.0607462,-0.5408505,0.19630976,1.0425113,-0.21206835,-0.3864832,0.13877472,0.008158997,0.0,0.49066687,0.0,0.5896511,0.0,0.0,0.0,0.0,0.0,0.41003415,0.52260953,0.0,0.54487556,0.3456721,0.0,0.42993596,0.61613363,0.16873215,0.6387594,0.58707273,0.0,0.0,0.3077151,0.0,0.0,0.7499965,0.72493786,0.42719254,0.3508912,0.0,0.0,0.80875576,0.0,0.0,0.30437273,0.8855607,0.49653596,0.49870172,0.54767025,0.30523938,0.5418838,0.29203975,0.3728063,0.231662,0.0,0.41065946,0.24511947,0.18623213,0.123686954,0.0,0.4467735,0.5336836,0.70973766,0.0,0.510009,0.11252991,0.25840977,0.80168706,0.020794176,0.0,0.03105589,0.87651545,0.33989388,-0.26401472,-0.5142237,-0.049770564
-0.26060662,1.5613819,-1.462781,1.1149788,0.94906694,0.94139445,1.246695,-0.43065372,-0.60296,0.0,0.0,0.36523223,0.0,0.0,0.0,0.0,0.0,0.6332357,0.57156855,0.18142661,0.3546042,0.8482501,1.1382356,1.0997134,0.33765036,0.7694609,0.7246531,0.0,0.032511994,0.0,0.52422965,0.7985139,0.95924515,0.0,0.0,0.0,0.0,0.533515,0.0,0.042141214,0.68908995,0.38895217,0.0,0.0,0.71364117,0.31933737,1.0263952,1.0698719,0.63670945,1.2145305,0.85149956,0.39035112,0.79391795,0.13578925,0.0,0.33805323,0.4375807,0.634363,0.0,0.0,0.5253688,0.37605223,0.7137623,0.0,0.81159174,0.49693733,0.3582292,0.47876012,0.31531733,0.39119112,0.0,0.58117604,0.31369856,-0.77021533,0.17665093,0.19919312
0.73735744,-0.5400697,-1.0951145,-0.31133437,-1.7649803,-1.2774817,-1.3481958,1.055485,1.1436512,0.419787,0.5725838,0.0,1.6057115,0.0,0.3964032,0.5956514,0.7749702,0.93739855,0.4253916,0.0,0.0,0.26146376,0.0,0.0,0.65247446,0.03899175,0.0,0.0,0.0,0.0,0.4493016,0.0,0.056031317,0.107771724,1.4357772,0.0,0.6452546,0.15987563,0.24051566,0.2108582,0.9905845,0.39379,0.0,0.31514508,0.05886916,0.052546553,0.25863513,0.59599113,0.059396926,0.8231347,0.48123026,0.4223482,0.27806422,0.0,0.0,0.42543548,0.0,1.1352991,0.6493072,0.0,0.61279184,0.098470785,0.0,0.14047669,1.0054588,0.9501314,0.94268835,0.07833035,1.3429685,0.93785673,0.6264752,1.3258922,0.31972522,0.73902005,1.215923,-0.54512227
-0.15949069,0.60803,0.763614,-1.5184951,-0.32202643,0.8377509,1.7593945,-2.372428,-2.1500912,0.0,0.0,1.9594263,0.0,0.7982826,0.0,0.0,0.0,0.0,0.0,2.4625585,0.53879434,1.1851028,1.9113572,0.41414186,0.0,0.15480344,1.9047761,0.63032156,2.5616481,1.6931055,0.0,0.0,0.57236814,0.0,0.0,0.0,0.08742702,0.17883483,0.5983483,0.85062754,0.0,2.1708949,0.0,0.0,1.1810615,1.3723633,1.8520694,1.0241755,0.7542068,0.037402622,1.6344953,1.3702759,0.91676307,1.0696985,0.0,1.7522236,1.1375047,0.17699468,0.51303434,0.0,0.113481745,1.3938639,1.838574,0.0,0.5338761,0.4134796,0.19366229,1.1412889,0.0,0.0,0.0,0.59114605,1.448401,-0.8197138,-2.1452994,2.056532
-0.35280386,-0.12449204,1.5930293,0.2908422,1.3277416,0.74902487,0.46923918,-0.770614,-0.9916476,0.11149752,0.0,0.34163728,0.0,0.9150878,0.0,0.0,0.16676433,0.0,0.0,0.5333341,0.33275115,0.4411734,0.7594851,0.5545604,0.0,0.38839954,1.2950482,0.57745117,1.0204645,1.0718647,0.0,0.0,0.6938781,0.0,0.0,0.0,0.0,0.07864982,0.25461867,0.49280423,0.0,1.3256824,0.0,0.0,0.60453695,0.84170866,0.8797592,0.5124795,0.7779372,0.20416826,0.68851674,0.75052345,0.36050493,0.25712985,0.0,0.7600426,0.47691154,0.0,0.14505182,0.0,0.11729133,0.85651046,1.1396835,0.0,0.49201035,0.16179848,0.11457301,0.747413,0.0,0.0,0.0,0.7624043,0.7774882,-0.46344936,-1.1341097,0.639919
-1.0481707,1.2241594,-2.5633767,-0.85651153,-1.2780627,0.8847642,0.8447052,-0.21382663,-0.07677281,0.0,0.0,1.257096,0.4716443,0.0,0.0,0.17942944,0.0,0.6495192,0.0,0.69599324,0.50253344,0.6379538,1.150783,0.53252494,0.12242018,0.55115217,0.015393257,0.0,0.28235334,0.0,0.0,0.9314259,0.36532077,0.0,0.0,0.0,0.10469984,0.8471216,0.1694358,0.0,1.570883,0.30664828,0.0,0.0,0.47114742,0.070677646,0.9195359,1.1318791,0.0,0.87394345,1.1399392,0.43854302,0.7306726,0.43047833,0.0,0.59295857,0.4549037,0.82885295,0.21196103,0.0,0.55204827,0.1368621,0.2868947,0.15058477,0.55738807,0.5815934,0.63439,0.36362007,0.6677162,0.50672954,0.0,0.451472,0.411621,-0.34617662,0.5420505,0.4400913
-0.7995557,-1.5285976,-3.1757112,1.1385771,-0.89812195,-0.63601226,-0.8424054,1.7150006,1.12506,0.0,1.4368308,0.0,1.5339599,0.0,0.0,1.8586125,0.69591725,0.93492496,1.6033334,0.0,0.0,0.7984844,0.0,0.0,1.7206514,0.9835222,0.0,0.0,0.0,0.0,0.72758996,1.2823433,0.34062618,0.22190803,1.368515,0.0,0.56518203,0.28784448,0.2399212,0.0,1.7752426,0.78985333,0.0,0.5744614,0.14379302,0.15264186,0.6762123,1.3645444,0.0,1.9209433,0.32443154,0.58928657,0.728266,0.0,0.0,0.5059833,0.0,1.639802,0.65226114,0.0,1.1156727,0.19425693,0.12031562,0.0,1.5915835,1.6368809,1.6981046,0.0,2.3982747,1.7048701,0.7214663,1.8974397,0.13745244,0.93358654,2.179392,-0.80374664
-0.98037165,0.9803519,0.39602757,1.0095725,1.0674748,1.0098308,1.3278538,-0.47778875,-1.1583234,0.0,0.0,0.45603362,0.0,0.423113,0.0,0.0,0.048264295,0.0,0.0827111,0.55018216,0.7305462,0.70934665,1.2793062,0.788587,0.0,0.7992252,1.4921325,0.0027889088,0.8916794,0.2739599,0.06035596,0.22122619,0.62994224,0.0,0.0,0.0,0.0,0.3425485,0.22257084,0.5857047,0.16958956,1.0066608,0.0,0.0,0.5370787,0.7296571,1.175969,0.5865034,0.5944318,0.49151748,0.89709985,0.478019,0.5688309,0.33709458,0.0,0.852577,0.3569017,0.2958835,0.017143533,0.0,0.34132093,0.64516854,1.0726259,0.0,0.44744778,0.39836916,0.28548497,0.5813472,0.1676333,0.0,0.0,0.6024871,0.7524019,-0.3615237,-0.73340493,0.7013725
0.37911963,-0.6095923,-0.9544481,-1.8923901,0.5420876,0.21048388,-0.2958791,-0.40732688,0.06977609,0.0,0.0,0.8497382,0.33906057,0.0,0.0,0.0,0.0,1.1072848,0.0,0.035222135,0.0,0.32637075,0.0,0.47677392,0.0,0.0,0.0,0.29443276,0.066034615,0.6553387,0.0,0.0,0.71235126,0.0,0.8350154,0.81091934,0.8565717,0.52444553,0.17491078,0.0,0.0,0.46753445,0.0,0.0,0.38045686,0.38818207,0.27819738,0.8513268,0.52994096,0.43992382,0.5934993,0.45312268,0.3923689,0.14153466,0.0,0.1824632,0.094875045,0.35307398,0.33956608,0.0,0.46064383,0.23243225,0.47422555,0.0,0.68664944,0.32421365,0.14743665,0.7540159,0.0,0.08202435,0.003154315,1.0250163,0.119033635,-0.39786345,-0.010705575,-0.16331804
