input_0,input_1,input_2,pre_1_fc1_0,pre_1_fc1_1,pre_1_fc1_2,pre_1_fc1_3,pre_1_fc1_4,pre_1_fc1_5,pre_1_fc1_6,pre_1_fc1_7,pre_1_fc1_8,pre_1_fc1_9,pre_1_fc1_10,pre_1_fc1_11,pre_1_fc1_12,pre_1_fc1_13,pre_1_fc1_14,pre_1_fc1_15,pre_1_fc1_16,pre_1_fc1_17,pre_1_fc1_18,pre_1_fc1_19,pre_1_fc1_20,pre_1_fc1_21,pre_1_fc1_22,pre_1_fc1_23,pre_1_fc1_24,pre_1_fc1_25,pre_1_fc1_26,pre_1_fc1_27,pre_1_fc1_28,pre_1_fc1_29,pre_1_fc1_30,pre_1_fc1_31,pre_2_fc2_0,pre_2_fc2_1,pre_2_fc2_2,pre_2_fc2_3,pre_2_fc2_4,pre_2_fc2_5,pre_2_fc2_6,pre_2_fc2_7,pre_2_fc2_8,pre_2_fc2_9,pre_2_fc2_10,pre_2_fc2_11,pre_2_fc2_12,pre_2_fc2_13,pre_2_fc2_14,pre_2_fc2_15,pre_2_fc2_16,pre_2_fc2_17,pre_2_fc2_18,pre_2_fc2_19,pre_2_fc2_20,pre_2_fc2_21,pre_2_fc2_22,pre_2_fc2_23,pre_2_fc2_24,pre_2_fc2_25,pre_2_fc2_26,pre_2_fc2_27,pre_2_fc2_28,pre_2_fc2_29,pre_2_fc2_30,pre_2_fc2_31,pre_3_fc3_0,pre_3_fc3_1,pre_3_fc3_2,output_0,output_1,output_2
0.010909864,0.6039795,1.2155372,-1.1371224,-0.70545906,1.304717,-0.975122,-0.0913194,0.39234865,0.2671985,0.31627345,0.16610944,0.24324314,-0.5542787,-0.29709256,1.0164378,0.62747717,-0.24136442,-0.10959342,-0.5509067,-0.421979,0.50790304,1.1086279,-0.34176785,0.38014278,0.11820613,-0.3067276,-0.4173869,0.27370882,0.10173403,-0.16447657,0.92739105,-1.1252995,0.64307404,0.371813,0.23434812,0.63077885,0.701635,0.45069727,0.01915069,0.03202144,-0.19422752,-0.034551747,-0.03593348,0.4604414,0.74931026,-0.24718976,-0.074040525,0.167611,-0.101374075,0.47125924,0.014085127,0.15918729,0.59047914,0.36802238,0.8770034,0.28326887,-0.42223927,0.33794403,0.60734767,0.2671282,0.7231548,0.35771582,-0.52705467,-0.41579568,1.1645331,0.15543641,-0.008120896,0.7934041,0.18000355,-0.008120896,0.7934041,0.18000355
-0.6721971,-0.5048048,1.2942076,-1.2336848,0.09957656,0.39443538,-1.1023983,-0.2996252,-0.22515583,1.0507517,0.34950215,-0.099662036,-0.4344149,-1.4082005,-1.1681578,0.8007936,0.3910439,-0.12683183,-0.82812375,-1.0242875,-1.1043817,0.74274075,0.76511186,-0.46785352,0.20502308,0.46766585,-0.4159242,0.04850384,-0.3690969,0.81166863,-0.7990577,1.1485462,-0.8241006,0.36021522,-0.45929778,0.15760845,0.88104224,0.826954,0.16599266,0.15170869,0.039532546,-0.32053256,0.10530741,0.12415834,0.71990526,1.0057955,0.090003535,-0.15195185,0.33565027,0.056943428,0.39601335,0.3441745,0.35981652,0.09227932,0.11984153,0.75407934,0.1497089,-0.0049820673,0.09423664,0.37348378,0.13146913,0.4213283,0.50087905,-0.35942012,-0.48933798,0.8523144,0.6624829,-0.6248303,0.7176727,0.28669965,-0.6248303,0.7176727,0.28669965
-0.2019574,0.7799611,1.8010845,-1.443847,-1.0493739,1.4344561,-1.3419918,-0.10986002,0.18249291,0.28128636,0.51269245,0.26111054,0.21846396,-0.7047277,-0.45220524,1.5250522,0.9465087,-0.5655851,-0.3257644,-0.59927225,-0.77212965,0.84522235,1.3151407,-0.484431,0.553077,0.06878613,-0.6176015,-0.58238906,0.39460194,0.12306422,-0.48404047,1.22525,-1.6312007,0.92762935,0.24478796,0.36546502,0.93400997,0.80185723,0.35046417,0.0062976032,0.09636496,-0.11941849,0.09168439,-0.088224635,0.5469817,0.98187757,-0.20431267,-0.049008705,0.27600026,-0.20240758,0.5284054,0.055621404,0.059624083,0.5950616,0.36786923,1.076485,0.40087652,-0.56618094,0.230013,0.7960297,0.25271562,0.77908,0.439219,-0.639379,-0.47262555,1.5483196,0.19894174,-0.1569474,1.0712117,0.3437792,-0.1569474,1.0712117,0.3437792
-0.49489218,0.36112595,-0.6933424,-0.31265664,0.78465676,0.45460796,-0.54185766,-0.71756566,0.9014709,0.48583618,0.12516344,-0.8417098,0.30716246,-0.38768744,0.07913558,-0.08194332,-0.4376065,-0.022308975,0.1580265,0.03343582,0.52232224,0.22901267,-0.21145335,0.8838284,-0.7229167,-0.16174038,0.6704843,0.49130398,-0.6406778,0.047401324,0.22202036,0.04789284,-0.014093816,-0.348165,0.4167941,-0.02429036,0.116007976,0.3196563,0.80439234,0.7022171,0.455396,-0.45547533,-0.302808,0.67073154,0.16565771,0.58272344,0.25840527,0.115687154,0.34656888,0.41885018,0.87943417,0.4544785,1.038312,0.5771619,0.3997947,0.19513375,0.19659449,0.16592903,0.72971237,0.07063605,0.3103384,0.32096517,0.4672029,-0.092519194,-0.29922387,0.22440776,0.35414773,-0.42201793,-0.5961975,0.43924385,-0.42201793,-0.5961975,0.43924385
1.2787255,-1.1023825,0.22630152,-0.45049953,0.16983536,0.7958531,0.5204239,0.60877836,0.44356352,0.6055523,-0.565836,0.6243661,-0.28908935,-0.63474476,-0.62504375,-0.7865626,-0.1269581,1.483556,0.18846104,-1.4096003,-0.14691435,-0.9111727,1.2331787,-1.1369306,0.5808104,1.0621508,0.20383759,-0.16711412,0.132193,0.6708374,0.6647929,0.47069085,0.7214595,-0.042260166,0.32516202,0.52579004,-0.2988941,1.0344934,0.9408722,-0.1166407,-0.4390619,-0.70365644,0.57312864,-0.5420173,1.1223439,0.11175653,-0.3552729,-0.07148027,-0.006068073,0.7478359,0.33590853,-0.5436003,0.60784626,0.9638088,0.9972466,1.3920761,0.5925726,0.69337046,0.7045404,0.015783653,0.72472507,1.4216323,-0.062175177,-0.9188986,-0.67579657,0.45696178,0.41201726,1.150913,0.3292516,-1.2158725,1.150913,0.3292516,-1.2158725
1.7554682,-1.470973,2.0709667,-1.2303429,-0.9661526,1.2921188,0.2502921,1.2850534,-0.27835238,0.69138616,-0.48670998,1.6385452,-0.65833247,-1.1025426,-1.3501128,0.008211763,0.7793162,1.5476935,-0.282932,-2.2932549,-1.3052775,-0.7527378,2.493867,-2.55475,1.6856349,1.603946,-0.76288587,-0.909477,0.83723795,1.046344,0.17652903,1.3821431,-0.051592626,0.782673,-0.0050810277,1.1077874,0.08658127,1.9257947,1.0598347,-0.05969456,-1.2149386,-0.6944162,1.1215326,-1.1722468,1.849766,0.2597416,-1.016879,-0.04934126,-0.019697286,0.42245758,-0.07334009,-1.0947104,0.33009893,1.3210166,1.2618397,2.4673712,1.0044624,0.5697809,0.14870538,0.23978567,0.7833965,2.2837439,-0.024875507,-1.2834219,-0.69007003,1.4516732,0.3597726,1.6675285,1.4851444,-1.6587696,1.6675285,1.4851444,-1.6587696
-0.23933637,1.1656135,-0.8878327,-0.2118417,0.3896057,0.96089375,-0.5378412,-0.7231062,1.3418968,-0.0032490492,0.15653653,-0.83692193,0.78098524,0.16953671,0.6932841,0.07310323,-0.35480794,-0.21375617,0.6111369,0.4707827,1.0363961,0.17027257,-0.16758868,1.1772658,-0.76398695,-0.49273807,0.81250185,0.2900491,-0.33948323,-0.44843993,0.5921291,-0.1564765,-0.22445177,-0.23352191,0.9423388,-0.009802522,0.15772086,0.5845492,1.2254087,0.7939005,0.4340184,-0.5450592,-0.6884144,0.58044785,0.024716899,0.64520293,0.1402872,0.27228615,0.06429592,0.5460116,1.2016348,0.47211897,1.1240492,0.99780804,0.6566425,0.39154637,0.2577157,-0.003872713,1.2625424,0.3836108,0.4072987,0.42363358,0.4187653,-0.19250315,-0.42206836,0.43848473,0.11244708,-0.14446007,-0.6421735,0.5031899,-0.14446007,-0.6421735,0.5031899
-0.13498738,1.3326666,1.1862812,-1.1660349,-0.98385936,1.6098726,-1.2351105,-0.26925316,0.64115816,-0.0360291,0.4910502,0.016171813,0.59402466,-0.24156141,0.10605429,1.3756994,0.748746,-0.6598254,0.08270097,-0.12282464,-0.15110092,0.7347032,1.0236343,0.040535297,0.25045004,-0.25243086,-0.27071738,-0.511897,0.39821517,-0.2668834,-0.11016974,0.8550619,-1.5206691,0.7720169,0.6540035,0.15512125,0.6619194,0.51980245,0.53299195,0.008487672,0.2573734,-0.1850623,-0.21199128,0.07640242,0.39528015,0.8949144,-0.18805774,-0.010977387,0.13320193,-0.1737357,0.70304126,0.13692187,0.16527373,0.7738767,0.41344458,0.831536,0.3243034,-0.5785076,0.5001379,0.9072216,0.32896394,0.71114856,0.4319915,-0.5788239,-0.43334782,1.4495094,0.069530815,-0.100167975,0.7453348,0.49470973,-0.100167975,0.7453348,0.49470973
1.3460221,0.52206784,0.769055,-0.7432809,-0.98987716,1.8221378,-0.046535373,0.545781,0.86475027,-0.18453628,-0.20445386,0.74682975,0.46894532,0.06504291,0.17079674,0.25012207,0.48470592,0.6488979,0.6115787,-0.73091257,0.18879545,-0.4777413,1.5887427,-0.8271058,0.74803424,0.41628975,-0.02062589,-0.73580503,0.7974856,-0.12934563,0.78675926,0.5732629,-0.40322945,0.5702146,1.0048151,0.46813613,-0.02610866,1.1791884,1.2720333,-0.043813214,-0.41511852,-0.34365064,0.30085754,-0.4947232,0.805107,0.13538578,-0.89712334,-0.10056683,-0.2165984,0.25711966,0.54763836,-0.6200425,0.43279037,1.4202472,1.0958793,1.4366533,0.60832816,0.059453968,1.0124174,0.5605593,0.83047056,1.5547801,0.005293265,-0.87516946,-0.3482133,1.2060165,-0.012783717,1.194375,0.68114614,-0.7024916,1.194375,0.68114614,-0.7024916
-0.013289791,-0.3578123,-0.47472942,-0.32575268,0.79555213,0.36951542,-0.15990852,-0.3223624,0.66802955,0.67315096,-0.12588052,-0.43067062,-0.013323255,-0.6076251,-0.29228815,-0.43654642,-0.43423206,0.54366136,0.065332785,-0.5198395,0.23058759,-0.15279207,0.15933669,0.2245458,-0.36015597,0.31236652,0.548498,0.3934126,-0.5322532,0.38351613,0.2968107,0.17924978,0.36658943,-0.34959736,0.24804011,0.039422676,-0.029112794,0.4067674,0.61373496,0.33243597,0.17880419,-0.45256513,-0.028460756,0.3427056,0.49636725,0.49579614,0.24223174,0.028587177,0.30408782,0.47706974,0.5944978,0.24020691,0.8272669,0.5489091,0.48155537,0.40364507,0.2867027,0.41373125,0.6254317,-0.13743736,0.39482096,0.5655612,0.33904326,-0.34606093,-0.34235102,0.1527822,0.3786521,-0.00975232,-0.29681605,-0.12503627,-0.00975232,-0.29681605,-0.12503627
1.130366,-0.6580426,-0.86123383,0.020565033,0.6682429,0.6900156,0.6961576,0.2521378,0.9876934,0.39770967,-0.6143393,0.08312601,0.06402227,-0.19119793,-0.026712477,-1.1987042,-0.6051496,1.4148955,0.6052893,-0.7953431,0.6637963,-1.0435121,0.56517184,-0.2803902,-0.03014049,0.6716997,0.7873547,0.17215313,-0.15057908,0.3074608,1.0721549,-0.10313204,1.1036654,-0.46406323,0.68371236,0.36412442,-0.510923,0.68146026,1.0640545,0.051372714,0.15294749,-0.73713577,0.30041793,-0.061022133,0.77937984,0.2541409,0.02557966,0.17522049,0.015969679,1.0551666,0.6917248,-0.16600268,0.9630633,1.0717802,1.118898,0.8792863,0.80495816,0.6519764,1.4543059,-0.072184,0.8724362,1.1479616,-0.058273934,-0.78572476,-0.50032073,0.056559153,0.29224405,1.0526154,-0.3730352,-1.0195074,1.0526154,-0.3730352,-1.0195074
0.09029877,0.49064615,0.93098736,-0.9905268,-0.5138807,1.2148782,-0.8032612,-0.09164879,0.47786322,0.28237894,0.223579,0.10863027,0.23749529,-0.50489944,-0.24476507,0.7650337,0.46497035,-0.0844664,-0.025141854,-0.53720546,-0.26962286,0.35366178,0.99482024,-0.2708825,0.2878065,0.14903507,-0.15763381,-0.3222707,0.19468382,0.11000745,-0.028465182,0.7879225,-0.87285435,0.49600348,0.41006553,0.1654949,0.49246004,0.6542407,0.48574543,0.028208569,0.0020428794,-0.23269504,-0.090408266,-0.0038590133,0.41867736,0.643325,-0.25446185,-0.08938298,0.12262823,-0.049856097,0.44013005,0.0054107727,0.21135665,0.5686823,0.35586375,0.7746232,0.21752654,-0.3457518,0.37950012,0.5088968,0.26762918,0.6794984,0.32567555,-0.4662534,-0.39259177,0.96445507,0.14946797,0.046326056,0.6581481,0.10133879,0.046326056,0.6581481,0.10133879
1.3975042,-0.26496062,-0.22715642,-0.24924877,-0.025409132,1.1874557,0.52776265,0.47321394,0.960828,0.13830152,-0.5263264,0.44909918,0.21630105,-0.04975602,0.06075184,-0.72759634,-0.18054998,1.2521627,0.6692223,-0.8436477,0.50299394,-0.9518592,1.0618666,-0.6153044,0.356019,0.64671785,0.47807917,-0.23427652,0.29323727,0.14342836,1.0585074,0.14749825,0.6075214,-0.055434607,0.8578121,0.39137357,-0.46753076,0.9902394,1.2709919,0.011550441,-0.22964944,-0.65789366,0.31577438,-0.3901093,0.79608256,-0.037714634,-0.5013586,0.047233306,-0.24324326,0.8276379,0.6241245,-0.47337434,0.7053423,1.2330154,1.1846637,1.2553992,0.6387403,0.47361568,1.2985002,0.18427832,0.8736465,1.3790305,-0.18799773,-0.82233894,-0.51874155,0.43038458,0.1564714,1.2490168,0.044832915,-1.0212034,1.2490168,0.044832915,-1.0212034
0.6424841,0.57460374,-0.5062506,-0.24943468,0.06167662,1.1843113,-0.01886043,-0.09652476,1.1944234,-0.0131623745,-0.17455946,-0.14811307,0.56424445,0.1346727,0.45037633,-0.26197946,-0.21144183,0.4865021,0.69632065,-0.1497634,0.80539495,-0.39152592,0.5112793,0.26875994,-0.16157714,0.04305634,0.6253356,-0.040528014,0.060609758,-0.2216653,0.86560786,0.0021790564,0.117675245,-0.08654305,0.9755597,-0.011765557,-0.120026655,0.6966089,1.2414895,0.30063486,0.055537045,-0.42461276,-0.3308265,0.10367991,0.20490798,0.24680321,-0.21288915,0.018868238,-0.1846834,0.452017,0.8647034,0.04888955,0.7618117,1.0721474,0.84365505,0.7334108,0.31127232,0.10295047,1.3292477,0.273311,0.560109,0.7090513,0.13885027,-0.41474086,-0.272535,0.3182087,0.07749281,0.58663636,-0.25686002,-0.22028601,0.58663636,-0.25686002,-0.22028601
3.204833,-1.2313321,1.0665352,-0.5714777,-1.1257303,1.9003148,1.3524405,1.8293593,0.55592614,0.02012682,-1.0770928,2.040975,-0.1747874,-0.13116908,-0.46797204,-0.9927864,0.42474353,2.4672306,0.77163,-2.1479754,-0.18856253,-1.9077772,2.73595,-2.6632612,1.8149903,1.7053015,-0.16636378,-1.1444689,1.3402442,0.5486746,1.4667879,0.70449984,0.8781998,0.5353687,0.9386115,1.5310256,-0.8261637,2.1140542,1.8121749,-0.4106949,-1.146826,-1.0363399,1.5681605,-1.6387638,2.038195,-0.5169211,-1.5694944,0.075286545,-0.34409034,1.233037,0.4030751,-1.8491068,0.72751,2.227218,2.072049,2.860692,1.4408056,1.1113724,1.2592107,0.36844802,1.6321005,3.1377802,-0.6620637,-1.848393,-0.9208023,1.4756765,0.08912617,2.7113152,1.0658731,-2.3758073,2.7113152,1.0658731,-2.3758073
-0.41263187,1.4257401,2.1038203,-1.6333458,-1.4571552,1.7445755,-1.7313648,-0.24479792,0.2575598,0.054912865,0.7475489,0.21060658,0.47124377,-0.54592323,-0.23029459,2.071523,1.2159863,-1.0504447,-0.29312557,-0.30763286,-0.7578295,1.192123,1.3750396,-0.28493682,0.5587791,-0.23329405,-0.7622331,-0.7513229,0.564096,-0.14514348,-0.61021316,1.334251,-2.2039037,1.1843846,0.39410535,0.37862876,1.0841377,0.7089894,0.33889002,-0.0053038,0.29121172,-0.07962815,0.030985095,-0.03829162,0.55226964,1.2025986,-0.14354385,0.011852875,0.2927229,-0.3165071,0.69592613,0.14538455,-0.040294766,0.73852694,0.40556124,1.1456816,0.50654286,-0.77997524,0.2870321,1.1279106,0.29209375,0.8366065,0.5129909,-0.73916024,-0.530956,1.9585187,0.14635271,-0.28336078,1.1918184,0.64024985,-0.28336078,1.1918184,0.64024985
-0.12148015,-0.3508668,-0.38667604,-0.38177207,0.7873248,0.3404594,-0.25307178,-0.3635425,0.61011636,0.71174085,-0.07517317,-0.45755443,-0.03865066,-0.6710944,-0.3478968,-0.34271353,-0.39604628,0.46069127,-0.008850697,-0.52161646,0.14912081,-0.057921924,0.1487515,0.23527592,-0.36543524,0.29534805,0.49797744,0.40096468,-0.55869114,0.4092582,0.19991936,0.23390241,0.27680513,-0.3196846,0.18658909,0.02365288,0.02274406,0.40142655,0.5521172,0.34070227,0.16793852,-0.43483597,-0.053348478,0.3642509,0.48809364,0.51937574,0.24397461,0.00131464,0.3307749,0.41111308,0.5615298,0.25928906,0.8072118,0.47977218,0.4166053,0.36946827,0.23399897,0.37970513,0.51663285,-0.13733165,0.342115,0.51587796,0.3802817,-0.31902128,-0.3328189,0.17195235,0.38302687,-0.10514279,-0.24550511,-0.055988923,-0.10514279,-0.24550511,-0.055988923
-0.009372803,-0.45881674,0.9810307,-0.9983133,-0.029613376,0.6747372,-0.6322434,-0.012975305,0.07680547,0.78065753,0.0917908,0.14625111,-0.26577297,-1.0336641,-0.85287786,0.40350172,0.29084754,0.2933896,-0.41236237,-1.0383157,-0.7096975,0.24410081,0.95472264,-0.62369,0.33801648,0.56342995,-0.22249287,-0.096357346,-0.112384304,0.6381599,-0.27631167,0.9182294,-0.45446473,0.30070683,-0.08643177,0.18542612,0.5215185,0.8501761,0.36963224,0.024979427,-0.21692936,-0.30846745,0.13957828,-0.08815971,0.66133076,0.6495715,-0.15170239,-0.1477173,0.18934423,0.109346606,0.22687396,0.050307576,0.29588616,0.30128607,0.28495556,0.86506116,0.1774606,0.00045484863,0.13333943,0.20047766,0.19161865,0.6292957,0.35774514,-0.45467973,-0.43715912,0.6703446,0.44758525,-0.04114125,0.68004274,-0.13832092,-0.04114125,0.68004274,-0.13832092
-0.79404944,0.651394,-2.0721984,0.27768952,1.6010859,0.12017512,-0.31143588,-1.1942555,1.4609165,0.3942448,0.050140046,-1.5688865,0.59943426,-0.0072989464,0.6454102,-0.6890061,-1.107661,-0.04460618,0.54171103,0.68987787,1.4098517,0.077458315,-1.1225295,1.9194982,-1.5252712,-0.5595692,1.3959293,1.0218852,-1.1341578,-0.2502555,0.62367547,-0.64081645,0.57399297,-0.9550978,0.6954888,0.11281849,0.28835905,0.4370084,1.3430516,1.2770764,0.92721725,-0.6152086,-0.4978725,0.99034303,0.028078474,1.0189936,0.79226077,0.54689777,0.5145439,0.8966642,1.3972601,0.82732064,1.7925534,0.9914962,0.77853686,0.08973539,0.6364423,0.33582383,1.4715548,-0.102861315,0.38311416,0.4447737,0.5893291,-0.048199832,-0.36661637,0.07483533,0.43543628,-0.7286057,-1.4187458,0.672748,-0.7286057,-1.4187458,0.672748
-1.1816719,-0.80880874,0.96034265,-1.1394446,0.67661667,-0.10395372,-1.1970236,-0.60157466,-0.33956188,1.3651431,0.40519372,-0.4914823,-0.62046003,-1.6816912,-1.3720125,0.6355907,0.119568676,-0.2056044,-1.0644289,-0.97359604,-1.1602226,0.90770555,0.30195197,-0.13670403,-0.14958066,0.435559,-0.271433,0.41974682,-0.8195186,1.0084858,-1.0287584,1.0645757,-0.62794805,0.082156226,-0.7571808,0.02686712,0.8417323,0.6749221,0.13101745,0.35804465,0.2528328,-0.43908244,0.021281771,0.38340652,0.7793923,1.1548576,0.32956964,-0.19062313,0.5386915,0.13933519,0.60565335,0.5948687,0.74989736,-0.012410045,0.06942712,0.45743185,0.08086868,0.40514755,0.14132953,0.20556915,0.10043475,0.28406018,0.6124302,-0.22072741,-0.4984792,0.6923523,0.91498756,-1.0266901,0.260992,0.51075107,-1.0266901,0.260992,0.51075107
-0.1443533,-0.0013982725,-2.413782,0.5459303,1.8407016,0.017193675,0.3410273,-0.8305558,1.5075781,0.46684477,-0.3347339,-1.2869368,0.41599104,0.019548535,0.5519765,-1.4127555,-1.3647853,0.70142436,0.7200686,0.31526297,1.5375935,-0.55853856,-0.9653368,1.5085485,-1.3603458,-0.15337975,1.5784414,1.0439304,-1.0925941,-0.05369076,1.0248507,-0.81416667,1.309312,-1.181634,0.7421789,0.26849705,-0.05990891,0.4925884,1.5072423,1.0370135,0.91737217,-0.633191,-0.11497485,0.8105751,0.2691982,0.91726977,0.940666,0.5454147,0.546745,1.2305344,1.4007335,0.614375,1.8694,1.1662397,1.0972377,0.3652392,0.9253406,0.71816474,1.9281266,-0.33828878,0.62663954,0.7472072,0.33941513,-0.26045865,-0.34624052,-0.22461519,0.4399351,-0.15676896,-1.5239275,0.10860431,-0.15676896,-1.5239275,0.10860431
