fold,target_mode,status,reason,num_pairs_total,num_pairs_valid,mean_abs_delta,median_abs_delta,corr_aligned_vs_sem,same_sign_rate,same_sign_rate_strong_effect,num_pairs_strong_effect,same_sign_rate_sem_effect_present,num_pairs_sem_effect_present
1,observable_state,ok,,30,30,0.45762358024362376,0.03827893713915884,0.6853780555060196,0.26666666666666666,0.5333333333333333,15,0.7272727272727273,11
2,observable_state,ok,,30,30,0.41312405862748375,0.0551798849646996,0.5905826012353548,0.26666666666666666,0.4444444444444444,18,0.8888888888888888,9
3,observable_state,ok,,30,30,0.1805081051892046,0.03482593809728002,0.5431808021291534,0.16666666666666666,0.38461538461538464,13,0.7142857142857143,7
4,observable_state,ok,,30,30,1.280003298515491,0.022171098730223666,0.561007531159993,0.26666666666666666,0.7272727272727273,11,1.0,8
5,observable_state,ok,,30,30,0.9335376067358898,0.04646540796964958,0.3935004275090222,0.23333333333333334,0.4117647058823529,17,0.875,8
