fold,treatment,outcome,outcome_role,true_direct,true_total,ate_true,ate_true_std,ate_est,ate_est_std,ate_error,ks_stat,ks_p,effect_by_ate,effect_by_ks,effect_present,pag_predicts_direct,pag_predicts_total,agreement_direct,agreement_total,model_prediction_source,model_ate,model_ate_std,model_ate_error,model_ks_stat,model_ks_p,model_effect_by_ate,model_effect_by_ks,model_effect_present,model_agreement
1,X0,X1,input,True,True,-1.152522942741944,-0.9397637035009556,-1.1875043490284107,-0.9682874358331132,-0.03498140628646684,0.44,1.9641677051229537e-174,True,True,True,True,True,True,True,outputs,,,,,,,,,
1,X0,X2,input,False,False,0.015876834589760407,0.0159424157217608,0.0,0.0,-0.015876834589760407,0.023,0.6655293215356356,False,False,False,False,False,True,True,outputs,,,,,,,,,
1,X0,X3,output,True,True,3.068934998085986,1.4654018110127571,3.0825121604625645,1.4718848412325112,0.013577162376578578,0.875,0.0,True,True,True,True,True,True,True,outputs,3.107189178466797,1.4836679995256488,0.038254180380810965,1.0,0.0,True,True,True,True
1,X0,X4,output,True,True,0.48519816312432773,0.291508565767987,0.49794706269632283,0.29916814429034033,0.012748899571995098,0.126,3.006524967683878e-14,True,True,True,True,True,True,True,outputs,0.5139456391334534,0.3087801387824184,0.02874747600912564,0.201,9.504438241525603e-36,True,True,True,True
1,X0,X5,output,False,True,-4.1176939382919,-1.364913112154992,-4.210149012994538,-1.3955596695820471,-0.09245507470263803,0.7755,0.0,True,True,True,False,True,True,True,outputs,-4.216066360473633,-1.3975211230762676,-0.09837242218173259,0.9925,0.0,True,True,True,True
1,X1,X0,input,False,False,-0.011071203219480217,-0.011271163664780582,0.0,0.0,0.011071203219480217,0.025,0.5596752163759332,False,False,False,False,False,True,True,outputs,,,,,,,,,
1,X1,X2,input,False,False,-0.0012641956951026326,-0.0012694176040597446,0.0,0.0,0.0012641956951026326,0.0225,0.6921279615281888,False,False,False,False,False,True,True,outputs,,,,,,,,,
1,X1,X3,output,False,False,-0.017620374608753063,-0.008413644759010463,0.0,0.0,0.017620374608753063,0.018,0.9023552779223781,False,False,False,False,False,True,True,outputs,0.03615240752696991,0.01726260200868829,0.05377278213572297,0.0365,0.13923199690622226,False,False,False,True
1,X1,X4,output,False,False,-0.014089039647632959,-0.008464738848727641,0.0,0.0,0.014089039647632959,0.0275,0.43609338214006377,False,False,False,False,False,True,True,outputs,-0.05356290191411972,-0.032180758094410684,-0.03947386226648676,0.038,0.11135887905231429,True,False,False,True
1,X1,X5,output,True,True,1.691059943622665,0.5605443058859597,1.7075603277435065,0.56601377277195,0.016500384120841538,0.271,5.282807573043857e-65,True,True,True,False,False,False,False,outputs,1.69416081905365,0.5615721689564884,0.0031008754309849174,0.328,1.3407619896992219e-95,True,True,True,True
1,X2,X0,input,False,False,0.01995229181948094,0.02031265636865354,0.0,0.0,-0.01995229181948094,0.0325,0.24148215150724364,False,False,False,False,False,True,True,outputs,,,,,,,,,
1,X2,X1,input,False,False,0.0014301385388713899,0.0011661306165513356,0.0,0.0,-0.0014301385388713899,0.0195,0.8416360266077476,False,False,False,False,False,True,True,outputs,,,,,,,,,
1,X2,X3,output,False,False,0.04358870767466065,0.020813399829579488,0.0,0.0,-0.04358870767466065,0.0205,0.7948265413398378,False,False,False,True,True,False,False,outputs,0.03759743273258209,0.017952594646063743,-0.005991274942078559,0.0265,0.48382276598146434,False,False,False,True
1,X2,X4,output,True,True,1.7778109245992608,1.0681143339444035,1.7677250388169004,1.0620547023910123,-0.01008588578236047,0.5135,1.0692401042518477e-240,True,True,True,False,False,False,False,outputs,1.7833195924758911,1.071423958741143,0.005508667876630291,0.9985,0.0,True,True,True,True
1,X2,X5,output,False,False,-0.08019338293813781,-0.026582111618945532,0.0,0.0,0.08019338293813781,0.041,0.06932182520405727,True,False,False,True,True,False,False,outputs,-0.016008080914616585,-0.005306280619258922,0.06418530202352123,0.024,0.6122516588087653,False,False,False,True
1,X3,X0,input,False,False,0.02156664434348681,0.0219561662157771,0.0,0.0,-0.02156664434348681,0.025,0.5596752163759332,False,False,False,False,False,True,True,outputs,,,,,,,,,
1,X3,X1,input,False,False,-0.0867425104326208,-0.07072957928385656,0.0,0.0,0.0867425104326208,0.052,0.008951455390244015,True,True,True,False,False,True,False,outputs,,,,,,,,,
1,X3,X2,input,False,False,0.010631143704790087,0.010675056893825176,0.0,0.0,-0.010631143704790087,0.022,0.7185142568618185,False,False,False,False,False,True,True,outputs,,,,,,,,,
1,X3,X4,output,True,True,-2.6428095429109852,-1.587808194678845,-2.7837787582045888,-1.6725029377567304,-0.1409692152936035,0.46,2.8644910858131655e-191,True,True,True,False,False,False,False,outputs,0.019866248592734337,0.011935703954786691,2.6626757915037196,0.022,0.7185142568618185,False,False,False,False
1,X3,X5,output,True,True,-3.7862849238005705,-1.2550592677108803,-3.6928736009627956,-1.2240957378138742,0.09341132283777487,0.816,0.0,True,True,True,False,False,False,False,outputs,-0.10654224455356598,-0.03531610381171491,3.6797426792470045,0.029,0.36968362182350656,True,False,False,False
1,X4,X0,input,False,False,0.04058986669133886,0.04132297290006616,0.0,0.0,-0.04058986669133886,0.0255,0.5339072834011876,False,False,False,False,False,True,True,outputs,,,,,,,,,
1,X4,X1,input,False,False,-0.07987231015559537,-0.06512763886541205,0.0,0.0,0.07987231015559537,0.0435,0.04542866662680684,True,True,True,False,False,True,False,outputs,,,,,,,,,
1,X4,X2,input,False,False,-0.0028213513182511404,-0.0028330052415930793,0.0,0.0,0.0028213513182511404,0.021,0.770029236885313,False,False,False,False,False,True,True,outputs,,,,,,,,,
