epoch,train_loss,val_loss,lr,batches_per_epoch,effective_epochs,effective_updates
1,1.021562099456787,0.9943193793296814,0.001,16,40,640
2,0.9804391264915466,0.9713159203529358,0.001,16,40,640
3,0.9574905037879944,0.9524516463279724,0.001,16,40,640
4,0.9414965510368347,0.944240152835846,0.001,16,40,640
5,0.93949955701828,0.9442320466041565,0.001,16,40,640
6,0.9359120726585388,0.9430071115493774,0.001,16,40,640
7,0.9363360404968262,0.9432417750358582,0.001,16,40,640
8,0.9365599751472473,0.9422494173049927,0.001,16,40,640
9,0.9367457628250122,0.9429210424423218,0.001,16,40,640
10,0.9331669807434082,0.9423749446868896,0.00085,16,40,640
11,0.935667097568512,0.9423874616622925,0.00085,16,40,640
12,0.9367737174034119,0.9417979717254639,0.00085,16,40,640
13,0.9348331689834595,0.9423836469650269,0.00085,16,40,640
14,0.9356117248535156,0.942687451839447,0.00085,16,40,640
15,0.937120795249939,0.9420804977416992,0.00085,16,40,640
16,0.9347296357154846,0.9415568113327026,0.00085,16,40,640
17,0.9340975284576416,0.9418275356292725,0.00085,16,40,640
18,0.9330755472183228,0.9416343569755554,0.00085,16,40,640
19,0.9320122003555298,0.941687822341919,0.00085,16,40,640
20,0.9341406226158142,0.9417521357536316,0.0007224999999999999,16,40,640
21,0.9349662661552429,0.9418929815292358,0.0007224999999999999,16,40,640
22,0.9332485795021057,0.9414796233177185,0.0007224999999999999,16,40,640
