,missing_edges,extra_edges,correct_edges,orientation_errors,partial_orientations,correct_orientations,shd_strict,shd_partial,shd_edges_only,edge_precision,edge_recall,edge_f1,endpoint_precision,endpoint_recall,endpoint_f1,orientation_accuracy,interventional_agreement
1,1.0,2.0,7.0,4.0,2.0,1.0,9.0,7.0,3.0,0.7777777777777778,0.875,0.823529411764706,0.4444444444444444,0.5,0.47058823529411764,0.14285714285714285,0.25
2,1.0,2.0,7.0,4.0,2.0,1.0,9.0,7.0,3.0,0.7777777777777778,0.875,0.823529411764706,0.4444444444444444,0.5,0.47058823529411764,0.14285714285714285,0.25
3,1.0,1.0,7.0,2.0,3.0,2.0,7.0,4.0,2.0,0.875,0.875,0.875,0.5625,0.5625,0.5625,0.2857142857142857,0.4375
4,2.0,5.0,6.0,5.0,0.0,1.0,12.0,12.0,7.0,0.5454545454545454,0.75,0.631578947368421,0.3181818181818182,0.4375,0.3684210526315789,0.16666666666666666,0.125
5,1.0,2.0,7.0,2.0,3.0,2.0,8.0,5.0,3.0,0.7777777777777778,0.875,0.823529411764706,0.5,0.5625,0.5294117647058824,0.2857142857142857,0.4375
mean,1.2,2.4,6.8,3.4,2.0,1.4,9.0,7.0,3.6,0.7507575757575757,0.85,0.7954334365325079,0.4539141414141413,0.5125,0.4803018575851393,0.20476190476190476,0.3
std,0.4472135954999579,1.51657508881031,0.4472135954999579,1.3416407864998738,1.224744871391589,0.5477225575051661,1.8708286933869707,3.082207001484488,1.9493588689617927,0.12224543773171978,0.05590169943749474,0.09426993570857463,0.09016292050763369,0.05229125165837972,0.07394988341259169,0.07453559924999298,0.1354967711792425
