epoch,train_loss,val_loss,lr,batches_per_epoch,effective_epochs,effective_updates
1,0.9290466904640198,0.8185936212539673,0.001,16,40,640
2,0.7359433174133301,0.6161348819732666,0.001,16,40,640
3,0.5192427635192871,0.4278770387172699,0.001,16,40,640
4,0.3693266212940216,0.3343454599380493,0.001,16,40,640
5,0.308432400226593,0.30167561769485474,0.001,16,40,640
6,0.2825920581817627,0.2803146243095398,0.001,16,40,640
7,0.26206961274147034,0.26178306341171265,0.001,16,40,640
8,0.24544398486614227,0.2453860342502594,0.001,16,40,640
9,0.2298453450202942,0.2302258312702179,0.001,16,40,640
10,0.21634945273399353,0.21687385439872742,0.00085,16,40,640
11,0.20659524202346802,0.2079460173845291,0.00085,16,40,640
12,0.1993773877620697,0.20184065401554108,0.00085,16,40,640
13,0.1960812360048294,0.19967642426490784,0.00085,16,40,640
14,0.19323162734508514,0.19654542207717896,0.00085,16,40,640
15,0.19146877527236938,0.19548586010932922,0.00085,16,40,640
16,0.19095298647880554,0.19459378719329834,0.00085,16,40,640
17,0.18983718752861023,0.19448083639144897,0.00085,16,40,640
18,0.18938769400119781,0.19403693079948425,0.00085,16,40,640
19,0.18903188407421112,0.19312185049057007,0.00085,16,40,640
20,0.18830332159996033,0.1935189813375473,0.0007224999999999999,16,40,640
21,0.18830305337905884,0.19287985563278198,0.0007224999999999999,16,40,640
22,0.18793471157550812,0.19262558221817017,0.0007224999999999999,16,40,640
23,0.18772511184215546,0.1929304152727127,0.0007224999999999999,16,40,640
24,0.18760989606380463,0.19237399101257324,0.0007224999999999999,16,40,640
25,0.18723446130752563,0.19251731038093567,0.0007224999999999999,16,40,640
26,0.18717873096466064,0.1919241100549698,0.0007224999999999999,16,40,640
27,0.18701326847076416,0.19218787550926208,0.0007224999999999999,16,40,640
28,0.1865089386701584,0.1919044554233551,0.0007224999999999999,16,40,640
29,0.18620191514492035,0.19156771898269653,0.0007224999999999999,16,40,640
30,0.1866280734539032,0.1917380690574646,0.000614125,16,40,640
31,0.18558897078037262,0.19174864888191223,0.000614125,16,40,640
32,0.18606777489185333,0.1916275918483734,0.000614125,16,40,640
33,0.18587268888950348,0.19156718254089355,0.000614125,16,40,640
34,0.18613727390766144,0.1913665533065796,0.000614125,16,40,640
35,0.18574649095535278,0.191303089261055,0.000614125,16,40,640
36,0.1856836974620819,0.1914089173078537,0.000614125,16,40,640
37,0.18531617522239685,0.1911761313676834,0.000614125,16,40,640
38,0.18570443987846375,0.19161748886108398,0.000614125,16,40,640
39,0.18546007573604584,0.1913493275642395,0.000614125,16,40,640
40,0.18544605374336243,0.19158592820167542,0.00052200625,16,40,640
