,missing_edges,extra_edges,correct_edges,orientation_errors,partial_orientations,correct_orientations,shd_strict,shd_partial,shd_edges_only,edge_precision,edge_recall,edge_f1,endpoint_precision,endpoint_recall,endpoint_f1,orientation_accuracy,interventional_agreement
1,2.0,2.0,5.0,1.0,4.0,0.0,9.0,5.0,4.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.0,0.2857142857142857
2,1.0,0.0,6.0,3.0,3.0,0.0,7.0,4.0,1.0,1.0,0.8571428571428571,0.923076923076923,0.5,0.42857142857142855,0.4615384615384615,0.0,0.21428571428571427
3,2.0,0.0,5.0,0.0,3.0,2.0,5.0,2.0,2.0,1.0,0.7142857142857143,0.8333333333333333,0.7,0.5,0.5833333333333334,0.4,0.5
4,1.0,0.0,6.0,3.0,1.0,2.0,5.0,4.0,1.0,1.0,0.8571428571428571,0.923076923076923,0.6666666666666666,0.5714285714285714,0.6153846153846153,0.3333333333333333,0.35714285714285715
5,2.0,0.0,5.0,1.0,3.0,1.0,6.0,3.0,2.0,1.0,0.7142857142857143,0.8333333333333333,0.6,0.42857142857142855,0.5,0.2,0.35714285714285715
mean,1.6,0.4,5.4,1.6,2.8,1.0,6.4,3.6,2.0,0.9428571428571428,0.7714285714285715,0.8454212454212454,0.5647619047619048,0.45714285714285713,0.5034798534798535,0.18666666666666668,0.34285714285714286
std,0.5477225575051661,0.8944271909999161,0.5477225575051662,1.3416407864998738,1.0954451150103321,1.0,1.6733200530681511,1.140175425099138,1.224744871391589,0.12777531299998798,0.07824607964359512,0.08594994372862184,0.1389383132015192,0.08144110179279555,0.10257309615199828,0.18499249234015477,0.1059456926727952
