,missing_edges,extra_edges,correct_edges,orientation_errors,partial_orientations,correct_orientations,shd_strict,shd_partial,shd_edges_only,edge_precision,edge_recall,edge_f1,endpoint_precision,endpoint_recall,endpoint_f1,orientation_accuracy,interventional_agreement
1,2.0,1.0,5.0,1.0,4.0,0.0,8.0,4.0,3.0,0.8333333333333334,0.7142857142857143,0.7692307692307692,0.4166666666666667,0.35714285714285715,0.3846153846153846,0.0,0.2857142857142857
2,1.0,0.0,6.0,3.0,3.0,0.0,7.0,4.0,1.0,1.0,0.8571428571428571,0.923076923076923,0.5,0.42857142857142855,0.4615384615384615,0.0,0.21428571428571427
3,1.0,0.0,6.0,1.0,3.0,2.0,5.0,2.0,1.0,1.0,0.8571428571428571,0.923076923076923,0.6666666666666666,0.5714285714285714,0.6153846153846153,0.3333333333333333,0.5
4,0.0,0.0,7.0,5.0,1.0,1.0,6.0,5.0,0.0,1.0,1.0,1.0,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.14285714285714285,0.21428571428571427
5,1.0,2.0,6.0,2.0,4.0,0.0,9.0,5.0,3.0,0.75,0.8571428571428571,0.7999999999999999,0.375,0.42857142857142855,0.39999999999999997,0.0,0.2857142857142857
mean,1.0,0.6,6.0,2.4,3.0,0.6,7.0,4.0,1.6,0.9166666666666667,0.8571428571428571,0.883076923076923,0.505952380952381,0.4714285714285714,0.48659340659340655,0.09523809523809523,0.3
std,0.7071067811865476,0.8944271909999159,0.7071067811865476,1.6733200530681511,1.224744871391589,0.8944271909999159,1.5811388300841898,1.224744871391589,1.3416407864998738,0.11785113019775792,0.10101525445522107,0.09583022463013809,0.11755010510792556,0.09583148474999097,0.10284681078941825,0.14677176197545183,0.11736911946539275
