input_0,input_1,input_2,pre_1_fc1_0,pre_1_fc1_1,pre_1_fc1_2,pre_1_fc1_3,pre_1_fc1_4,pre_1_fc1_5,pre_1_fc1_6,pre_1_fc1_7,pre_1_fc1_8,pre_1_fc1_9,pre_1_fc1_10,pre_1_fc1_11,pre_1_fc1_12,pre_1_fc1_13,pre_1_fc1_14,pre_1_fc1_15,pre_1_fc1_16,pre_1_fc1_17,pre_1_fc1_18,pre_1_fc1_19,pre_1_fc1_20,pre_1_fc1_21,pre_1_fc1_22,pre_1_fc1_23,pre_1_fc1_24,pre_1_fc1_25,pre_1_fc1_26,pre_1_fc1_27,pre_1_fc1_28,pre_1_fc1_29,pre_1_fc1_30,pre_1_fc1_31,pre_2_fc2_0,pre_2_fc2_1,pre_2_fc2_2,pre_2_fc2_3,pre_2_fc2_4,pre_2_fc2_5,pre_2_fc2_6,pre_2_fc2_7,pre_2_fc2_8,pre_2_fc2_9,pre_2_fc2_10,pre_2_fc2_11,pre_2_fc2_12,pre_2_fc2_13,pre_2_fc2_14,pre_2_fc2_15,pre_2_fc2_16,pre_2_fc2_17,pre_2_fc2_18,pre_2_fc2_19,pre_2_fc2_20,pre_2_fc2_21,pre_2_fc2_22,pre_2_fc2_23,pre_2_fc2_24,pre_2_fc2_25,pre_2_fc2_26,pre_2_fc2_27,pre_2_fc2_28,pre_2_fc2_29,pre_2_fc2_30,pre_2_fc2_31,pre_3_fc3_0,pre_3_fc3_1,pre_3_fc3_2,output_0,output_1,output_2
0.039880093,-0.920906,-0.55458045,0.048115432,0.8739985,-0.32466182,-0.37207517,0.71507305,0.44654417,-0.16259772,-0.10255754,0.6724547,0.44605303,0.1402485,0.20792839,0.9790911,-0.44462693,0.5203464,0.83107114,-0.98536897,-0.6307317,-0.08965649,-0.07197443,0.89923114,1.2921107,0.35574126,0.55354226,0.0066872537,-0.599257,-0.3838195,0.030067503,-0.18600136,0.0415951,0.5014145,-0.13167626,1.166613,0.8004505,0.84672815,0.67371213,0.38491115,0.3363764,0.62903297,-0.15761429,0.3157533,0.11786559,-0.7046438,0.5037223,0.15253232,-0.4034232,0.94210714,0.6458545,0.7412104,0.71730983,0.973204,0.79656297,0.5716864,1.0305365,1.0719484,0.53129613,0.80532193,0.019798696,-0.52889776,-0.34358668,0.46750763,0.44559747,0.6667731,0.6896536,0.062652476,0.043585442,0.071939126,0.062652476,0.043585442,0.071939126
-0.7843015,1.456915,0.2990504,-1.1630409,0.4778948,-0.0052882936,-1.0207262,0.029766783,-0.08294234,0.4347176,0.78745013,-0.8381568,-1.4791248,0.732535,-0.969159,-0.5665105,-0.2982066,-0.6314353,-0.638639,0.42899096,-0.33061045,-0.87994695,-1.0738524,-0.0076431036,-0.4024771,-1.1360993,0.6711727,0.37380463,-1.2028999,-0.2773668,-0.949852,-2.1247888,-0.8848961,0.6899326,-0.5262654,0.33227944,0.24106398,0.54401165,0.54408187,0.15509962,0.27785367,-0.02457264,-0.9024031,0.050972905,-0.8218775,-0.41878694,0.38466358,-0.4407916,-0.3091042,0.4784972,0.026755087,0.091374256,1.2136121,0.28866822,-0.5070819,0.28017068,0.44863188,0.14129338,-0.30385298,0.39166945,-0.53871095,0.05513156,-0.25271755,0.48837653,-0.07843242,0.31798097,0.50065947,-0.30675495,-0.26885015,-0.26823944,-0.30675495,-0.26885015,-0.26823944
-0.0039501055,-1.3256515,1.1955099,0.021909416,0.26845223,0.1293915,0.2896868,0.14456698,1.5467145,0.26173654,-1.4977216,0.72100097,0.085146666,-0.9964755,0.060556382,0.8650662,-0.62839353,1.4031147,0.9926845,-0.5825204,0.32650906,-0.5484555,-0.96132684,0.29363278,0.93770194,1.02535,1.4566283,0.7811166,0.14550239,-1.5545018,0.60578597,0.10363656,0.17641127,-0.23859021,0.297597,1.1177145,1.3341606,0.7949877,0.57356626,0.6147284,0.82513684,1.0031486,0.6674351,-0.104241185,0.4854935,-0.78267866,-0.13192858,0.90025675,-0.387711,1.242674,0.49555373,0.954476,0.19934253,1.7188774,0.9355736,0.7111086,1.0098878,1.0969298,0.8911227,1.1321348,-0.1475174,-0.79727685,-0.55323106,0.71734154,0.7274415,0.7020727,0.6078472,0.04164744,0.020987608,-0.009504095,0.04164744,0.020987608,-0.009504095
1.192943,0.7596952,0.36023694,-1.8340023,-0.5680747,0.68544924,0.13255668,-0.68240196,-0.01535511,1.1719725,-0.39494935,-0.8328939,-0.51164657,-0.3668653,-1.6897265,-0.5247,-0.34764087,-0.26639584,-0.33689305,0.43253142,-0.964537,0.11650267,-0.05881253,0.91693103,-0.22636122,-0.4998517,1.4234324,-0.1119608,-0.26484546,-0.214051,-1.5342458,-0.72002876,-1.5171,-0.03535649,0.751806,0.6679009,0.7710959,0.51758236,0.5115702,0.1637566,0.751633,-0.21470489,0.044828273,0.526594,-0.81014955,0.012553379,0.32152823,-0.17102234,-0.5477883,0.506759,-0.55426407,-0.24081512,0.92631066,0.9967923,-0.35719717,0.0534677,0.59517217,-0.046271473,0.58241725,-0.0043880045,-0.6930266,-0.26580432,-0.37070853,0.45705837,-0.13530841,0.5189922,0.7989355,0.47507074,0.4310444,0.47757518,0.47507074,0.4310444,0.47757518
0.008823962,1.3057772,1.1121912,-1.6539468,-0.29617265,0.53450924,-0.31955767,-0.6149884,0.29443553,1.023357,-0.17327301,-1.0260631,-1.430744,-0.13214478,-1.5246775,-0.80409575,-0.37104717,-0.2839241,-0.6393112,0.7796192,-0.22071537,-0.69840646,-1.0768592,0.0682891,-0.6894652,-0.79007894,1.3828378,0.49255842,-0.5644532,-0.6789295,-1.1390965,-1.6262279,-1.2570109,0.09530631,0.17978564,0.44557953,0.5018403,0.31726107,0.40296423,0.13734661,0.64475244,-0.06264229,-0.0031455085,-0.01183679,-0.85549104,-0.11780635,0.17857918,-0.036744177,-0.40738714,0.47612342,-0.47953734,0.03061147,1.0050042,0.957531,-0.26869166,0.31331098,0.30071914,0.0920131,0.36829418,0.3567143,-0.9521861,-0.031724967,-0.36503893,0.45473307,0.034373686,0.37183326,0.5457203,-0.032200567,-0.016098596,-0.028211877,-0.032200567,-0.016098596,-0.028211877
-1.0202388,0.628142,-0.34838074,-0.3862813,1.0719843,-0.4316005,-1.1717277,0.6479696,-0.004816562,-0.13119826,0.9330921,-0.14584987,-0.8438597,0.95572084,-0.17645824,0.15206951,-0.32610217,-0.32977232,-0.07385826,-0.2813894,-0.39681286,-0.76703143,-0.8115409,0.20149529,0.37471515,-0.73404336,0.25937814,0.25405684,-1.3178751,-0.19129245,-0.3875304,-1.7075541,-0.2737303,0.9296181,-0.80357754,0.5344576,0.12969956,0.74776244,0.59238476,0.2225501,0.09541771,0.10044718,-1.1585435,-0.00994657,-0.7401701,-0.64189637,0.703778,-0.5648251,-0.32026356,0.6018379,0.34769392,0.23684028,1.388259,-0.015359625,-0.44292626,0.39673334,0.61277956,0.52532876,-0.56035876,0.5298309,-0.3445539,-0.13212693,-0.2011841,0.47078654,-0.19977924,0.3392412,0.63724446,-0.45507634,-0.41309452,-0.37696576,-0.45507634,-0.41309452,-0.37696576
-1.1021425,-0.28811896,1.2028441,-0.028758407,0.68618613,-0.13640101,-0.48200256,0.32867432,1.2322891,0.05898449,-0.55547863,0.278873,-0.8484732,-0.2073133,0.05603388,0.41647333,-0.5424973,0.8057519,0.41870898,-0.22634423,0.5751531,-1.1569397,-1.5868162,-0.2991321,0.41642916,0.2371224,1.0517548,1.0061104,-0.5289236,-1.4104806,0.51100445,-1.1040328,0.17111212,0.222742,-0.42776588,0.5124767,0.557893,0.3320579,0.1662726,0.45851827,0.4285154,0.90287995,0.5703566,-0.7220963,-0.30266625,-0.5936677,0.030178241,0.4868614,-0.24289328,0.6594506,0.24565804,0.69739944,0.6016668,0.7970686,0.5437961,0.6712404,0.23130845,1.0366392,0.23248759,1.0938187,-0.72801465,-0.47511864,-0.37816554,0.48234108,0.16379279,0.24430296,0.1752871,-0.72780865,-0.6717857,-1.0391296,-0.72780865,-0.6717857,-1.0391296
-0.10715232,-0.96911824,-0.990239,0.238303,1.1522728,-0.5244707,-0.5815999,0.9732527,0.26370245,-0.38640696,0.23689233,0.79581267,0.57733613,0.44432688,0.42527983,1.1341076,-0.41480476,0.40202835,0.8936862,-1.1922688,-0.77700835,-0.042471617,0.07863608,0.9946673,1.4932597,0.2791379,0.2739069,-0.12579733,-0.8045965,-0.16444865,0.06835297,-0.23533916,0.16961282,0.7179266,-0.33124784,1.1540934,0.62405133,0.9632232,0.7642008,0.48817462,0.3889697,0.7373477,-0.43243182,0.41791967,-0.06366141,-0.8691956,0.56916577,0.025707081,-0.5004798,0.9610709,0.70687795,0.863022,0.63754046,0.72397685,0.81652796,0.71387035,1.0984684,1.2147927,0.33606508,0.98652387,0.070848405,-0.4614759,-0.39098728,0.5518141,0.62172836,0.65903264,0.8040259,-0.14319175,-0.16504794,-0.022121593,-0.14319175,-0.16504794,-0.022121593
-0.6234826,-0.2493199,0.53477746,-0.20316067,0.6682794,-0.14511076,-0.48056075,0.3717661,0.7990452,0.07865584,-0.26638976,0.23199172,-0.5076382,-0.0071098134,-0.08128333,0.442679,-0.478226,0.5192373,0.39894298,-0.359482,0.045615733,-0.7484087,-1.0058455,0.14848447,0.56820965,0.09468645,0.8746751,0.5866039,-0.6116839,-0.9255551,0.121442646,-0.9178598,-0.052844256,0.34701157,-0.29852498,0.7219325,0.51192075,0.48092306,0.3022082,0.29864696,0.35354072,0.5016101,0.06033604,-0.3629751,-0.18526669,-0.45864618,0.28507662,0.23034398,-0.27196485,0.6987584,0.31848535,0.5542124,0.78769577,0.77007973,0.3394148,0.48770833,0.4145866,0.8173323,0.25100195,0.72076625,-0.50333047,-0.37155905,-0.31857517,0.4054383,0.0006915927,0.39732862,0.4206513,-0.33894905,-0.25931174,-0.37085927,-0.33894905,-0.25931174,-0.37085927
-0.4495873,-1.6083434,0.25543553,0.6184126,0.9855131,-0.3816039,-0.1859797,0.8133186,1.2525761,-0.3343777,-0.7994624,1.1356757,0.43597937,-0.3411349,0.71136415,1.3393536,-0.5824622,1.2664984,1.2471775,-1.1460359,0.09661764,-0.49721158,-0.69026226,0.4603156,1.4997389,0.9726063,0.8094291,0.5497247,-0.29883528,-1.1577344,0.873732,0.053618908,0.61531115,0.24819763,-0.20609915,1.005854,0.81925046,0.7202399,0.5700009,1.0136303,1.0379688,1.604101,0.71838623,-0.091397814,0.3827849,-1.1689172,-0.33349866,1.0382743,-0.44838613,1.2697351,0.5027193,1.483708,-0.70581555,1.1088222,1.6966531,1.2298778,0.85448855,1.796965,0.6495198,1.7307067,-0.06988129,-0.77243614,-0.60003525,0.9525551,1.5093981,0.55690503,0.6216034,-1.1510156,-1.1096857,-1.115586,-1.1510156,-1.1096857,-1.115586
