fold,target_mode,status,reason,num_pairs_total,num_pairs_valid,mean_abs_delta,median_abs_delta,corr_aligned_vs_sem,same_sign_rate,same_sign_rate_strong_effect,num_pairs_strong_effect,same_sign_rate_sem_effect_present,num_pairs_sem_effect_present
1,sem_truth,ok,,30,30,0.09032836636448419,0.047043810436241784,0.9939619535780757,0.26666666666666666,0.5333333333333333,15,0.7272727272727273,11
2,sem_truth,ok,,30,30,0.17128323405789161,0.0581728241362811,0.9756870521906257,0.26666666666666666,0.4444444444444444,18,0.8888888888888888,9
3,sem_truth,ok,,30,30,0.13541585728072,0.036184927481426876,0.9853377560590856,0.26666666666666666,0.6153846153846154,13,1.0,8
4,sem_truth,ok,,30,30,0.13118815961849875,0.025002507029983648,0.9715115177559674,0.26666666666666666,0.7272727272727273,11,1.0,8
5,sem_truth,ok,,30,30,0.4231139306045383,0.053429234454364774,0.8317003971237416,0.23333333333333334,0.4117647058823529,17,0.875,8
