fold,target_mode,status,reason,num_pairs_total,num_pairs_valid,mean_abs_delta,median_abs_delta,corr_aligned_vs_sem,same_sign_rate,same_sign_rate_strong_effect,num_pairs_strong_effect,same_sign_rate_sem_effect_present,num_pairs_sem_effect_present
1,sem_truth,ok,,30,30,0.06864715771398533,0.04780225797118465,0.9967463557677164,0.4666666666666667,0.6666666666666666,21,0.9333333333333333,15
2,sem_truth,ok,,30,30,0.06409135221147746,0.04685267491503688,0.9956180627399837,0.4666666666666667,0.6363636363636364,22,0.9333333333333333,15
3,sem_truth,ok,,30,30,0.10203641856335667,0.030719861970299737,0.9883823960203418,0.4666666666666667,1.0,14,1.0,14
4,sem_truth,ok,,30,30,0.06606987200418718,0.031673637903220975,0.9932486074858586,0.4666666666666667,0.875,16,0.9333333333333333,15
5,sem_truth,ok,,30,30,0.08301919373066882,0.04019951088881585,0.9944599564166879,0.4666666666666667,0.875,16,1.0,14
