,missing_edges,extra_edges,correct_edges,orientation_errors,partial_orientations,correct_orientations,shd_strict,shd_partial,shd_edges_only,edge_precision,edge_recall,edge_f1,endpoint_precision,endpoint_recall,endpoint_f1,orientation_accuracy,interventional_agreement
1,1.0,1.0,4.0,0.0,3.0,1.0,5.0,2.0,2.0,0.8,0.8,0.8000000000000002,0.5,0.5,0.5,0.25,0.5
2,0.0,0.0,5.0,0.0,3.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,0.7,0.7,0.7,0.4,0.7
3,0.0,2.0,5.0,0.0,4.0,1.0,6.0,2.0,2.0,0.7142857142857143,1.0,0.8333333333333333,0.42857142857142855,0.6,0.5,0.2,0.6
4,0.0,3.0,5.0,1.0,4.0,0.0,8.0,4.0,3.0,0.625,1.0,0.7692307692307693,0.3125,0.5,0.38461538461538464,0.0,0.4
5,0.0,0.0,5.0,0.0,3.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,0.7,0.7,0.7,0.4,0.7
mean,0.2,1.2,4.8,0.2,3.4,1.2,5.0,1.6,1.4,0.8278571428571428,0.96,0.8805128205128205,0.5282142857142856,0.6,0.5569230769230769,0.25,0.5799999999999998
std,0.44721359549995804,1.3038404810405297,0.44721359549995787,0.447213595499958,0.5477225575051661,0.8366600265340756,2.1213203435596424,1.6733200530681511,1.3416407864998738,0.16888741570547366,0.08944271909999157,0.11140723196744567,0.1704978454588868,0.09999999999999998,0.13884562113684296,0.16583123951777,0.13038404810405294
