input_0,input_1,input_2,input_grad_0,input_grad_1,input_grad_2,output_0,output_1,output_2
0.8489174,1.2779335,-1.2514166,0.91878176,-0.21028179,0.17167813,0.3250938,0.32035846,0.17324045
2.0167892,-0.056072444,-0.3650985,1.1262244,-1.4362509,0.43536848,1.0525913,1.0445668,0.82960933
-0.97681403,1.1701298,-0.2526156,1.0800773,0.2967225,-0.055535085,-0.3777946,-0.33843535,-0.29024082
0.67528874,-0.9176151,0.28545216,2.9019513,-1.8428724,0.21961553,0.6835034,0.64341515,0.67306256
0.010541694,1.278239,-0.07989991,1.0449793,0.078636944,-0.01437078,0.0049708225,0.024521641,0.018740416
0.67248803,0.44617015,-0.38355845,1.3767548,-0.39362907,0.14678977,0.3425007,0.32234317,0.27630392
-0.26110938,-1.645845,0.93168247,8.675013,3.6286063,-0.13633056,-0.7020932,-0.69732744,-0.8478887
-0.48171616,0.3553414,0.50928533,1.508378,0.3835652,-0.09931406,-0.2553873,-0.2559254,-0.2668925
1.7151997,-1.4066515,1.2372413,5.41432,-11.216172,0.8149748,3.321482,3.114892,4.070275
-1.0352498,1.200095,-1.4172932,0.93591595,0.35460556,-0.06276949,-0.4037504,-0.39264548,-0.20965591
0.49054348,0.43198356,0.046133213,1.5080056,-0.31625584,0.07240464,0.25373057,0.23945735,0.23728156
-0.5993704,0.1219629,-1.5469909,1.2785985,0.29265904,-0.06248166,-0.33190995,-0.30414382,-0.16036707
1.3601062,-0.8773845,0.8950652,3.371163,-4.544728,0.4256096,1.3182536,1.243757,1.5924494
-0.16071296,0.49719724,-0.8970309,1.2268074,0.089491874,0.0010032607,-0.0741812,-0.06823641,-0.050818026
0.22195113,1.6602021,1.4733636,1.0094924,0.07876192,-0.0019264091,0.086081445,0.071236864,0.10607482
-0.7588896,-0.28111178,-1.5771643,1.4802887,0.5411946,-0.111642264,-0.5000199,-0.45458487,-0.22023821
-0.7601439,0.19982731,0.85264945,1.5374482,0.5302953,-0.06492982,-0.42194778,-0.4155078,-0.46788162
-2.1108582,0.7818976,-0.75046134,1.1503146,0.4650979,-0.13358672,-0.8805507,-0.8572803,-0.6034611
1.4262246,0.2653193,0.852296,1.2742805,-0.8448549,0.09077856,0.72270674,0.69565827,0.84894174
0.83518434,0.85530007,0.7282233,1.3218644,-0.41095632,0.057631172,0.3621574,0.3408882,0.4043291
-1.2883762,-1.3658888,1.261856,5.7752743,9.859636,-0.82875466,-2.3614817,-2.2341857,-3.0185833
0.47784534,1.2843506,0.9186112,1.1658967,-0.11483797,0.0030136406,0.17910656,0.16804618,0.20994025
-0.88329643,-0.082579695,-0.8955514,1.4412963,0.5795314,-0.20658176,-0.5293193,-0.49142897,-0.33800507
-0.2128683,-0.24377698,-0.8468761,1.711036,0.15399633,-0.058152083,-0.14275412,-0.12533635,-0.09581327
1.067711,1.2182205,1.3064456,1.094114,-0.43279126,0.020429078,0.39971805,0.35392183,0.5056517
1.2214692,-1.5156684,0.45191547,6.211376,-10.262574,0.9471818,2.7142699,2.5925832,2.868374
1.4122144,-1.4068485,1.4645965,5.8448863,-10.452764,0.639544,2.779855,2.6167095,3.5698676
