input_0,input_1,input_2,input_grad_0,input_grad_1,input_grad_2,output_0,output_1,output_2
0.18810724,2.5054543,1.0213945,0.5593903,0.3054035,0.56957775,0.21665779,0.6742096,0.6390555
-2.0962236,2.084903,-1.5755161,0.4216696,0.22482862,0.6016588,-1.8859861,-1.4219513,1.9836261
1.5540798,-0.80886555,-0.06554889,0.3216263,0.30854958,0.6162338,1.3989093,0.2219865,-1.2738242
0.0030471163,0.73336196,0.7680229,0.39218548,0.33382428,0.56999105,-0.01563894,0.52249604,0.23096432
0.44835392,0.5043568,0.101085186,0.4258857,0.38364238,0.5451415,0.38663495,0.19639266,-0.09922493
0.68184,-0.557753,1.8538162,0.35843918,0.34511083,0.54996455,0.57704246,1.2767779,-0.6214636
-0.29251888,-0.16987059,-2.118671,0.3289348,0.32653463,0.60639626,-0.27727637,-1.3701079,0.16576049
0.18519777,0.34862924,-0.61991054,0.4018129,0.4033328,0.64204144,0.18310905,-0.33199036,0.033053983
0.81372446,-0.37448338,0.05830031,0.51193637,0.31937653,0.7939158,0.72926223,0.18996619,-0.6355398
-0.33285296,0.8825919,1.6116457,0.41045153,0.3524728,0.5123032,-0.3468732,0.916712,0.5023111
0.7009924,-0.46678844,-0.26987407,0.41265422,0.3426176,0.7340952,0.6008737,-0.055073768,-0.5861997
0.14435063,-0.01752095,0.9000456,0.42348105,0.22820224,0.6786474,0.064341076,0.61496556,-0.02937443
-0.7047915,1.6663432,0.44066495,0.47846875,0.3066488,0.6256697,-0.6874975,0.17763636,1.0290024
-0.005243674,0.15132268,0.7828679,0.36676645,0.21715201,0.5384386,-0.036838137,0.52203166,0.08551059
-0.25846773,-0.7481995,0.96368355,0.33923364,0.4218621,0.5424519,-0.2639857,0.5699212,-0.02088415
-1.0766206,-0.09653231,-2.043397,0.43384236,0.14545774,0.5218681,-0.92797005,-1.4554393,0.68912786
0.32478294,-0.017255943,0.41386554,0.45575762,0.26670712,0.65589786,0.24279287,0.35052,-0.14665933
-0.93689543,0.41492024,-1.5468932,0.48294973,0.33770582,0.63835835,-0.783599,-1.1607331,0.6824747
0.029914465,0.7619837,0.2798038,0.370833,0.33633453,0.64113045,0.031759866,0.22067474,0.22166924
0.5345772,0.30884263,0.086100385,0.43439394,0.3161803,0.5859363,0.46600553,0.1989149,-0.21973689
1.260037,-0.8396124,-0.09628514,0.4376002,0.34822938,0.6741971,1.1367176,0.16874245,-1.0931212
-1.377826,-0.06796064,-1.1876642,0.3624219,0.29974473,0.6607634,-1.1556497,-1.0008886,0.7965939
-0.95359385,1.4930182,-0.1520404,0.41927612,0.28349757,0.7904474,-0.9083719,-0.22204599,1.1524897
0.83813775,0.60084194,0.30292654,0.43439394,0.3161803,0.5859363,0.759467,0.3818718,-0.3449196
0.938124,0.30512634,1.6449238,0.31752038,0.35107383,0.58382124,0.84473646,1.1844333,-0.5302312
0.9071533,0.24531065,2.2571464,0.31916022,0.35564715,0.5810626,0.75534546,1.560994,-0.49180844
0.22641014,-0.14480726,-0.19147053,0.32659075,0.42216378,0.6916726,0.17542368,-0.041187897,-0.16359897
0.40121433,-0.20688693,-1.7313591,0.24139282,0.32632166,0.52795243,0.39636433,-1.0414233,-0.3367725
0.14499591,-0.47395018,-0.82365674,0.26810867,0.3702138,0.6120489,0.13862923,-0.5038745,-0.27669597
1.8703326,0.5870129,0.4210229,0.30267203,0.3784637,0.570634,1.6263297,0.55839676,-0.9824824
-0.3973942,-0.52325696,-0.63472843,0.4168668,0.3796156,0.62394005,-0.37015688,-0.44333225,0.09268217
1.3241869,-3.4424741,0.2658736,0.27377856,0.21786511,0.4416534,1.2011697,0.48314062,-2.046543
-0.8907336,-0.68530566,1.4682785,0.28287756,0.111998275,0.4767022,-0.7666807,0.69582224,0.3775689
0.6456494,0.39114904,0.48302254,0.38270974,0.3342281,0.46815497,0.54751265,0.45656458,-0.26173326
0.8319639,-2.208205,0.72148633,0.31687647,0.313048,0.66518974,0.74583995,0.6105299,-1.3338741
-0.64738744,-0.44429377,0.92501795,0.448743,0.22020729,0.41909924,-0.607816,0.48221704,0.33162948
0.46988797,0.5672218,1.2729033,0.500672,0.21786933,0.5976343,0.39267007,0.9118332,-0.13790514
-1.1239966,0.834486,-0.5398939,0.50721794,0.38128293,0.80804527,-1.0306582,-0.53474516,1.0103722
0.14643535,1.0748957,-0.17178355,0.537694,0.30719504,0.677762,0.18290439,-0.07996252,0.23898418
-0.3267703,0.019022768,0.91508156,0.47328034,0.22969818,0.49232396,-0.30293763,0.54089874,0.22829941
-0.42929348,0.7710489,1.1186047,0.35174555,0.34173653,0.43549088,-0.42491445,0.6480662,0.53706306
-0.43965805,-0.035006084,-0.21400411,0.64682454,0.36793804,0.75720704,-0.35535684,-0.16720763,0.255885
-1.4253535,2.4907885,1.9175096,0.3806687,0.2705503,0.5764147,-1.241129,0.8826783,1.666319
-0.68056715,2.658339,0.19548106,0.48264903,0.31065303,0.61960447,-0.62099564,0.009843973,1.294
0.12779905,0.32592425,1.1685852,0.50914955,0.16208228,0.6543849,0.08011187,0.773851,0.02567984
-1.2832544,1.3762997,1.2780303,0.40833762,0.3037035,0.6129036,-1.1697091,0.5641185,1.2861224
-0.48105898,0.24833706,1.1377438,0.4099842,0.3606115,0.44921112,-0.45212933,0.63335246,0.3960692
1.4951948,-0.16702835,0.60111225,0.33491904,0.33356068,0.51609564,1.3293781,0.62617254,-1.0108931
0.647359,-0.7031729,0.42986068,0.39749384,0.4382819,0.7533042,0.62413776,0.3967008,-0.66961277
0.29786777,-0.5750569,0.5922046,0.524748,0.3437416,0.6221219,0.22873363,0.4381265,-0.32720083
-0.12317367,0.56629634,-2.928783,0.48339885,0.36961192,0.61662936,-0.09013602,-1.7958275,0.24027058
-0.29594055,0.008590928,-0.14772873,0.50255686,0.32743356,0.5731432,-0.24981281,-0.07019848,0.2018901
0.50568897,0.17942509,-0.79771644,0.35131216,0.4473705,0.6604221,0.4431983,-0.3995589,-0.24647169
-0.30414876,0.5702756,1.0931908,0.36058313,0.32133156,0.45766246,-0.3015008,0.64808214,0.37935713
-0.44760436,0.6669177,-1.0298985,0.47215524,0.16925704,0.54179347,-0.33177724,-0.73793036,0.472157
-0.55974895,0.17040038,0.9799584,0.4175027,0.3960717,0.44730332,-0.52132684,0.53476954,0.43385231
1.9077258,-1.125537,0.1496534,0.300942,0.2892642,0.60040176,1.6927946,0.39463344,-1.5954841
-1.4025649,1.5772436,-1.0522473,0.43245512,0.24023747,0.6306543,-1.2650576,-0.96429783,1.4064748
1.1109298,-0.2764542,-0.05278994,0.357064,0.2688223,0.6501591,1.0114816,0.16880484,-0.80611545
0.8011083,-0.4748371,-0.3819751,0.41265422,0.3426176,0.7340952,0.68618244,-0.116021544,-0.6542979
-1.6987612,1.3720956,1.6070634,0.42898723,0.29537684,0.59315044,-1.479207,0.6738711,1.5105492
