fold,target_mode,status,reason,num_pairs_total,num_pairs_valid,mean_abs_delta,median_abs_delta,corr_aligned_vs_sem,same_sign_rate,same_sign_rate_strong_effect,num_pairs_strong_effect,same_sign_rate_sem_effect_present,num_pairs_sem_effect_present
1,observable_state,ok,,56,56,0.05263157166144091,0.03827818193868175,0.9989605853551774,0.30357142857142855,0.68,25,1.0,17
2,observable_state,ok,,56,56,0.06321107096488096,0.03700545496940169,0.9984821845286964,0.30357142857142855,0.5151515151515151,33,0.9444444444444444,18
3,observable_state,ok,,56,56,0.05040609816277737,0.031291183747521836,0.9990218269258119,0.30357142857142855,0.6071428571428571,28,0.8947368421052632,19
4,observable_state,ok,,56,56,0.04267378994160687,0.03212727475874784,0.9992783481319087,0.30357142857142855,0.6071428571428571,28,0.9444444444444444,18
5,observable_state,ok,,56,56,0.060651131935548705,0.04854696452319551,0.9988327144671607,0.30357142857142855,0.5,34,0.9444444444444444,18
