input_0,input_1,input_2,pre_1_fc1_0,pre_1_fc1_1,pre_1_fc1_2,pre_1_fc1_3,pre_1_fc1_4,pre_1_fc1_5,pre_1_fc1_6,pre_1_fc1_7,pre_1_fc1_8,pre_1_fc1_9,pre_1_fc1_10,pre_1_fc1_11,pre_1_fc1_12,pre_1_fc1_13,pre_1_fc1_14,pre_1_fc1_15,pre_1_fc1_16,pre_1_fc1_17,pre_1_fc1_18,pre_1_fc1_19,pre_1_fc1_20,pre_1_fc1_21,pre_1_fc1_22,pre_1_fc1_23,pre_1_fc1_24,pre_1_fc1_25,pre_1_fc1_26,pre_1_fc1_27,pre_1_fc1_28,pre_1_fc1_29,pre_1_fc1_30,pre_1_fc1_31,pre_2_fc2_0,pre_2_fc2_1,pre_2_fc2_2,pre_2_fc2_3,pre_2_fc2_4,pre_2_fc2_5,pre_2_fc2_6,pre_2_fc2_7,pre_2_fc2_8,pre_2_fc2_9,pre_2_fc2_10,pre_2_fc2_11,pre_2_fc2_12,pre_2_fc2_13,pre_2_fc2_14,pre_2_fc2_15,pre_2_fc2_16,pre_2_fc2_17,pre_2_fc2_18,pre_2_fc2_19,pre_2_fc2_20,pre_2_fc2_21,pre_2_fc2_22,pre_2_fc2_23,pre_2_fc2_24,pre_2_fc2_25,pre_2_fc2_26,pre_2_fc2_27,pre_2_fc2_28,pre_2_fc2_29,pre_2_fc2_30,pre_2_fc2_31,pre_3_fc3_0,pre_3_fc3_1,pre_3_fc3_2,output_0,output_1,output_2
-0.5672459,0.56895095,0.09435824,-0.59495175,0.007781595,-0.6536616,0.25454116,0.3280125,-0.11240913,0.016207933,0.39508626,0.620298,0.29655737,0.6009746,0.44153124,-0.8758085,0.21373953,0.4594679,-0.42769006,-0.116647005,0.038921274,-0.36333525,-0.18689351,-0.5515266,0.5144355,-0.47662458,-0.066388935,0.90551674,0.2952238,-0.55139387,0.2044574,0.06298292,-0.7891428,-0.35258618,0.7811036,-0.26604617,-0.7601444,0.36925247,0.49329656,0.3356084,0.7426233,0.1402075,0.049639508,0.44181505,0.53890663,0.68768716,0.44984055,-0.084380984,0.2094306,-0.30569607,0.19597705,0.20733504,0.23820145,-0.11905495,0.31286633,-0.036322966,0.72196835,0.23034182,0.09851892,-0.19721326,0.47711962,0.58591115,-0.15810843,0.29997846,0.5008725,-0.32322875,0.19448695,-0.5053716,-0.0545787,0.5853618,-0.5053716,-0.0545787,0.5853618
-2.5962741,1.7917007,0.81712586,-1.0322405,0.8803538,-1.2254803,1.5624491,1.4792473,-0.7705028,1.0056969,0.8306641,1.1487693,0.46724153,1.5968525,-0.20807081,-2.095706,0.2751769,0.19330984,-0.9471048,0.15891759,0.1682591,-0.25143147,-0.49331838,-1.749013,-0.13007087,-1.8688483,-1.1386341,2.199088,-0.027030736,-0.4456847,-0.41009587,-1.0144423,-1.8285606,-0.68028134,1.6683371,-0.4377018,-1.490213,1.1300633,1.465082,0.8631897,1.1892787,1.3167392,-0.30145124,1.2716007,1.7374079,1.4819577,1.093728,-0.40202266,0.037031427,-0.5135319,-0.4861086,-0.027802266,0.022452086,-0.21082598,0.21284848,-0.19412583,1.9140202,-0.18667617,-0.48932976,-0.30492792,1.0289811,1.6008006,-1.0466752,0.43760484,1.5443499,-0.97642756,-0.32781184,-2.1919935,0.06981359,2.084158,-2.1919935,0.06981359,2.084158
1.3390224,-1.3540282,-0.56295645,-0.067353666,-1.053781,0.28084728,-1.0250213,-1.1861727,0.32755774,-1.4132599,0.054115325,-0.04144159,0.38300186,-0.08417833,0.9450638,0.49561912,0.26692864,0.5604931,-0.075773135,-0.434937,-0.43959457,-0.43579057,0.061710645,0.96466285,0.7428754,1.2727948,1.4042101,-0.48460743,0.47073746,-0.33223364,1.2499409,1.3094229,0.43171784,0.3299784,-0.3624099,-0.52550876,-0.103252836,0.58858174,0.29148057,0.34917688,0.22535032,-0.34203482,0.9810749,-0.6136939,0.047479156,0.20891902,0.342944,0.72934943,0.9699757,-0.14890027,1.0223385,1.0138738,0.76974183,-0.7818737,0.9420346,0.6325364,0.23861143,0.91539866,0.75521225,-0.6831009,0.03972695,0.16242376,0.9373812,0.481292,0.33297876,-0.5793662,0.82094324,1.1429056,-0.10021787,-1.3275338,1.1429056,-0.10021787,-1.3275338
-1.4395432,2.0272067,-1.1286573,-1.250557,0.2824628,-1.5376967,0.9257994,1.4067746,0.41744283,2.0102768,-0.28232652,1.1514564,0.5980302,0.4021889,0.8003603,-1.385001,1.0404624,0.27429777,-0.6920047,-0.55857575,0.05186428,-0.2392408,-1.1577516,-1.8604758,0.68503684,-1.267492,-1.7914122,1.5796784,1.1439966,-1.7675486,-0.71778613,-0.5905403,-1.1557317,-1.5915226,0.8963947,-0.5584893,-1.3625562,0.66892797,1.084881,0.8450806,1.673801,0.6343987,0.3275778,0.4416919,1.6305276,1.3366365,1.4706955,0.5987402,0.5000032,-0.50189334,-0.1578518,0.38080132,0.35933688,-0.44601852,0.37728342,-0.11240955,0.90555555,0.26343998,-0.4396317,-0.26088977,1.6311873,1.318726,-0.48705065,-0.041761413,1.2421088,-0.36304587,0.14832647,-1.3201919,-1.030256,1.5506965,-1.3201919,-1.030256,1.5506965
-2.1129708,1.4044278,-0.89143664,-1.2473946,0.24264559,-1.2029893,1.2934165,1.2154262,-0.025373487,1.6948085,-0.06344107,1.1095095,0.9935652,1.058692,0.4535638,-1.4845064,1.227736,-0.017272055,-1.0494664,-0.55924684,-0.38940483,-0.15627244,-1.330179,-1.7449887,-0.029984295,-1.1359924,-1.5466133,1.7748163,0.8854276,-1.3277028,-0.3017946,-0.63505757,-1.1682643,-1.2159903,0.76568246,-0.4587158,-1.4658083,0.46961707,1.2466968,1.0766441,1.4163941,1.0263337,0.047161832,0.62105024,1.7250265,1.4703047,1.3873327,0.4022993,0.27940038,-0.52214575,-0.5789752,0.20654406,0.10095301,-0.3353579,-0.02039732,-0.086618856,1.2087988,0.06343398,-0.6142713,-0.13115606,1.5047252,1.2690582,-0.8185812,-0.085521296,1.2998104,-0.5452762,-0.23708929,-1.8672299,-0.83784544,1.7723358,-1.8672299,-0.83784544,1.7723358
1.4050211,-1.7340637,-0.31309482,0.055405945,-1.1198812,0.5019916,-1.0982494,-1.4247261,0.16594967,-1.834277,0.20687346,-0.1496155,0.3939774,0.05042243,0.83010924,0.58416426,0.1502417,0.547448,-0.082820475,-0.35941577,-0.5179827,-0.4452545,0.2095399,1.2320442,0.5992592,1.4526936,1.7662356,-0.58732176,0.27934006,-0.04205829,1.4921445,1.4313376,0.5073589,0.6184893,-0.4155829,-0.5031585,-0.064871736,0.83104414,0.33065528,0.385909,0.046238884,-0.21447632,1.093183,-0.5932722,0.041178737,0.25060314,0.23663066,0.76001567,1.0107962,-0.15794495,1.112672,1.1189598,0.78286546,-0.9521099,1.0328809,0.8271066,0.40190473,0.9217209,0.89332986,-0.78601366,-0.10493942,0.1329143,1.0156274,0.73746544,0.3301707,-0.73546463,0.7559156,1.201576,0.107631885,-1.5035102,1.201576,0.107631885,-1.5035102
0.24326988,0.24264441,2.1662261,0.068219215,0.3243529,-0.25798053,-0.3322752,-0.13969079,-0.7503266,-1.7907871,1.4343419,0.2791984,-0.64755,0.6609122,-0.07592714,-0.88545895,-1.2991782,0.989618,0.1297802,0.7771331,0.80359936,-0.59584326,1.3344178,0.35159293,0.8610983,-0.5453785,1.3726285,0.5705669,-0.8578728,0.7170885,0.49965313,0.30033427,-1.0127541,0.71443206,1.494879,-0.06843227,-0.87785286,1.5990592,0.22617275,-0.03807035,0.09167567,0.21838692,0.021918066,1.3590097,0.6621699,0.81538975,-0.37155885,0.054322343,0.20357895,-0.36867905,1.3171995,0.5157274,0.3196018,-0.3402387,0.92103565,1.0179065,1.2644881,0.26041463,0.8282545,-0.5493785,-0.48924017,0.7413733,0.17076962,1.3773121,0.35762566,-0.59854686,0.38228756,0.14776865,1.4497031,-0.0038807746,0.14776865,1.4497031,-0.0038807746
-1.3139306,0.87355244,0.4274151,-0.7202866,0.29985794,-0.7828224,0.7243194,0.66781753,-0.41305813,0.24609438,0.60089254,0.77936447,0.38375628,1.0280797,0.16113877,-1.2944012,0.21814765,0.34399632,-0.6358222,1.5810132e-05,0.03923679,-0.32083884,-0.26999143,-0.90526044,0.20672694,-0.9202607,-0.34449184,1.3525944,0.11788851,-0.4160045,0.07013288,-0.2933707,-1.1414253,-0.37579757,1.0761297,-0.28726617,-0.9905694,0.59274095,0.82474613,0.53967637,0.8068099,0.5692576,-0.13388696,0.7672458,0.8987319,0.93791574,0.64399827,-0.22888635,0.09745228,-0.36641464,-0.08529174,0.05435913,0.11526041,-0.12771015,0.21120977,-0.10066518,1.168812,0.044666868,-0.13189766,-0.20667365,0.5921073,0.8974278,-0.520474,0.36041686,0.8476841,-0.5768965,-0.034971118,-1.1979579,0.044057213,1.1408838,-1.1979579,0.044057213,1.1408838
1.366765,-2.1681457,1.2689208,0.4534727,-0.8420347,0.8905201,-1.1529006,-1.7231883,-0.56876343,-3.1081083,1.0627497,-0.34547862,0.0008137226,0.55265635,0.2291112,0.39840466,-0.7467493,0.7126631,0.038486302,0.2627691,-0.23859756,-0.54287034,1.0952264,1.7736752,0.37119886,1.3368937,2.7480783,-0.5706742,-0.66245645,1.053905,1.8541248,1.4546052,0.24552646,1.5008502,0.07798961,-0.3404549,-0.28512704,1.8912344,0.31174177,0.33921698,-0.6302378,-0.11099874,1.0750766,0.12688853,0.17915958,0.52318573,-0.24657936,0.7656963,0.7755512,-0.113804534,1.8021154,1.0704594,0.65350026,-1.2128602,1.368283,1.671317,1.08989,0.7241332,1.2290766,-0.9187701,-0.6823137,0.11541446,0.9631542,1.5009567,0.5136396,-0.816829,0.50210273,1.1773587,0.9986201,-1.5202467,1.1773587,0.9986201,-1.5202467
0.88833845,-0.76012975,0.85960937,0.062573195,-0.42907056,0.12304813,-0.7536729,-0.80326575,-0.24856134,-1.8003393,0.782158,0.05627194,-0.12479341,0.30694625,0.4156592,-0.110860586,-0.552997,0.7744182,0.03827688,0.1838059,0.13629448,-0.52179205,0.75738025,0.808145,0.76219904,0.49364138,1.5685065,-0.046488076,-0.25106788,0.298909,0.997959,0.89522547,-0.21668518,0.64646333,0.5028789,-0.1563285,-0.3383448,1.10171,0.29006433,0.16737816,0.035144925,-0.19907369,0.6613885,0.25661087,0.18031631,0.46264064,-0.083408415,0.35746342,0.48424077,-0.10780874,1.2673577,0.7789084,0.4012578,-0.5465256,1.0049444,0.8835615,0.7201462,0.44282547,0.82070327,-0.7142141,-0.3257686,0.18078287,0.47695148,0.96019024,0.26500168,-0.5593904,0.508832,0.767994,0.7161699,-0.85151863,0.767994,0.7161699,-0.85151863
