epoch,train_loss,val_loss,lr,batches_per_epoch,effective_epochs,effective_updates
1,0.9550231695175171,0.9043278694152832,0.0008,16,60,960
2,0.6978413462638855,0.5630385875701904,0.0008,16,60,960
3,0.44318196177482605,0.41585567593574524,0.0008,16,60,960
4,0.367181658744812,0.3833385705947876,0.0008,16,60,960
5,0.3519953787326813,0.37544143199920654,0.0008,16,60,960
6,0.3465481102466583,0.37074750661849976,0.0008,16,60,960
7,0.3441411852836609,0.36871808767318726,0.0008,16,60,960
8,0.343399316072464,0.36828815937042236,0.0008,16,60,960
9,0.3430248498916626,0.36768636107444763,0.0008,16,60,960
10,0.3425626754760742,0.367608904838562,0.0008,16,60,960
11,0.3422152101993561,0.3672219514846802,0.0008,16,60,960
12,0.3424791395664215,0.3677503764629364,0.00068,16,60,960
13,0.34173309803009033,0.36692240834236145,0.00068,16,60,960
14,0.34221360087394714,0.36751270294189453,0.00068,16,60,960
15,0.34279850125312805,0.36715877056121826,0.00068,16,60,960
16,0.34246549010276794,0.36722898483276367,0.00068,16,60,960
17,0.3425323963165283,0.36724090576171875,0.00068,16,60,960
18,0.34295856952667236,0.3671388328075409,0.00068,16,60,960
19,0.342197060585022,0.3672868013381958,0.00068,16,60,960
20,0.3422729969024658,0.36717480421066284,0.00068,16,60,960
21,0.34322234988212585,0.3678674101829529,0.00068,16,60,960
22,0.34251996874809265,0.3668489456176758,0.00068,16,60,960
