,missing_edges,extra_edges,correct_edges,orientation_errors,partial_orientations,correct_orientations,shd_strict,shd_partial,shd_edges_only,edge_precision,edge_recall,edge_f1,endpoint_precision,endpoint_recall,endpoint_f1,orientation_accuracy,interventional_agreement
1,1.0,4.0,6.0,0.0,2.0,4.0,7.0,5.0,5.0,0.6,0.8571428571428571,0.7058823529411764,0.5,0.7142857142857143,0.588235294117647,0.0,0.0
2,1.0,3.0,5.0,0.0,2.0,3.0,6.0,4.0,4.0,0.625,0.8333333333333334,0.7142857142857143,0.5,0.6666666666666666,0.5714285714285715,0.0,0.0
3,3.0,4.0,2.0,0.0,1.0,1.0,8.0,7.0,7.0,0.3333333333333333,0.4,0.3636363636363636,0.25,0.3,0.2727272727272727,0.0,0.0
4,2.0,6.0,4.0,1.0,2.0,1.0,11.0,9.0,8.0,0.4,0.6666666666666666,0.5,0.25,0.4166666666666667,0.3125,0.0,0.0
5,2.0,3.0,3.0,1.0,0.0,2.0,6.0,6.0,5.0,0.5,0.6,0.5454545454545454,0.4166666666666667,0.5,0.45454545454545453,0.0,0.0
mean,1.8,4.0,4.0,0.4,1.4,2.2,7.6,6.2,5.8,0.4916666666666667,0.6714285714285715,0.56585179526356,0.38333333333333336,0.5195238095238095,0.4398873185637891,0.0,0.0
std,0.8366600265340756,1.224744871391589,1.5811388300841898,0.5477225575051662,0.8944271909999159,1.3038404810405297,2.073644135332772,1.9235384061671346,1.6431676725154984,0.125554326444328,0.1867492528678817,0.14771998250673318,0.12638125740085918,0.17228950481497052,0.14465052182895866,0.0,0.0
