fold,target_mode,status,reason,num_pairs_total,num_pairs_valid,mean_abs_delta,median_abs_delta,corr_aligned_vs_sem,same_sign_rate,same_sign_rate_strong_effect,num_pairs_strong_effect,same_sign_rate_sem_effect_present,num_pairs_sem_effect_present
1,sem_truth,skipped,Alignment output file not found: outputs/experiments/linear_sem_tabular_mlp_no_align/1/alignment_results.csv,0,0,,,,,,0,,0
2,sem_truth,skipped,Alignment output file not found: outputs/experiments/linear_sem_tabular_mlp_no_align/2/alignment_results.csv,0,0,,,,,,0,,0
3,sem_truth,skipped,Alignment output file not found: outputs/experiments/linear_sem_tabular_mlp_no_align/3/alignment_results.csv,0,0,,,,,,0,,0
4,sem_truth,skipped,Alignment output file not found: outputs/experiments/linear_sem_tabular_mlp_no_align/4/alignment_results.csv,0,0,,,,,,0,,0
5,sem_truth,skipped,Alignment output file not found: outputs/experiments/linear_sem_tabular_mlp_no_align/5/alignment_results.csv,0,0,,,,,,0,,0
