fold,target_mode,status,reason,num_pairs_total,num_pairs_valid,mean_abs_delta,median_abs_delta,corr_aligned_vs_sem,same_sign_rate,same_sign_rate_strong_effect,num_pairs_strong_effect,same_sign_rate_sem_effect_present,num_pairs_sem_effect_present
1,observable_state,ok,,30,30,0.1926533573036772,0.04208928718299976,0.9317015400054063,0.26666666666666666,0.5333333333333333,15,0.7272727272727273,11
2,observable_state,ok,,30,30,0.2186899874384298,0.0527431413024092,0.8108775162192076,0.23333333333333334,0.3888888888888889,18,0.7777777777777778,9
3,observable_state,ok,,30,30,0.22263507305482816,0.03482593809728002,0.7693286133598324,0.23333333333333334,0.5384615384615384,13,0.875,8
4,observable_state,ok,,30,30,0.6058616072752993,0.019582793641099855,0.11599490034309887,0.23333333333333334,0.6363636363636364,11,0.875,8
5,observable_state,ok,,30,30,0.22883357786510458,0.04173048976668829,0.8583496052071562,0.23333333333333334,0.4117647058823529,17,0.875,8
