epoch,train_loss,val_loss,lr,batches_per_epoch,effective_epochs,effective_updates
1,1.0122029781341553,0.8751094341278076,0.001,16,40,640
2,0.8407691121101379,0.7189772129058838,0.001,16,40,640
3,0.6626371741294861,0.5515116453170776,0.001,16,40,640
4,0.49507734179496765,0.41841527819633484,0.001,16,40,640
5,0.3852378726005554,0.3536081314086914,0.001,16,40,640
6,0.33497464656829834,0.32055020332336426,0.001,16,40,640
7,0.30452728271484375,0.29847538471221924,0.001,16,40,640
8,0.2851813733577728,0.28468599915504456,0.001,16,40,640
9,0.27154475450515747,0.2747753858566284,0.001,16,40,640
10,0.2625688314437866,0.26755866408348083,0.00085,16,40,640
11,0.25688010454177856,0.26334458589553833,0.00085,16,40,640
12,0.25442665815353394,0.25975173711776733,0.00085,16,40,640
13,0.25029608607292175,0.25680702924728394,0.00085,16,40,640
14,0.2478588968515396,0.25488150119781494,0.00085,16,40,640
15,0.24646919965744019,0.2531355917453766,0.00085,16,40,640
16,0.24558694660663605,0.25211101770401,0.00085,16,40,640
17,0.2455679476261139,0.25143304467201233,0.00085,16,40,640
18,0.24531662464141846,0.2511194944381714,0.00085,16,40,640
19,0.24449247121810913,0.25054308772087097,0.00085,16,40,640
20,0.24354882538318634,0.2504003047943115,0.0007224999999999999,16,40,640
21,0.24402572214603424,0.25031769275665283,0.0007224999999999999,16,40,640
22,0.2431684136390686,0.2502155005931854,0.0007224999999999999,16,40,640
23,0.24386170506477356,0.25016531348228455,0.0007224999999999999,16,40,640
24,0.24344715476036072,0.24997979402542114,0.0007224999999999999,16,40,640
25,0.2443421185016632,0.24997811019420624,0.0007224999999999999,16,40,640
26,0.2427552491426468,0.24998798966407776,0.0007224999999999999,16,40,640
27,0.2441558539867401,0.2500660717487335,0.0007224999999999999,16,40,640
28,0.2439604252576828,0.24990585446357727,0.0007224999999999999,16,40,640
29,0.24309250712394714,0.25035151839256287,0.0007224999999999999,16,40,640
30,0.24350079894065857,0.2498038113117218,0.000614125,16,40,640
31,0.242913156747818,0.24991117417812347,0.000614125,16,40,640
32,0.24407319724559784,0.24978405237197876,0.000614125,16,40,640
33,0.24262045323848724,0.24988752603530884,0.000614125,16,40,640
34,0.24406075477600098,0.24977362155914307,0.000614125,16,40,640
35,0.24361176788806915,0.2497510313987732,0.000614125,16,40,640
36,0.24248914420604706,0.24995559453964233,0.000614125,16,40,640
