input_0,input_1,input_2,input_grad_0,input_grad_1,input_grad_2,output_0,output_1,output_2
0.039880093,-0.920906,-0.55458045,2.6624136,-0.043711454,-0.0064079016,0.0361289,0.026918184,0.015924513
-0.7843015,1.456915,0.2990504,0.99603665,0.25678667,-0.05937009,-0.26737592,-0.26625937,-0.28462455
-0.0039501055,-1.3256515,1.1955099,5.1122794,-0.12403083,0.025031522,-0.026914287,-0.0032008365,-0.024886545
1.192943,0.7596952,0.36023694,1.2153276,-0.6082416,0.1171533,0.53415084,0.51487315,0.5430776
0.008823962,1.3057772,1.1121912,1.1396152,-0.0071376003,-0.01523545,-0.010729041,-0.010239959,-0.014138784
-1.0202388,0.628142,-0.34838074,1.2108252,0.57563055,-0.20560923,-0.4750065,-0.43504918,-0.37787
-1.1021425,-0.28811896,1.2028441,1.9578328,1.0921025,-0.2561441,-0.7661642,-0.71804756,-0.9687198
-0.10715232,-0.96911824,-0.990239,2.6939845,0.2898011,-0.08558483,-0.11544433,-0.11154605,-0.07383256
-0.6234826,-0.2493199,0.53477746,1.9929276,0.46398097,-0.1455001,-0.4509306,-0.43314356,-0.47506085
-0.4495873,-1.6083434,0.25543553,7.2451925,5.3894234,-0.184899,-1.1587812,-1.1062809,-1.1240724
-0.43290395,-0.32664117,-0.50435585,1.9353862,0.37189326,-0.14002484,-0.31521943,-0.3003016,-0.25506157
1.2012988,0.8721564,0.7554673,1.2181735,-0.5492301,0.083682075,0.50925195,0.49155048,0.5752633
0.25613675,-0.92077523,0.82963383,3.0272627,-0.6252799,0.007986337,0.22690283,0.21591502,0.26685885
-0.60113686,-0.98974544,0.28767344,3.0981379,1.7081228,-0.15414627,-0.63028795,-0.6036194,-0.6144905
-0.81526804,1.5940093,0.5722196,0.95151234,0.39752865,-0.027718278,-0.25375336,-0.26074603,-0.30135044
-0.3004083,0.21980664,-0.542743,1.5008353,0.24191774,-0.13273117,-0.172403,-0.15866983,-0.14244546
2.0466132,1.3333515,0.053705975,1.0054363,-0.49849567,0.32416308,0.7001926,0.68078744,0.6819936
-0.27835092,-1.3833041,-1.4837288,4.4028196,2.0536335,-0.31549263,-0.5233067,-0.4695527,-0.2223309
