input_0,input_1,input_2,input_grad_0,input_grad_1,input_grad_2,output_0,output_1,output_2
0.08345651,-1.500586,-0.18477227,5.934957,-0.63010573,0.0064634606,0.14608055,0.13355878,0.13431153
0.24620788,-1.5633461,-0.0040966687,6.6563373,-2.3189232,0.13021348,0.53782517,0.50540566,0.49638644
-2.4881096,-1.1924487,0.4849085,4.1156154,10.038685,-1.2613823,-3.5481927,-3.3907316,-3.7517598
-0.46295717,1.734901,0.04045026,0.94212466,0.08049959,-0.040456925,-0.19293103,-0.18329404,-0.15546623
-1.0882443,-0.9525996,-0.23759218,3.0953233,3.2557948,-0.42281005,-1.2349395,-1.1710494,-1.027044
-0.7472783,-1.0234026,0.38102764,3.5983844,2.7130508,-0.28290552,-0.9176612,-0.8720615,-0.9389973
0.20851502,-1.6491209,1.1861225,8.247598,-2.3362322,0.060517758,0.47674608,0.45837027,0.6283883
-0.12337298,1.2120657,0.88248074,1.2177773,-0.0038037226,0.03406419,-0.06858343,-0.063765496,-0.05554162
-1.4366393,1.4854887,-0.17831752,0.86750257,0.3368429,-0.12894326,-0.5212699,-0.49442688,-0.43548128
0.86090463,-0.19700567,-0.52693003,1.6252686,-0.7719221,0.19015226,0.52086437,0.49545303,0.3873755
0.6074685,1.3959812,0.36864173,1.0996032,-0.21360353,0.106404886,0.20104073,0.19112733,0.21226975
-0.8940927,1.1117642,1.5454719,1.2706096,0.3139193,-0.033863157,-0.37020367,-0.34565148,-0.44637978
0.6350228,1.4018375,-1.2184112,0.89185166,-0.15276146,0.064287975,0.18914239,0.180778,0.11709405
-0.024099082,-1.5410223,-0.72688156,5.8523846,0.23123506,-0.07314727,-0.07775998,-0.07732883,-0.039193586
1.882071,-1.374182,0.054732386,5.0233808,-11.769211,1.1825013,3.310044,3.1494865,3.076148
2.2514653,-0.9324728,1.5961096,3.8065095,-8.131331,0.64797527,2.4113338,2.2947316,3.30831
0.085494906,0.63164824,0.44868386,1.3916638,-0.061042514,0.05521792,0.022609487,0.023818443,0.035765823
-0.12783942,1.422704,1.2525219,1.1824534,-0.010466084,0.044098705,-0.065033115,-0.060719185,-0.05467549
-0.99523485,-1.3358418,-1.4103063,3.9984794,4.6843486,-0.45505023,-1.6761239,-1.5777458,-0.8391152
3.5270126,1.2764006,1.5093776,1.3471136,-0.9359255,0.41509026,1.2881683,1.2409999,1.6965948
-0.5600076,0.455184,-1.7328714,1.1741805,0.221475,-0.049786597,-0.28779647,-0.2759586,-0.15773997
-0.25522366,1.2545115,1.2497311,1.2344065,0.042002358,0.031231947,-0.11493453,-0.1071035,-0.11491322
0.1274373,1.307496,-0.65359557,0.9925344,-0.053310376,0.021922562,0.013420716,0.0144169275,0.016538978
0.84456867,-0.16498853,0.43569446,1.8043967,-0.789646,0.2019142,0.52079475,0.4935744,0.5344918
0.69435465,1.4988092,-1.5881233,0.83227926,-0.14488237,0.052615993,0.20260541,0.19206974,0.10739591
1.8194463,-0.8635221,0.07139959,2.850503,-5.056182,0.6687981,1.7806363,1.6898886,1.6675187
-0.48017153,0.0014408227,1.7060089,2.0054808,0.46724507,-0.023547053,-0.29082787,-0.2680129,-0.37286124
-0.71051973,0.8627702,0.8755644,1.3011737,0.26718974,-0.046082117,-0.32373694,-0.30370244,-0.3441188
0.3057,0.061178733,-0.25430375,1.5667368,-0.22316395,0.08036117,0.1525416,0.14748254,0.13129422
1.2781266,-0.5061634,1.1053945,2.2758744,-2.047302,0.25854373,0.9540783,0.8994776,1.1738262
-0.47141144,-1.4963478,-0.80448043,5.381458,3.4641693,-0.38143823,-1.0089973,-0.9534779,-0.64174944
-1.3648472,0.059702072,-0.28876498,1.435419,0.9781406,-0.21548915,-0.7773417,-0.736537,-0.63421726
0.58860433,-0.5648185,0.28927368,2.3161347,-0.93763864,0.17160597,0.4577645,0.4321745,0.45476833
-0.66928816,0.15928608,1.0194526,1.7323867,0.5055975,-0.06837769,-0.38328832,-0.35893783,-0.43534175
-0.014239603,0.56850547,0.4651193,1.4245584,-0.012533169,0.03996227,-0.023842096,-0.020046154,-0.011222882
-0.0784825,-0.03126273,-1.7379074,1.4307833,0.015077315,-0.018256322,-0.06023199,-0.06024622,-0.04122305
0.7699614,1.5867862,1.3469417,1.1281087,-0.26520362,0.10349448,0.26737684,0.25266784,0.32461572
0.07788576,0.33566263,0.69601095,1.5840039,-0.05392948,0.05735971,0.029051393,0.0300487,0.04286235
-1.6434805,-1.1659863,0.0387599,3.8980467,6.969315,-0.84060186,-2.2981017,-2.1848986,-2.1226604
-1.3598063,0.56332237,1.4721916,1.4746773,0.7652623,-0.16583428,-0.6486734,-0.60824513,-0.8146774
-0.4769722,0.33784243,-1.2852165,1.2669046,0.20993751,-0.053745814,-0.26050478,-0.24703068,-0.16132939
-1.1451856,-1.5666223,-1.0628593,5.1854773,7.943267,-0.8834784,-2.5468996,-2.3864255,-1.509885
0.96391886,1.2802203,-1.1402886,0.9196079,-0.23876935,0.10959542,0.31553745,0.30145,0.19863501
0.20689623,0.31496754,1.5110421,1.6915033,-0.13386795,0.07323848,0.11231695,0.109102145,0.14894801
-0.6353064,0.83239436,0.26759464,1.2348619,0.22366862,-0.05718851,-0.29744977,-0.27956125,-0.27481493
-0.9086718,-1.1134263,1.5859379,4.4564157,4.003833,-0.23200274,-1.2056488,-1.1396443,-1.6463292
-0.1880162,-0.0506293,-1.3979291,1.4867907,0.1012792,-0.031155273,-0.12856545,-0.122691624,-0.07954912
0.727468,0.0018929177,1.4601094,1.8233074,-0.59859765,0.1302259,0.43237853,0.4094303,0.54584676
-1.1334411,-1.4976348,0.6972582,5.935669,8.4858465,-0.50958407,-2.3418515,-2.2298698,-2.61062
1.4103858,-0.9707567,-0.97760093,2.73518,-3.9613445,0.42334256,1.5369428,1.455094,0.8879965
-0.16108297,-0.42430007,0.74679106,2.2978177,0.2575506,-0.0033899099,-0.1333236,-0.12440367,-0.1397813
-0.5228836,0.07895378,0.4678552,1.6985568,0.39888555,-0.064024344,-0.31556314,-0.2960645,-0.31444672
0.33802935,-0.76097137,0.91093117,2.8944476,-0.72695947,0.10298949,0.3023876,0.28431872,0.3598605
-0.20255926,0.3899653,0.81995183,1.5726523,0.108347274,0.015884109,-0.11516461,-0.10608031,-0.1138287
-0.5782135,0.56578296,0.7274254,1.4335078,0.27442902,-0.042276874,-0.29102027,-0.2725813,-0.30113277
-0.6043306,1.1634089,-0.90469176,0.9870246,0.16090932,-0.06376465,-0.25941157,-0.24543197,-0.17822146
