,missing_edges,extra_edges,correct_edges,orientation_errors,partial_orientations,correct_orientations,shd_strict,shd_partial,shd_edges_only,edge_precision,edge_recall,edge_f1,endpoint_precision,endpoint_recall,endpoint_f1,orientation_accuracy,interventional_agreement
1,1.0,1.0,6.0,0.0,2.0,4.0,4.0,2.0,2.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.0,0.0
2,1.0,3.0,5.0,0.0,0.0,5.0,4.0,4.0,4.0,0.625,0.8333333333333334,0.7142857142857143,0.625,0.8333333333333334,0.7142857142857143,0.0,0.0
3,1.0,3.0,4.0,1.0,0.0,3.0,5.0,5.0,4.0,0.5714285714285714,0.8,0.6666666666666666,0.5,0.7,0.5833333333333334,0.0,0.0
4,1.0,1.0,5.0,0.0,2.0,3.0,4.0,2.0,2.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0
5,0.0,1.0,5.0,1.0,0.0,4.0,2.0,2.0,1.0,0.8333333333333334,1.0,0.9090909090909091,0.75,0.9,0.8181818181818182,1.0,1.0
mean,0.8,1.8,5.0,0.4,0.8,3.8,3.8,3.0,2.6,0.7440476190476192,0.8647619047619048,0.7961038961038962,0.6511904761904762,0.7628571428571428,0.6993506493506494,0.4,0.4
std,0.4472135954999579,1.0954451150103324,0.7071067811865476,0.5477225575051662,1.0954451150103324,0.8366600265340756,1.0954451150103321,1.4142135623730951,1.3416407864998738,0.13481847205840625,0.07828953761953297,0.10164406291722464,0.09686116955622853,0.09916888181370914,0.085286604099002,0.5477225575051662,0.5477225575051662
