,missing_edges,extra_edges,correct_edges,orientation_errors,partial_orientations,correct_orientations,shd_strict,shd_partial,shd_edges_only,edge_precision,edge_recall,edge_f1,endpoint_precision,endpoint_recall,endpoint_f1,orientation_accuracy,interventional_agreement
1,1.0,0.0,12.0,5.0,7.0,0.0,13.0,6.0,1.0,1.0,0.9230769230769231,0.9600000000000001,0.5,0.46153846153846156,0.48000000000000004,0.0,0.2692307692307692
2,4.0,0.0,9.0,5.0,3.0,1.0,12.0,9.0,4.0,1.0,0.6923076923076923,0.8181818181818181,0.5555555555555556,0.38461538461538464,0.4545454545454546,0.1111111111111111,0.19230769230769232
3,5.0,0.0,8.0,3.0,4.0,1.0,12.0,8.0,5.0,1.0,0.6153846153846154,0.761904761904762,0.5625,0.34615384615384615,0.4285714285714286,0.125,0.23076923076923078
4,3.0,0.0,10.0,4.0,6.0,0.0,13.0,7.0,3.0,1.0,0.7692307692307693,0.8695652173913044,0.5,0.38461538461538464,0.4347826086956522,0.0,0.23076923076923078
5,5.0,3.0,8.0,6.0,2.0,0.0,16.0,14.0,8.0,0.7272727272727273,0.6153846153846154,0.6666666666666667,0.36363636363636365,0.3076923076923077,0.33333333333333337,0.0,0.07692307692307693
mean,3.6,0.6,9.4,4.6,4.4,0.4,13.2,8.8,4.2,0.9454545454545455,0.7230769230769231,0.8152636928289103,0.4963383838383838,0.37692307692307697,0.42624656502917374,0.04722222222222222,0.2
std,1.6733200530681511,1.3416407864998738,1.6733200530681511,1.140175425099138,2.073644135332772,0.5477225575051662,1.6431676725154984,3.1144823004794873,2.5884358211089573,0.12196734422726124,0.12871692715908856,0.1104921052977657,0.07987595681872209,0.05704768066996665,0.055680778943789415,0.06484787516627084,0.07398224639104363
