,missing_edges,extra_edges,correct_edges,orientation_errors,partial_orientations,correct_orientations,shd_strict,shd_partial,shd_edges_only,edge_precision,edge_recall,edge_f1,endpoint_precision,endpoint_recall,endpoint_f1,orientation_accuracy,interventional_agreement
1,0.0,2.0,5.0,1.0,2.0,2.0,5.0,3.0,2.0,0.7142857142857143,1.0,0.8333333333333333,0.5,0.7,0.5833333333333334,0.4,0.6
2,0.0,3.0,5.0,3.0,1.0,1.0,7.0,6.0,3.0,0.625,1.0,0.7692307692307693,0.375,0.6,0.4615384615384615,0.2,0.3
3,0.0,3.0,5.0,3.0,0.0,2.0,6.0,6.0,3.0,0.625,1.0,0.7692307692307693,0.4375,0.7,0.5384615384615384,0.4,0.4
4,1.0,3.0,4.0,3.0,1.0,0.0,8.0,7.0,4.0,0.5714285714285714,0.8,0.6666666666666666,0.2857142857142857,0.4,0.3333333333333333,0.0,0.1
5,1.0,5.0,4.0,3.0,1.0,0.0,10.0,9.0,6.0,0.4444444444444444,0.8,0.5714285714285714,0.2222222222222222,0.4,0.2857142857142857,0.0,0.1
mean,0.4,3.2,4.6,2.6,1.0,1.0,7.2,6.2,3.6,0.596031746031746,0.9199999999999999,0.7219780219780219,0.36408730158730157,0.5599999999999999,0.4404761904761905,0.2,0.3
std,0.5477225575051662,1.0954451150103321,0.5477225575051662,0.8944271909999161,0.7071067811865476,1.0,1.9235384061671346,2.1679483388678804,1.5165750888103102,0.09905345360816918,0.1095445115010332,0.10318688470443181,0.11208122414681429,0.15165750888103097,0.1283391502520607,0.2,0.21213203435596426
