epoch,train_loss,val_loss,train_mae,val_mae,train_r2,val_r2,lr,epoch_seconds,cumulative_updates,batches_per_epoch,effective_epochs,effective_updates
1,0.8419870138168335,0.5571635365486145,0.5838536376953125,0.4268151041666667,0.158455242600391,0.5016252595622467,0.0006,18.151805957999997,16,16,80,1280
2,0.29350507259368896,0.18641114234924316,0.36031453450520834,0.2739078369140625,0.7037986199770121,0.833209050193279,0.0006,0.07835129200000068,32,16,80,1280
3,0.12609432637691498,0.12502151727676392,0.24080855305989585,0.23988834635416667,0.8735928616873484,0.8881737522881875,0.0006,0.07627450000000024,48,16,80,1280
4,0.1019960567355156,0.1119978055357933,0.2255366007486979,0.22934041341145833,0.8977056145545584,0.8998546151086847,0.0006,0.0739353749999978,64,16,80,1280
5,0.0901043564081192,0.10090719163417816,0.209745849609375,0.2088184814453125,0.9096539401910722,0.9097568228385717,0.0006,0.0744837500000024,80,16,80,1280
6,0.08324282616376877,0.09353573620319366,0.1975767618815104,0.20091255696614582,0.9164025768124079,0.9163643169603979,0.0006,0.07193383400000286,96,16,80,1280
7,0.07889305055141449,0.08439892530441284,0.19172941080729167,0.19461309814453126,0.9212473947949699,0.9245523929659257,0.0006,0.07670616699999755,112,16,80,1280
8,0.07524813711643219,0.07931347191333771,0.18769856770833335,0.19050130208333332,0.9248973524597522,0.9291322128398016,0.0006,0.07642587500000175,128,16,80,1280
9,0.07329396158456802,0.07942451536655426,0.18505800374348957,0.18927602132161458,0.9265989959679192,0.9290272886040112,0.0006,0.07517245800000083,144,16,80,1280
10,0.07317255437374115,0.07573212683200836,0.1850472412109375,0.1901406453450521,0.9268425279791692,0.9323579544465387,0.0006,0.07641775000000095,160,16,80,1280
11,0.07077468931674957,0.07613053917884827,0.1817894490559896,0.1827589111328125,0.9291444314889021,0.9319972518517515,0.0006,0.07771349999999799,176,16,80,1280
12,0.07064373046159744,0.07003682851791382,0.1806673583984375,0.1802889404296875,0.9296153455010356,0.9374577516690816,0.0006,0.07458945800000194,192,16,80,1280
13,0.06959395855665207,0.06946084648370743,0.17950439453125,0.17562420654296876,0.9300441960092655,0.9379843293395813,0.0006,0.073565416000001,208,16,80,1280
14,0.06807666271924973,0.06800450384616852,0.17694173177083333,0.17640061442057292,0.9319031682030463,0.9393029592482669,0.0006,0.07937870800000013,224,16,80,1280
15,0.06656095385551453,0.0666024386882782,0.17374127197265626,0.1734044189453125,0.9333455693628947,0.9405584548543058,0.0006,0.07405070799999791,240,16,80,1280
16,0.06605476140975952,0.06488938629627228,0.17220912679036457,0.17198347981770834,0.9340661847215402,0.9420916133802459,0.0005099999999999999,0.07937620899999942,256,16,80,1280
17,0.06514951586723328,0.06608019769191742,0.170730712890625,0.17221223958333334,0.9348193206326867,0.9410369191746653,0.0005099999999999999,0.07554591699999946,272,16,80,1280
18,0.06440642476081848,0.06412553787231445,0.16949774169921875,0.1707852783203125,0.9354544660619143,0.9427889641644619,0.0005099999999999999,0.07419604100000043,288,16,80,1280
19,0.06483738124370575,0.06355662643909454,0.169919677734375,0.16919388834635415,0.9353383167048672,0.9433005571978437,0.0005099999999999999,0.07837445800000253,304,16,80,1280
20,0.06421364098787308,0.06317123770713806,0.1681611531575521,0.1683965555826823,0.9360057331403838,0.9436574920710895,0.0005099999999999999,0.07608412500000128,320,16,80,1280
21,0.06402932107448578,0.06251673400402069,0.16858472696940105,0.16626885986328124,0.9359957171556561,0.9442253739564138,0.0005099999999999999,0.07553320799999952,336,16,80,1280
22,0.0638108029961586,0.06187094748020172,0.1668461405436198,0.16501359049479167,0.936152134247608,0.9448275738837291,0.0005099999999999999,0.07544312499999961,352,16,80,1280
23,0.06320589780807495,0.06249810382723808,0.16608079020182293,0.16623478190104166,0.9367877221866049,0.9442753802461719,0.0005099999999999999,0.07760504100000176,368,16,80,1280
24,0.06365102529525757,0.061776936054229736,0.1677087910970052,0.1661355692545573,0.936182141871447,0.9448893917535479,0.0005099999999999999,0.07409787499999965,384,16,80,1280
25,0.06288118660449982,0.06128022074699402,0.16548667399088543,0.16596798706054688,0.9368857720705743,0.9453545737206183,0.0005099999999999999,0.07485816700000214,400,16,80,1280
26,0.06336606293916702,0.06235615164041519,0.16720918782552083,0.16723214721679688,0.93675077591505,0.9443931782871324,0.0005099999999999999,0.07648149999999987,416,16,80,1280
27,0.06286301463842392,0.061087772250175476,0.16540370686848957,0.16537066650390625,0.9370868063298948,0.9455176706691221,0.0005099999999999999,0.07464054200000092,432,16,80,1280
28,0.06282162666320801,0.06202112138271332,0.16524325561523437,0.1654606424967448,0.9372363815533522,0.9447080463223984,0.0005099999999999999,0.07761825000000044,448,16,80,1280
29,0.06294538825750351,0.06170627102255821,0.1657240702311198,0.16600885009765626,0.9370449564361942,0.9449872889616927,0.0005099999999999999,0.0745806249999994,464,16,80,1280
30,0.06288348883390427,0.06103882938623428,0.16475861612955728,0.16556830851236978,0.937455576101206,0.9455477352712524,0.0005099999999999999,0.07482683300000303,480,16,80,1280
31,0.06272340565919876,0.06087484955787659,0.16452871704101563,0.16502360026041665,0.93732620097032,0.9457034556564975,0.0005099999999999999,0.07579562499999781,496,16,80,1280
32,0.06292327493429184,0.06166364625096321,0.16579728190104168,0.16531396484375,0.9369976890011136,0.9450349665271728,0.0004334999999999999,0.07738166699999738,512,16,80,1280
33,0.06236119568347931,0.06099351495504379,0.16402303059895834,0.16327871704101563,0.9375451716731124,0.945604859377127,0.0004334999999999999,0.07508287499999966,528,16,80,1280
