,missing_edges,extra_edges,correct_edges,orientation_errors,partial_orientations,correct_orientations,shd_strict,shd_partial,shd_edges_only,edge_precision,edge_recall,edge_f1,endpoint_precision,endpoint_recall,endpoint_f1,orientation_accuracy,interventional_agreement
1,0.0,3.0,4.0,2.0,0.0,2.0,5.0,5.0,3.0,0.5714285714285714,1.0,0.7272727272727273,0.42857142857142855,0.75,0.5454545454545454,0.0,0.0
2,0.0,5.0,4.0,1.0,0.0,3.0,6.0,6.0,5.0,0.4444444444444444,1.0,0.6153846153846153,0.3888888888888889,0.875,0.5384615384615385,0.5,0.5
3,3.0,4.0,1.0,0.0,0.0,1.0,7.0,7.0,7.0,0.2,0.25,0.22222222222222224,0.2,0.25,0.22222222222222224,1.0,0.5
4,2.0,6.0,2.0,0.0,1.0,1.0,9.0,8.0,8.0,0.25,0.5,0.3333333333333333,0.1875,0.375,0.25,0.0,0.0
5,4.0,5.0,1.0,0.0,1.0,0.0,10.0,9.0,9.0,0.16666666666666666,0.2,0.1818181818181818,0.08333333333333333,0.1,0.0909090909090909,0.0,0.25
mean,1.8,4.6,2.4,0.6,0.4,1.4,7.4,7.0,6.4,0.3265079365079365,0.5900000000000001,0.416006216006216,0.25765873015873014,0.47000000000000003,0.3294094794094794,0.3,0.25
std,1.7888543819998317,1.1401754250991378,1.5165750888103102,0.8944271909999157,0.5477225575051662,1.140175425099138,2.073644135332772,1.5811388300841898,2.4083189157584592,0.1741422487557608,0.39115214431215894,0.2428320738225764,0.14583263146359554,0.3304353189354915,0.20313520300194804,0.44721359549995787,0.25
