,missing_edges,extra_edges,correct_edges,orientation_errors,partial_orientations,correct_orientations,shd_strict,shd_partial,shd_edges_only,edge_precision,edge_recall,edge_f1,endpoint_precision,endpoint_recall,endpoint_f1,orientation_accuracy,interventional_agreement
1,1.0,1.0,4.0,0.0,3.0,1.0,5.0,2.0,2.0,0.8,0.8,0.8000000000000002,0.5,0.5,0.5,0.25,0.5
2,0.0,0.0,5.0,0.0,3.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,0.7,0.7,0.7,0.4,0.7
3,0.0,2.0,5.0,0.0,3.0,2.0,5.0,2.0,2.0,0.7142857142857143,1.0,0.8333333333333333,0.5,0.7,0.5833333333333334,0.4,0.7
4,0.0,0.0,5.0,0.0,3.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,0.7,0.7,0.7,0.4,0.7
5,0.0,0.0,5.0,0.0,3.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,0.7,0.7,0.7,0.4,0.7
mean,0.2,0.6,4.8,0.0,3.0,1.8,3.8,0.8,0.8,0.9028571428571428,0.96,0.9266666666666667,0.6199999999999999,0.6599999999999999,0.6366666666666667,0.37,0.6599999999999999
std,0.44721359549995804,0.8944271909999157,0.44721359549995787,0.0,0.0,0.44721359549995804,1.0954451150103321,1.0954451150103324,1.0954451150103324,0.13642670155786651,0.08944271909999157,0.10110500592068732,0.1095445115010332,0.08944271909999157,0.09159087776022722,0.0670820393249937,0.08944271909999157
