fold,target_mode,status,reason,num_pairs_total,num_pairs_valid,mean_abs_delta,median_abs_delta,corr_aligned_vs_sem,same_sign_rate,same_sign_rate_strong_effect,num_pairs_strong_effect,same_sign_rate_sem_effect_present,num_pairs_sem_effect_present
1,observable_state,ok,,30,30,0.02270613662687155,0.014534599024316308,0.9815936708654226,0.3,0.75,8,1.0,6
2,observable_state,ok,,30,30,0.02296214591256442,0.012265795318152594,0.9826339388439976,0.3,0.5454545454545454,11,1.0,6
3,observable_state,ok,,30,30,0.02223971626083414,0.007972512247209101,0.9665268773302187,0.3,0.75,8,0.8571428571428571,7
4,observable_state,ok,,30,30,0.023628394503981277,0.009707814657210129,0.978251172846475,0.26666666666666666,0.6666666666666666,9,0.8571428571428571,7
5,observable_state,ok,,30,30,0.024602552958703016,0.008540901477159236,0.965029718437982,0.23333333333333334,0.6,10,1.0,6
