,missing_edges,extra_edges,correct_edges,orientation_errors,partial_orientations,correct_orientations,shd_strict,shd_partial,shd_edges_only,edge_precision,edge_recall,edge_f1,endpoint_precision,endpoint_recall,endpoint_f1,orientation_accuracy,interventional_agreement
1,0.0,0.0,5.0,0.0,1.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,0.9,0.9,0.9,0.8,0.9
2,0.0,0.0,5.0,0.0,1.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,0.9,0.9,0.9,0.8,0.9
3,0.0,0.0,5.0,0.0,1.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,0.9,0.9,0.9,0.8,0.9
4,0.0,0.0,5.0,0.0,1.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,0.9,0.9,0.9,0.8,0.9
5,0.0,0.0,5.0,0.0,1.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,0.9,0.9,0.9,0.8,0.9
mean,0.0,0.0,5.0,0.0,1.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,0.9,0.9,0.9,0.8,0.9
std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
