,missing_edges,extra_edges,correct_edges,orientation_errors,partial_orientations,correct_orientations,shd_strict,shd_partial,shd_edges_only,edge_precision,edge_recall,edge_f1,endpoint_precision,endpoint_recall,endpoint_f1,orientation_accuracy,interventional_agreement
1,1.0,1.0,4.0,0.0,3.0,1.0,5.0,2.0,2.0,0.8,0.8,0.8000000000000002,0.5,0.5,0.5,0.25,0.5
2,0.0,0.0,5.0,0.0,3.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,0.7,0.7,0.7,0.4,0.7
3,0.0,2.0,5.0,0.0,4.0,1.0,6.0,2.0,2.0,0.7142857142857143,1.0,0.8333333333333333,0.42857142857142855,0.6,0.5,0.2,0.6
4,0.0,0.0,5.0,0.0,3.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,0.7,0.7,0.7,0.4,0.7
5,0.0,1.0,5.0,2.0,2.0,1.0,5.0,3.0,1.0,0.8333333333333334,1.0,0.9090909090909091,0.5,0.6,0.5454545454545454,0.2,0.4
mean,0.2,0.8,4.8,0.4,3.0,1.4,4.4,1.4,1.0,0.8695238095238095,0.96,0.9084848484848486,0.5657142857142856,0.62,0.5890909090909091,0.29,0.58
std,0.44721359549995804,0.8366600265340756,0.44721359549995787,0.894427190999916,0.7071067811865476,0.5477225575051661,1.3416407864998738,1.3416407864998738,1.0,0.12677760984604752,0.08944271909999157,0.09242175853592245,0.1260061546925711,0.08366600265340754,0.10293221712522296,0.10246950765959599,0.13038404810405296
