fold,treatment,outcome,outcome_role,true_direct,true_total,ate_true,ate_true_std,ate_est,ate_est_std,ate_error,ks_stat,ks_p,effect_by_ate,effect_by_ks,effect_present,pag_predicts_direct,pag_predicts_total,agreement_direct,agreement_total,model_prediction_source,model_ate,model_ate_std,model_ate_error,model_ks_stat,model_ks_p,model_effect_by_ate,model_effect_by_ks,model_effect_present,model_agreement
5,X0,X1,input,True,True,-1.2387609090721061,-1.0013164355962392,-1.2069959795269016,-0.9756401765245878,0.03176492954520449,0.4765,8.031420155926838e-206,True,True,True,True,True,True,True,aligned_observable_state,-1.2387596483919836,-1.0013154165620435,1.2606801225167885e-06,0.4775,1.0076338213355085e-206,True,True,True,True
5,X0,X2,input,False,False,0.04568352633823873,0.04588277372634228,0.0,0.0,-0.04568352633823873,0.035,0.1724962716243393,False,False,False,False,False,True,True,aligned_observable_state,0.04607977506278644,0.04628075067832193,0.0003962487245477084,0.0355,0.1607718238327084,False,False,False,True
5,X0,X3,output,True,True,3.1856297768200763,1.4686904518145831,3.1769201340995243,1.4646749917647466,-0.008709642720551969,0.8955,0.0,True,True,True,True,True,True,True,aligned_observable_state,3.1475940980972617,1.4511546293612134,-0.03803567872281466,1.0,0.0,True,True,True,True
5,X0,X4,output,True,True,0.4847574094591125,0.2947982402745214,0.41260291228163803,0.2509185215105599,-0.07215449717747446,0.1275,1.3998507612211968e-14,True,True,True,False,False,False,False,aligned_observable_state,0.46697819010125896,0.28398606396142884,-0.017779219357853537,0.2095,8.022416149566616e-39,True,True,True,True
5,X0,X5,output,False,True,-4.381149887232364,-1.4122122676911542,-4.33113762593492,-1.3960914019921624,0.05001226129744385,0.817,0.0,True,True,True,False,True,True,True,aligned_observable_state,-4.5391509117609665,-1.4631420443229277,-0.15800102452860276,1.0,0.0,True,True,True,True
5,X1,X0,input,False,False,0.022856600383679912,0.022666066948631294,0.0,0.0,-0.022856600383679912,0.0215,0.7445353818345306,False,False,False,False,False,True,True,aligned_observable_state,0.023875383172414305,0.02367635712774538,0.001018782788734393,0.021,0.770029236885313,False,False,False,True
5,X1,X2,input,False,False,0.01906002970005617,0.019143159472193163,0.0,0.0,-0.01906002970005617,0.015,0.9780895655250116,False,False,False,False,False,True,True,aligned_observable_state,0.018774974157201217,0.018856860667774783,-0.0002850555428549513,0.014,0.9895783885519281,False,False,False,True
5,X1,X3,output,False,False,0.062398676825094285,0.028768045026989948,0.0,0.0,-0.062398676825094285,0.023,0.6655293215356356,True,False,False,True,True,False,False,aligned_observable_state,-0.5264367702372335,-0.24270637584990185,-0.5888354470623277,0.1535,5.74326504626037e-21,True,True,True,False
5,X1,X4,output,False,False,0.03777745319513785,0.02297381433819853,0.0,0.0,-0.03777745319513785,0.0155,0.9699601425241099,False,False,False,False,False,True,True,aligned_observable_state,0.032579135297931765,0.019812532140998484,-0.005198317897206088,0.023,0.6655293215356356,False,False,False,True
5,X1,X5,output,True,True,1.6796842241435495,0.541426504054462,1.7139301562650524,0.5524652785098725,0.03424593212150295,0.278,1.98571665366449e-68,True,True,True,False,True,False,True,aligned_observable_state,0.7765824507420209,0.2503222423427162,-0.9031017734015285,0.1555,1.6526269294362792e-21,True,True,True,True
5,X2,X0,input,False,False,0.013809967651140152,0.013694847268829892,0.0,0.0,-0.013809967651140152,0.0265,0.48382276598146434,False,False,False,False,False,True,True,aligned_observable_state,0.013446023079557876,0.013333936552161595,-0.00036394457158227603,0.026,0.5085995252205004,False,False,False,True
5,X2,X1,input,False,False,0.00806552483257338,0.0065195329602503885,0.0,0.0,-0.00806552483257338,0.02,0.8187536311788122,False,False,False,False,False,True,True,aligned_observable_state,0.008324495863400288,0.006728864678430389,0.00025897103082690894,0.02,0.8187536311788122,False,False,False,True
5,X2,X3,output,False,False,0.03328151712689337,0.015343982148159256,0.0,0.0,-0.03328151712689337,0.029,0.36968362182350656,False,False,False,False,False,True,True,aligned_observable_state,0.050066240167172454,0.023082346048755874,0.016784723040279087,0.024,0.6122516588087653,True,False,False,True
5,X2,X4,output,True,True,1.6698807812891532,1.0155139585005293,1.7267598255149432,1.0501041304485332,0.05687904422579004,0.4685,1.08658258057175e-198,True,True,True,True,True,True,True,aligned_observable_state,1.633625251496527,0.9934656799708369,-0.03625552979262614,0.9985,0.0,True,True,True,True
5,X2,X5,output,False,False,-0.0031592191395338268,-0.0010183372265295287,0.0,0.0,0.0031592191395338268,0.0175,0.9194667579636621,False,False,False,False,False,True,True,aligned_observable_state,-0.03125738232813394,-0.010075450490370832,-0.02809816318860011,0.0245,0.5858212770267918,False,False,False,True
5,X3,X0,input,False,False,0.007075425297031181,0.007016444299698094,0.0,0.0,-0.007075425297031181,0.019,0.8633028038475316,False,False,False,False,False,True,True,aligned_observable_state,0.007217128959121653,0.007156966715013288,0.0001417036620904727,0.0195,0.8416360266077476,False,False,False,True
5,X3,X1,input,False,False,-0.0034353588449565903,-0.002776872638161136,0.0,0.0,0.0034353588449565903,0.026,0.5085995252205004,False,False,False,False,False,True,True,aligned_observable_state,-0.0034881031067004777,-0.002819506931656161,-5.274426174388738e-05,0.0265,0.48382276598146434,False,False,False,True
5,X3,X2,input,False,False,0.023667472770923945,0.023770697773689793,0.0,0.0,-0.023667472770923945,0.0225,0.6921279615281888,False,False,False,False,False,True,True,aligned_observable_state,0.023725513214377193,0.023828991358870254,5.80404434532486e-05,0.0235,0.6388604192561329,False,False,False,True
5,X3,X4,output,True,True,-2.8050218248114485,-1.7058336432829484,-2.7490907148852717,-1.671819943933339,0.05593110992617678,0.4625,1.954319602161041e-193,True,True,True,False,False,False,False,aligned_observable_state,0.025970197023080697,0.015793401467610896,2.830992021834529,0.0255,0.5339072834011876,False,False,False,False
5,X3,X5,output,True,True,-3.826220738341692,-1.2333373668240035,-3.81261725600889,-1.2289524438863775,0.013603482332801953,0.82,0.0,True,True,True,True,True,True,True,aligned_observable_state,-0.014269571097972819,-0.004599628836706714,3.811951167243719,0.0155,0.9699601425241099,False,False,False,False
5,X4,X0,input,False,False,0.025688969681218338,0.02547482551480428,0.0,0.0,-0.025688969681218338,0.0235,0.6388604192561329,False,False,False,False,False,True,True,aligned_observable_state,0.02601131938994368,0.025794488104874207,0.00032234970872534185,0.0235,0.6388604192561329,False,False,False,True
5,X4,X1,input,False,False,0.02254970893008491,0.01822740288642011,0.0,0.0,-0.02254970893008491,0.021,0.770029236885313,False,False,False,False,False,True,True,aligned_observable_state,0.02233326571255297,0.018052447292083183,-0.00021644321753194057,0.0205,0.7948265413398378,False,False,False,True
5,X4,X2,input,False,False,0.058806314293820376,0.05906279634470865,0.0,0.0,-0.058806314293820376,0.0305,0.3100757299327459,True,False,False,False,False,True,True,aligned_observable_state,0.05911117007527529,0.05936898174589899,0.0003048557814549144,0.0315,0.274233348575873,True,False,False,True
5,X4,X3,output,False,False,0.07434252258409975,0.03427458955763149,0.0,0.0,-0.07434252258409975,0.0375,0.12008880119724025,True,False,False,False,False,True,True,aligned_observable_state,0.03923326938199985,0.01808795502669206,-0.0351092532020999,0.0255,0.5339072834011876,False,False,False,True
5,X4,X5,output,False,False,-0.05832728403431411,-0.018801115728637952,0.0,0.0,0.05832728403431411,0.033,0.22624166055654427,True,False,False,False,False,True,True,aligned_observable_state,-0.05316074834349934,-0.017135743561094523,0.005166535690814766,0.026,0.5085995252205004,True,False,False,True
5,X5,X0,input,False,False,0.06284737894961415,0.062323480959796625,0.0,0.0,-0.06284737894961415,0.031,0.291764846534962,True,False,False,False,False,True,True,aligned_observable_state,0.06292083329827344,0.06239632299038874,7.345434865929645e-05,0.032,0.2574754523872385,True,False,False,True
5,X5,X1,input,False,False,-0.05580393885222222,-0.04510749470258357,0.0,0.0,0.05580393885222222,0.0395,0.08825990831879754,True,False,False,False,False,True,True,aligned_observable_state,-0.055619757098238236,-0.04495861672617144,0.0001841817539839849,0.0385,0.10315937616578036,True,False,False,True
5,X5,X2,input,False,False,0.05105453005650733,0.051277202923074076,0.0,0.0,-0.05105453005650733,0.035,0.1724962716243393,True,False,False,False,False,True,True,aligned_observable_state,0.050567022894098805,0.050787569512177805,-0.00048750716240852227,0.035,0.1724962716243393,True,False,False,True
5,X5,X3,output,False,False,0.11982857764324739,0.0552453047493911,0.0,0.0,-0.11982857764324739,0.0245,0.5858212770267918,True,False,False,False,False,True,True,aligned_observable_state,0.11456107490376738,0.0528167956254891,-0.005267502739480012,0.029,0.36968362182350656,True,False,False,True
5,X5,X4,output,False,False,0.11156184059060846,0.06784472737527501,0.0,0.0,-0.11156184059060846,0.0405,0.07520916582595748,True,False,False,False,False,True,True,aligned_observable_state,0.06652538680995494,0.04045645632738026,-0.04503645378065352,0.033,0.22624166055654427,True,False,False,True
