,missing_edges,extra_edges,correct_edges,orientation_errors,partial_orientations,correct_orientations,shd_strict,shd_partial,shd_edges_only,edge_precision,edge_recall,edge_f1,endpoint_precision,endpoint_recall,endpoint_f1,orientation_accuracy,interventional_agreement
1,0.0,2.0,7.0,0.0,0.0,7.0,2.0,2.0,2.0,0.7777777777777778,1.0,0.8750000000000001,0.7777777777777778,1.0,0.8750000000000001,0.0,0.0
2,0.0,6.0,6.0,0.0,1.0,5.0,7.0,6.0,6.0,0.5,1.0,0.6666666666666666,0.4583333333333333,0.9166666666666666,0.611111111111111,0.0,0.0
3,0.0,6.0,5.0,1.0,1.0,3.0,8.0,7.0,6.0,0.45454545454545453,1.0,0.625,0.36363636363636365,0.8,0.5000000000000001,0.5,0.5
4,1.0,4.0,5.0,1.0,3.0,1.0,9.0,6.0,5.0,0.5555555555555556,0.8333333333333334,0.6666666666666667,0.3333333333333333,0.5,0.4,0.0,0.25
5,1.0,8.0,4.0,0.0,4.0,0.0,13.0,9.0,9.0,0.3333333333333333,0.8,0.47058823529411764,0.16666666666666666,0.4,0.23529411764705882,0.0,0.5
mean,0.4,5.2,5.4,0.4,1.8,3.2,7.8,6.0,5.6,0.5242424242424243,0.9266666666666667,0.6607843137254903,0.41994949494949496,0.7233333333333334,0.524281045751634,0.1,0.25
std,0.5477225575051662,2.280350850198276,1.1401754250991378,0.5477225575051662,1.6431676725154984,2.8635642126552705,3.96232255123179,2.5495097567963922,2.5099800796022267,0.1636706535964493,0.10110500592068732,0.14440622368667627,0.2260199760835698,0.2618311584887397,0.23983954910034655,0.22360679774997902,0.25
