input_0,input_1,input_2,input_3,input_4,input_5,input_6,input_7,input_8,input_9,input_10,act_1_act1_0,act_1_act1_1,act_1_act1_2,act_1_act1_3,act_1_act1_4,act_1_act1_5,act_1_act1_6,act_1_act1_7,act_1_act1_8,act_1_act1_9,act_1_act1_10,act_1_act1_11,act_1_act1_12,act_1_act1_13,act_1_act1_14,act_1_act1_15,act_1_act1_16,act_1_act1_17,act_1_act1_18,act_1_act1_19,act_1_act1_20,act_1_act1_21,act_1_act1_22,act_1_act1_23,act_1_act1_24,act_1_act1_25,act_1_act1_26,act_1_act1_27,act_1_act1_28,act_1_act1_29,act_1_act1_30,act_1_act1_31,act_2_act2_0,act_2_act2_1,act_2_act2_2,act_2_act2_3,act_2_act2_4,act_2_act2_5,act_2_act2_6,act_2_act2_7,act_2_act2_8,act_2_act2_9,act_2_act2_10,act_2_act2_11,act_2_act2_12,act_2_act2_13,act_2_act2_14,act_2_act2_15,act_2_act2_16,act_2_act2_17,act_2_act2_18,act_2_act2_19,act_2_act2_20,act_2_act2_21,act_2_act2_22,act_2_act2_23,act_2_act2_24,act_2_act2_25,act_2_act2_26,act_2_act2_27,act_2_act2_28,act_2_act2_29,act_2_act2_30,act_2_act2_31,output_0,output_1,output_2
1.0243813,-0.487532,0.37804455,0.6792862,0.57283616,-0.112254634,-1.0204511,-1.1347864,1.5145148,1.308243,-1.1575464,0.0,0.68011284,0.87632763,0.0,0.62017745,0.0,1.1342818,0.0,0.0,0.75591564,0.0,0.0,0.1115641,0.13049549,1.9816346,0.331021,0.0,0.44970512,0.0,0.41199422,0.65986526,0.0,0.9498004,0.0685962,0.48662698,0.52462673,1.5116944,0.52639645,1.1287482,0.62260765,0.84035975,0.0,0.6887591,0.0,0.25157434,1.2530717,0.87701803,0.0,0.9253539,0.2303011,0.0,0.0,0.046881676,0.0,1.1716783,0.84827405,0.15345304,0.0,0.010242481,1.5000709,0.0,1.2312063,0.6884749,1.2011971,1.5206349,0.0,1.2670938,0.9504748,0.0,0.0,0.0,0.57320064,0.89295703,0.47699887,0.9918545,-1.4717686,-1.2044348
0.3347133,1.0816537,-1.7713193,0.5661513,-1.083456,0.99811935,0.09606989,0.10227381,0.5610479,0.03552945,0.22180489,0.0,0.0,0.24342695,0.0,0.8460154,0.0,0.0,0.0,0.11620378,0.0,0.0,0.0,0.44485533,0.7519864,0.0,0.46069068,0.0,0.37731528,0.7785624,0.85294557,0.18503721,0.0,0.03897354,0.656712,0.0,0.3704123,0.6515075,0.0,0.0,0.7648112,0.3059758,0.08467457,0.03336387,0.0,0.90002656,0.9498884,0.75326604,0.0,0.31508625,0.0,0.0,0.0,0.0,0.3568806,0.26303717,0.0,0.60087615,0.0,0.87966955,0.30444318,0.3407215,0.344442,0.0,0.4356739,0.65209794,0.39511645,0.3146036,0.36939892,0.33968198,0.0,0.0,0.6785668,0.8573638,0.0122810975,0.009540185,-0.5222195,0.5636803
-0.3431109,1.0669352,-0.25301564,-0.43015423,-1.233775,0.011006136,-0.6197016,0.41859895,-0.26459253,-0.35059142,0.3546548,0.0,0.0,0.22274247,0.31404015,0.0,0.015638284,0.0,0.0,0.0,0.0,0.17983681,0.0,0.7847689,0.0,0.0,0.16306186,0.086160265,0.1317791,0.17664024,0.6283507,0.0,0.0,0.0,0.18458757,0.0,0.08753505,0.5811835,0.0,0.0,0.24400991,0.0,0.11866227,0.3751311,0.0,0.6075399,0.61620057,0.328605,0.0,0.0,0.3647859,0.022584494,0.006847635,0.16790116,0.0,0.15780777,0.20022812,0.2194713,0.0078658275,0.41753608,0.15514824,0.49720418,0.0,0.3663184,0.14149435,0.25221604,0.44909552,0.034651473,0.12616985,0.5425372,0.0,0.0742928,0.07715157,0.26302928,0.062316507,0.41237974,0.23174451,0.36654824
0.08030718,0.010311638,-1.0136179,-1.354081,0.26222986,0.21918789,0.25027916,0.09377283,0.21825312,0.40306202,-0.7387452,0.63537186,0.8150108,0.9125309,0.069258966,0.36926833,0.0,0.0,0.13843882,0.12509334,0.2975095,0.493447,0.47388887,0.002853781,0.026648387,0.38051066,0.2906003,0.0072434098,0.07131007,0.0,0.0,0.0,0.0,0.0,0.0,0.12410858,0.408135,0.17067334,0.19220862,0.0,0.32700992,0.32536662,0.0,0.36254498,0.0,0.012299255,0.06889325,0.0,0.0,0.3352246,0.61607045,0.21994758,0.0,0.0,0.0,0.557806,0.09476988,0.24059066,0.0,0.3599407,0.34630415,0.27897823,0.71758926,0.68273634,0.22767012,0.41833663,0.0,0.18347688,0.8379502,0.0,0.16095912,0.0,0.5727952,0.50089276,0.073942944,-0.101778865,0.07821383,-0.69788647
1.8740281,0.6228062,-0.22232659,-0.13669199,-0.38604203,1.1036923,-1.6551166,-1.0282372,0.736607,0.85425353,-0.9213599,0.0,0.025708608,1.3414261,0.0,0.94548786,0.0,0.8363889,0.048846453,0.0,0.6019906,0.0,0.0,0.99689853,0.0,1.5430809,0.0,0.0,0.30066162,0.0,0.4384668,0.0,0.0,0.13353878,0.0,0.3084334,0.1449799,1.4389334,0.7274475,0.38581392,1.561111,0.3383264,0.0,1.18496,0.0,0.4503229,1.5132631,1.2161456,0.0,0.7381625,0.3975165,0.0,0.0,0.0,0.0,0.88716644,1.3103886,0.26724207,0.0,0.5040004,1.02209,0.40410066,0.21453416,0.9065033,1.1529998,1.0856653,0.03535202,0.5590481,0.6152428,0.25878522,0.0,0.0,0.057606257,0.0339192,0.728637,1.7200875,-0.6327953,-0.4980389
0.6075832,0.7585459,2.123507,-0.46458745,0.041410465,-0.4059627,-0.8738636,0.21724087,-0.8462593,-0.31046227,0.7217631,0.0,0.0,0.0,0.0,0.0,0.6171907,0.0,0.6013545,0.0,0.10024493,0.14363399,0.0,1.0937617,0.0,0.24398327,0.0,0.6007342,0.38263333,0.0,0.28867835,0.0,1.3414822,0.0,0.0,0.0,0.0,0.57747334,0.7091857,0.0,0.0,0.0,0.0,0.63558376,0.0,0.25784913,0.73796314,0.7259165,0.0,0.29825976,0.8091842,0.0,0.4971243,0.25173128,0.16497752,0.15127577,1.1210148,0.5323297,0.049291793,0.76302737,0.5211889,0.31284347,0.22416751,0.93076444,0.082215324,0.21969952,0.37410304,0.0,0.105173625,0.8098024,0.3471592,0.48307508,0.10044086,0.48620605,0.29630473,0.68104655,0.8034528,0.4983307
0.19743598,1.9714812,-0.47786632,0.2931387,1.7078141,0.2287554,0.32021657,0.25194496,-0.03085522,0.13089705,-0.05247023,0.12679963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043254204,0.0,0.17637628,0.0,0.0,0.65005475,0.5192227,0.0,0.44551852,0.24071054,0.27018568,1.0062358,0.0,0.5697309,0.0,0.0,0.6813025,0.4047368,0.0,0.0,0.31371877,0.0,0.28821546,0.0,0.4278503,0.50952387,0.4545988,0.0,0.21398704,0.3492856,0.0,0.0,0.35453826,0.49239513,0.09756055,0.32152912,0.4345287,0.34031904,0.31165788,0.4534527,0.13178013,0.56942004,0.40662235,0.09815414,0.4200114,0.35126424,0.2839856,0.45214343,0.36439648,0.29452544,0.0,0.45614707,0.78470874,0.023403116,-0.17448843,-0.00018256996,0.110175386
-0.5602017,1.503812,0.22339755,0.43516806,-0.1818047,-0.19869801,0.077268764,0.32624963,-0.0790978,0.18333907,-0.109592326,0.04423007,0.0,0.0,0.004417725,0.0,0.0,0.0,0.0,0.12107011,0.13338168,0.0,0.0,0.103566825,0.0,0.0,0.5862452,0.33107203,0.0,0.17970711,0.34561884,0.28118336,0.52219784,0.041125216,0.40768036,0.0,0.30834866,0.84708697,0.021020055,0.0,0.0,0.016758546,0.0,0.21677878,0.0,0.34974912,0.37546507,0.23700061,0.0,0.1544095,0.32618427,0.031204894,0.0,0.19538873,0.3197666,0.109127164,0.0,0.15939395,0.35355195,0.13720423,0.36248642,0.051073715,0.53452444,0.39020464,0.15068538,0.4048047,0.23698458,0.2582961,0.4284976,0.26010734,0.13859028,0.0,0.4755413,0.6413686,0.0,-0.16976613,-0.12335545,-0.18266097
0.6161714,-0.7794017,0.12201142,0.82000154,1.0971755,-1.8959806,-0.47965845,-1.0179818,0.6536668,0.54159087,-0.37943757,0.0,0.5655087,0.75609994,0.0,0.12612188,0.0,0.34593093,0.0,0.0,0.38796502,0.0,0.0,0.1970079,0.0,1.6333113,0.31234533,0.0,0.49477303,0.0,0.58789957,0.8680781,0.60120505,0.4681056,0.38130385,0.21349768,0.68792,0.85469145,0.5264854,0.984631,0.0,0.2941022,0.0,0.49733832,0.0,0.17449501,0.8884018,0.69759965,0.0,0.70888054,0.47347575,0.036200963,0.0,0.15139496,0.0,0.62039113,0.59636205,0.054003064,0.1728629,0.13410583,1.0627129,0.0,0.8212296,0.77432156,0.61934006,1.0277542,0.0,0.58957374,0.7830898,0.0,0.108053505,0.0,0.5426693,0.7865623,0.16996458,0.5575985,-0.7037498,-0.9211763
-1.4663334,-0.53021246,-0.46442884,1.1464204,0.12898386,-0.48738283,1.2177532,0.3603783,-0.47658655,-0.90800893,0.50021243,0.67963207,0.0,0.0,1.1852692,0.0,0.11916507,0.0,0.0,0.40921623,0.0,0.0,0.65168285,0.037896633,0.60185385,0.0,0.39543754,0.39323726,0.26244348,0.78185976,0.45615268,1.1879799,0.23074651,0.054098263,1.1303781,0.0,0.52598846,0.0,0.0,0.0,0.0,0.0,0.11496553,0.06777936,0.0,1.078253,0.4838164,0.0,0.0,0.14716691,0.2797741,0.50600255,0.0,0.49700075,0.7836801,0.08683464,0.0,0.3529209,0.59623086,0.98808885,0.0733617,0.42762193,0.8171805,0.24551426,0.20904146,0.40384024,0.35599113,0.42772964,0.67090994,0.0,0.60222906,0.0,0.9761828,1.3906844,0.0,-1.2348361,0.13780884,0.44052356
0.0859444,-0.9101215,-1.0027484,0.25006476,0.48257226,-1.2354546,0.61779475,-0.09342554,1.1026878,0.98556954,-0.758558,0.6366609,1.3653584,0.67801905,0.15879825,0.51597786,0.0,0.030878067,0.0,0.0,0.2559172,0.0,0.32966283,0.0,0.63447183,1.1498914,0.5436283,0.0,0.48629993,0.0,0.16319418,0.8624319,0.0,0.4415443,0.104162574,0.290716,1.0469296,0.4503839,0.0,0.67034113,0.0,0.9328614,0.0,0.0,0.2884038,0.11847266,0.30776533,0.03363023,0.0,0.76501226,0.48112267,0.35440224,0.0,0.0,0.2947858,0.97127837,0.0,0.23265219,0.054716922,0.3129579,0.9238361,0.0,1.51259,0.33278787,0.49868184,1.2008305,0.0,0.74873847,1.0735744,0.0,0.0,0.0,1.1625816,1.3343294,0.0,-0.46661603,-0.9615561,-1.081531
1.2813618,-0.56285334,-0.12238365,1.9786749,1.2049963,0.90264094,-1.1846917,-1.513123,2.123588,1.9174342,-2.060945,0.0,0.7966571,0.9016434,0.0,1.0131776,0.0,1.9393417,0.0,0.0,1.0385724,0.0,0.0,0.0,0.27238744,2.4097834,0.48358124,0.0,0.35217792,0.0,0.5130193,1.1739888,0.0,1.6321825,0.55845773,1.0647312,1.0053988,2.1226037,0.46961072,1.8596915,1.1114626,1.7029061,0.0,0.92257345,0.033247344,0.47122148,1.6819892,1.3467321,0.0,1.4746941,0.30166522,0.0,0.0,0.18869695,0.0,1.6974612,1.0622904,0.265612,0.0,0.025794879,2.187043,0.0,1.8861592,0.7257606,1.6771822,2.5151067,0.0,2.2030218,1.3156841,0.0,0.0,0.0,1.1944009,1.3601586,0.72807425,1.1836326,-2.3307111,-1.7310766
1.2371008,-0.62152827,-1.7909397,0.83205813,-0.61983246,-0.115092196,-1.447327,-1.0908058,1.6361268,1.8691268,-1.6003617,0.0,0.8921654,1.8949667,0.0,1.4990227,0.0,1.1415504,0.0,0.0,0.8605734,0.0,0.0,0.33191827,0.07463893,2.436452,0.3140008,0.0,0.37616295,0.0,0.8663136,0.46033195,0.0,0.8328357,0.28291345,0.76346195,1.5811054,1.4919579,0.24107881,1.3990767,1.5178123,1.5372069,0.0,0.9211776,0.0,0.25634173,1.559162,1.3389338,0.0,1.4246231,0.7190635,0.0,0.0,0.0,0.0,1.4439604,1.0537925,0.11500815,0.0,0.5390222,1.753347,0.0,1.2399855,0.85729015,1.4616588,2.2934885,0.0,1.4150915,1.3814231,0.0,0.0,0.0,0.9351133,0.78931355,0.6383912,1.3839724,-1.714121,-1.5937487
-2.27782,1.0324374,0.1919815,-1.1438124,0.9957516,1.6628327,1.6859878,2.317409,-1.9316792,-1.7970643,0.87028337,1.795759,0.0,0.0,1.3346229,0.0,0.79344475,0.0,0.0,1.4875844,0.0,1.2236112,1.1987194,0.35533684,0.0,0.0,0.036737435,2.7660224,0.0,1.8862301,0.0,0.29169196,0.78908104,0.0,0.56609356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4414849,0.0,0.9542203,0.32622445,0.0,0.0,0.13975984,1.1757265,0.8955985,0.0,1.8268868,1.4312388,0.023111777,0.6952582,0.73791474,1.0609858,1.9782227,0.17128703,2.0434613,1.11585,0.7858727,0.2338527,0.27082926,0.9716042,0.53101987,0.57448524,0.3526514,1.6712198,0.8642124,0.71616685,1.7017077,0.11810286,-1.9061911,2.0301068,1.4329351
