,missing_edges,extra_edges,correct_edges,orientation_errors,partial_orientations,correct_orientations,shd_strict,shd_partial,shd_edges_only,edge_precision,edge_recall,edge_f1,endpoint_precision,endpoint_recall,endpoint_f1,orientation_accuracy,interventional_agreement
1,4.0,0.0,3.0,0.0,3.0,0.0,7.0,4.0,4.0,1.0,0.42857142857142855,0.6,0.5,0.21428571428571427,0.3,0.0,0.21428571428571427
2,3.0,5.0,4.0,2.0,2.0,0.0,12.0,10.0,8.0,0.4444444444444444,0.5714285714285714,0.5,0.2222222222222222,0.2857142857142857,0.25,0.0,0.14285714285714285
3,1.0,0.0,6.0,3.0,1.0,2.0,5.0,4.0,1.0,1.0,0.8571428571428571,0.923076923076923,0.6666666666666666,0.5714285714285714,0.6153846153846153,0.3333333333333333,0.35714285714285715
4,3.0,2.0,4.0,3.0,0.0,1.0,8.0,8.0,5.0,0.6666666666666666,0.5714285714285714,0.6153846153846153,0.4166666666666667,0.35714285714285715,0.3846153846153846,0.25,0.14285714285714285
5,3.0,1.0,4.0,4.0,0.0,0.0,8.0,8.0,4.0,0.8,0.5714285714285714,0.6666666666666666,0.4,0.2857142857142857,0.3333333333333333,0.0,0.0
mean,2.8,1.6,4.2,2.4,1.2,0.6,8.0,6.8,4.4,0.7822222222222223,0.6,0.661025641025641,0.4411111111111111,0.34285714285714286,0.3766666666666666,0.11666666666666665,0.1714285714285714
std,1.0954451150103321,2.073644135332772,1.0954451150103321,1.5165750888103102,1.3038404810405297,0.8944271909999159,2.5495097567963922,2.6832815729997477,2.5099800796022267,0.2359116804816038,0.1564921592871903,0.1584607086527107,0.1616657121010383,0.1373956004405096,0.14217018073169688,0.16244657241348273,0.12975644374703535
