fold,target_mode,status,reason,num_pairs_total,num_pairs_valid,mean_abs_delta,median_abs_delta,corr_aligned_vs_sem,same_sign_rate,same_sign_rate_strong_effect,num_pairs_strong_effect,same_sign_rate_sem_effect_present,num_pairs_sem_effect_present
1,sem_truth,ok,,182,182,0.08740893612619584,0.03717455803089989,0.9979795094670223,0.2692307692307692,0.550561797752809,89,0.9245283018867925,53
2,sem_truth,ok,,182,182,0.07992138466883371,0.04698660454286184,0.9984698870469106,0.2692307692307692,0.5157894736842106,95,0.8214285714285714,56
3,sem_truth,ok,,182,182,0.07738914438668829,0.036666467803686355,0.9985668803423869,0.2692307692307692,0.6125,80,0.9423076923076923,52
4,sem_truth,ok,,182,182,0.08544723269280707,0.04361737546375799,0.998249543731243,0.2692307692307692,0.532608695652174,92,0.8679245283018868,53
5,sem_truth,ok,,182,182,0.0736165122492828,0.04993327781893414,0.9989871107679349,0.2692307692307692,0.47572815533980584,103,0.875,56
