,missing_edges,extra_edges,correct_edges,orientation_errors,partial_orientations,correct_orientations,shd_strict,shd_partial,shd_edges_only,edge_precision,edge_recall,edge_f1,endpoint_precision,endpoint_recall,endpoint_f1,orientation_accuracy,interventional_agreement
1,1.0,1.0,4.0,0.0,3.0,1.0,5.0,2.0,2.0,0.8,0.8,0.8000000000000002,0.5,0.5,0.5,0.25,0.5
2,0.0,0.0,5.0,0.0,3.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,0.7,0.7,0.7,0.4,0.7
3,1.0,3.0,4.0,1.0,2.0,1.0,7.0,5.0,4.0,0.5714285714285714,0.8,0.6666666666666666,0.35714285714285715,0.5,0.41666666666666663,0.25,0.4
4,0.0,1.0,5.0,2.0,2.0,1.0,5.0,3.0,1.0,0.8333333333333334,1.0,0.9090909090909091,0.5,0.6,0.5454545454545454,0.2,0.4
5,0.0,1.0,5.0,2.0,2.0,1.0,5.0,3.0,1.0,0.8333333333333334,1.0,0.9090909090909091,0.5,0.6,0.5454545454545454,0.2,0.4
mean,0.4,1.2,4.6,1.0,2.4,1.2,5.0,2.6,1.6,0.8076190476190476,0.9199999999999999,0.856969696969697,0.5114285714285713,0.58,0.5415151515151515,0.26,0.48
std,0.5477225575051662,1.0954451150103324,0.5477225575051662,1.0,0.5477225575051661,0.44721359549995804,1.4142135623730951,1.8165902124584952,1.51657508881031,0.1534412515820789,0.1095445115010332,0.12781989165056062,0.12222428363547105,0.08366600265340754,0.10302807484221616,0.08215838362577492,0.13038404810405296
