fold,target_mode,treatment,outcome,low_value,high_value,ate_aligned_dowhy,ate_sem_do,delta_aligned_minus_sem,abs_delta,sem_ks_stat,sem_ks_p,sem_effect_by_ate,sem_effect_by_ks,sem_effect_present,dowhy_error
1,observable_state,input_0,input_1,-0.887784245959231,0.8255678345912835,0.0,0.07708970878473576,-0.07708970878473576,0.07708970878473576,0.0315,0.274233348575873,True,False,False,
1,observable_state,input_0,input_2,-0.887784245959231,0.8255678345912835,0.0,-0.001635400114452512,0.001635400114452512,0.001635400114452512,0.02,0.8187536311788122,False,False,False,
1,observable_state,input_0,output_0,-0.887784245959231,0.8255678345912835,0.422328298066884,0.44468831263333586,-0.02236001456645187,0.02236001456645187,1.0,0.0,True,True,True,
1,observable_state,input_0,output_1,-0.887784245959231,0.8255678345912835,0.4148565862722897,0.4447548139820062,-0.029898227709716507,0.029898227709716507,0.849,0.0,True,True,True,
1,observable_state,input_0,output_2,-0.887784245959231,0.8255678345912835,0.5301904040540173,0.5593794969957996,-0.02918909294178229,0.02918909294178229,0.849,0.0,True,True,True,
1,observable_state,input_1,input_0,2.9732013635761287,8.22974479957069,0.0,-0.04513381651968819,0.04513381651968819,0.04513381651968819,0.037,0.1293721790169698,False,False,False,
1,observable_state,input_1,input_2,2.9732013635761287,8.22974479957069,0.0,0.014803519685921085,-0.014803519685921085,0.014803519685921085,0.0285,0.3910873897562125,False,False,False,
1,observable_state,input_1,output_0,2.9732013635761287,8.22974479957069,-0.025006189905216074,-0.010256103511497899,-0.014750086393718175,0.014750086393718175,0.24,6.186865514780683e-51,False,True,False,
1,observable_state,input_1,output_1,2.9732013635761287,8.22974479957069,-0.02727064424403755,-0.01086796625049374,-0.01640267799354381,0.01640267799354381,0.209,1.2266892961947941e-38,False,True,False,
1,observable_state,input_1,output_2,2.9732013635761287,8.22974479957069,-0.020017274688303513,-0.01413299348119558,-0.005884281207107933,0.005884281207107933,0.1905,3.928887302974626e-32,False,True,False,
1,observable_state,input_2,input_0,0.8111857089699568,1.699614994251858,0.0,-0.00411095039325186,0.00411095039325186,0.00411095039325186,0.0195,0.8416360266077476,False,False,False,
1,observable_state,input_2,input_1,0.8111857089699568,1.699614994251858,0.0,-0.04959993395683693,0.04959993395683693,0.04959993395683693,0.0265,0.48382276598146434,False,False,False,
1,observable_state,input_2,output_0,0.8111857089699568,1.699614994251858,0.0,-0.005774359495956767,0.005774359495956767,0.005774359495956767,0.01,0.9999656674371415,False,False,False,
1,observable_state,input_2,output_1,0.8111857089699568,1.699614994251858,0.0,-0.0034011315435329,0.0034011315435329,0.0034011315435329,0.017,0.934827271267201,False,False,False,
1,observable_state,input_2,output_2,0.8111857089699568,1.699614994251858,0.0033323794398598845,-0.0011174293121485198,0.004449808752008405,0.004449808752008405,0.157,6.423403183054151e-22,False,True,False,
1,observable_state,output_0,input_0,-0.16918247862854088,0.16325145429295057,0.0,0.00952900945570997,-0.00952900945570997,0.00952900945570997,0.025,0.5596752163759332,False,False,False,
1,observable_state,output_0,input_1,-0.16918247862854088,0.16325145429295057,0.0,-0.016466248234978664,0.016466248234978664,0.016466248234978664,0.024,0.6122516588087653,False,False,False,
1,observable_state,output_0,input_2,-0.16918247862854088,0.16325145429295057,0.0,0.0056937582146763255,-0.0056937582146763255,0.0056937582146763255,0.025,0.5596752163759332,False,False,False,
1,observable_state,output_0,output_1,-0.16918247862854088,0.16325145429295057,0.32594813028630487,0.33363630602178984,-0.00768817573548497,0.00768817573548497,0.908,0.0,True,True,True,
1,observable_state,output_0,output_2,-0.16918247862854088,0.16325145429295057,0.41411186852853255,0.41865255460434947,-0.004540686075816924,0.004540686075816924,0.9075,0.0,True,True,True,
1,observable_state,output_1,input_0,-0.1721973820025274,0.1580280720618394,0.0,-0.03107492768411988,0.03107492768411988,0.03107492768411988,0.0215,0.7445353818345306,False,False,False,
1,observable_state,output_1,input_1,-0.1721973820025274,0.1580280720618394,0.0,-0.02355540340014972,0.02355540340014972,0.02355540340014972,0.0235,0.6388604192561329,False,False,False,
1,observable_state,output_1,input_2,-0.1721973820025274,0.1580280720618394,0.0,-0.006797101150511242,0.006797101150511242,0.006797101150511242,0.027,0.4596372544037147,False,False,False,
1,observable_state,output_1,output_0,-0.1721973820025274,0.1580280720618394,0.0,-0.007001668216149623,0.007001668216149623,0.007001668216149623,0.022,0.7185142568618185,False,False,False,
1,observable_state,output_1,output_2,-0.1721973820025274,0.1580280720618394,0.412393317997248,0.41180243719192233,0.0005908808053256553,0.0005908808053256553,1.0,0.0,True,True,True,
1,observable_state,output_2,input_0,-0.22931155715966067,0.16666690356733319,0.0,-0.031019950669106643,0.031019950669106643,0.031019950669106643,0.027,0.4596372544037147,False,False,False,
1,observable_state,output_2,input_1,-0.22931155715966067,0.16666690356733319,0.0,-0.15056413007822833,0.15056413007822833,0.15056413007822833,0.0305,0.3100757299327459,True,False,False,
1,observable_state,output_2,input_2,-0.22931155715966067,0.16666690356733319,0.0,0.018288791131207516,-0.018288791131207516,0.018288791131207516,0.032,0.2574754523872385,False,False,False,
1,observable_state,output_2,output_0,-0.22931155715966067,0.16666690356733319,0.0,-0.01600361482384246,0.01600361482384246,0.01600361482384246,0.027,0.4596372544037147,False,False,False,
1,observable_state,output_2,output_1,-0.22931155715966067,0.16666690356733319,0.0,-0.014045130849611766,0.014045130849611766,0.014045130849611766,0.0385,0.10315937616578036,False,False,False,
2,observable_state,input_0,input_1,-0.8652001625355409,0.9026852256144593,0.0,0.05180782008090912,-0.05180782008090912,0.05180782008090912,0.0215,0.7445353818345306,True,False,False,
2,observable_state,input_0,input_2,-0.8652001625355409,0.9026852256144593,0.0,0.02507718570805406,-0.02507718570805406,0.02507718570805406,0.043,0.04953464037142928,False,True,False,
2,observable_state,input_0,output_0,-0.8652001625355409,0.9026852256144593,0.45428727245904105,0.44779301438173347,0.00649425807730758,0.00649425807730758,1.0,0.0,True,True,True,
2,observable_state,input_0,output_1,-0.8652001625355409,0.9026852256144593,0.4456420419666246,0.4509057396049582,-0.00526369763833362,0.00526369763833362,0.8695,0.0,True,True,True,
2,observable_state,input_0,output_2,-0.8652001625355409,0.9026852256144593,0.5740852493519168,0.5594344391475575,0.014650810204359321,0.014650810204359321,0.869,0.0,True,True,True,
2,observable_state,input_1,input_0,2.9045174705001062,8.417104269876177,0.0,0.011717371991663826,-0.011717371991663826,0.011717371991663826,0.0235,0.6388604192561329,False,False,False,
2,observable_state,input_1,input_2,2.9045174705001062,8.417104269876177,0.0,-0.006759927917970643,0.006759927917970643,0.006759927917970643,0.0215,0.7445353818345306,False,False,False,
2,observable_state,input_1,output_0,2.9045174705001062,8.417104269876177,-0.024219591781124948,-0.0015806264149197924,-0.022638965366205157,0.022638965366205157,0.2295,1.4245300591155453e-46,False,True,False,
2,observable_state,input_1,output_1,2.9045174705001062,8.417104269876177,-0.022234447601368272,-0.0027507709012686184,-0.019483676700099654,0.019483676700099654,0.1975,1.6050993513965985e-34,False,True,False,
2,observable_state,input_1,output_2,2.9045174705001062,8.417104269876177,-0.05216250801014593,-0.003909196288924071,-0.04825331172122186,0.04825331172122186,0.182,2.3780665626847472e-29,False,True,False,
2,observable_state,input_2,input_0,0.7938309109025836,1.7165689261343589,0.0,0.008470033679259449,-0.008470033679259449,0.008470033679259449,0.0325,0.24148215150724364,False,False,False,
2,observable_state,input_2,input_1,0.7938309109025836,1.7165689261343589,0.0,0.05266635129742969,-0.05266635129742969,0.05266635129742969,0.025,0.5596752163759332,True,False,False,
2,observable_state,input_2,output_0,0.7938309109025836,1.7165689261343589,0.0,-0.006293734910892046,0.006293734910892046,0.006293734910892046,0.034,0.1979604458696868,False,False,False,
2,observable_state,input_2,output_1,0.7938309109025836,1.7165689261343589,0.0,-0.0038166793958051195,0.0038166793958051195,0.0038166793958051195,0.028,0.4132324404768168,False,False,False,
2,observable_state,input_2,output_2,0.7938309109025836,1.7165689261343589,0.007907430325866237,0.002308171415049443,0.005599258910816794,0.005599258910816794,0.166,1.82433512279501e-24,False,True,False,
2,observable_state,output_0,input_0,-0.1623575196848682,0.17568214104768495,0.0,-0.01281421864464136,0.01281421864464136,0.01281421864464136,0.033,0.22624166055654427,False,False,False,
2,observable_state,output_0,input_1,-0.1623575196848682,0.17568214104768495,0.0,0.011378273045171916,-0.011378273045171916,0.011378273045171916,0.0125,0.9976509261145676,False,False,False,
2,observable_state,output_0,input_2,-0.1623575196848682,0.17568214104768495,0.0,-0.0035700394988695816,0.0035700394988695816,0.0035700394988695816,0.028,0.4132324404768168,False,False,False,
2,observable_state,output_0,output_1,-0.1623575196848682,0.17568214104768495,0.33040799296387746,0.3388293882629839,-0.00842139529910646,0.00842139529910646,0.9215,0.0,True,True,True,
2,observable_state,output_0,output_2,-0.1623575196848682,0.17568214104768495,0.42233219926819954,0.425983415251876,-0.003651215983676459,0.003651215983676459,0.9205,0.0,True,True,True,
2,observable_state,output_1,input_0,-0.16030207093635804,0.17182940067678218,0.0,-0.062078750510575806,0.062078750510575806,0.062078750510575806,0.0385,0.10315937616578036,True,False,False,
2,observable_state,output_1,input_1,-0.16030207093635804,0.17182940067678218,0.0,-0.11331107902853343,0.11331107902853343,0.11331107902853343,0.0255,0.5339072834011876,True,False,False,
2,observable_state,output_1,input_2,-0.16030207093635804,0.17182940067678218,0.0,0.0010669478349474293,-0.0010669478349474293,0.0010669478349474293,0.0225,0.6921279615281888,False,False,False,
2,observable_state,output_1,output_0,-0.16030207093635804,0.17182940067678218,0.0,-0.0046840699438076405,0.0046840699438076405,0.0046840699438076405,0.0355,0.1607718238327084,False,False,False,
2,observable_state,output_1,output_2,-0.16030207093635804,0.17182940067678218,0.4240153650444758,0.4137079853104775,0.010307379733998312,0.010307379733998312,1.0,0.0,True,True,True,
2,observable_state,output_2,input_0,-0.1953351053023433,0.21581281964520793,0.0,0.00549987915653858,-0.00549987915653858,0.00549987915653858,0.023,0.6655293215356356,False,False,False,
2,observable_state,output_2,input_1,-0.1953351053023433,0.21581281964520793,0.0,0.07299691045139767,-0.07299691045139767,0.07299691045139767,0.0215,0.7445353818345306,True,False,False,
2,observable_state,output_2,input_2,-0.1953351053023433,0.21581281964520793,0.0,0.004418522757851928,-0.004418522757851928,0.004418522757851928,0.0325,0.24148215150724364,False,False,False,
2,observable_state,output_2,output_0,-0.1953351053023433,0.21581281964520793,0.0,0.004276647589714144,-0.004276647589714144,0.004276647589714144,0.0185,0.8835917582147937,False,False,False,
2,observable_state,output_2,output_1,-0.1953351053023433,0.21581281964520793,0.0,0.002946112619085795,-0.002946112619085795,0.002946112619085795,0.017,0.934827271267201,False,False,False,
3,observable_state,input_0,input_1,-0.8874933194657422,0.8645536327094305,0.0,-0.21493583063751487,0.21493583063751487,0.21493583063751487,0.0535,0.00652148041369766,True,True,True,
3,observable_state,input_0,input_2,-0.8874933194657422,0.8645536327094305,0.0,0.0022507238840234756,-0.0022507238840234756,0.0022507238840234756,0.017,0.934827271267201,False,False,False,
3,observable_state,input_0,output_0,-0.8874933194657422,0.8645536327094305,0.45677188122635093,0.45094549936081907,0.00582638186553186,0.00582638186553186,1.0,0.0,True,True,True,
3,observable_state,input_0,output_1,-0.8874933194657422,0.8645536327094305,0.45699293602474783,0.4490956463609036,0.007897289663844231,0.007897289663844231,0.8565,0.0,True,True,True,
3,observable_state,input_0,output_2,-0.8874933194657422,0.8645536327094305,0.559622464846081,0.5595227682754784,9.969657060260317e-05,9.969657060260317e-05,0.8565,0.0,True,True,True,
3,observable_state,input_1,input_0,2.7813452524670406,8.24320036948042,0.0,0.027865413413638705,-0.027865413413638705,0.027865413413638705,0.025,0.5596752163759332,False,False,False,
3,observable_state,input_1,input_2,2.7813452524670406,8.24320036948042,0.0,-0.0024058111295286455,0.0024058111295286455,0.0024058111295286455,0.029,0.36968362182350656,False,False,False,
3,observable_state,input_1,output_0,2.7813452524670406,8.24320036948042,0.009473321466373493,0.0044986495656878355,0.004974671900685658,0.004974671900685658,0.237,1.1441920383432767e-49,False,True,False,
3,observable_state,input_1,output_1,2.7813452524670406,8.24320036948042,0.013292125611850964,0.00445824218693214,0.008833883424918823,0.008833883424918823,0.1935,3.813634596322189e-33,False,True,False,
3,observable_state,input_1,output_2,2.7813452524670406,8.24320036948042,0.011548587992343281,0.00048075426230104103,0.011067833730042241,0.011067833730042241,0.17,1.2101720303673757e-25,False,True,False,
