sem_0,sem_1,sem_2,sem_3,sem_4,sem_5,sem_6,sem_7
-0.25582050315562865,0.5590289374916991,-1.3889393171854814,1.9431265334464884,3.4127429694258113,0.4312728914589459,-2.6130411258960824,-1.2420085950294528
1.3410946347866464,0.2962954059118974,-0.15476390734042375,0.29756568263593697,0.8893926593273993,-0.128819280648033,-0.6824351182227679,-0.6794503616306218
-1.1451846128182717,-1.1862649161912902,-2.164539130419488,0.8785304204517925,0.9195509393103491,0.5209794602357447,0.16532450888451514,-1.3353894276163685
-0.03348346719612739,0.030993136143525207,0.7390968101009884,-0.13170119936353186,-1.7504252826887308,-0.0991541130039446,0.5881898002657198,0.8395859788195065
0.4765250153810923,0.9245231625699724,0.28407124629010033,-0.1365262554834874,-1.0398051496336584,-0.1690798263072894,-0.46598587420476917,0.2811322702457245
-2.016546399881104,0.16796640884419922,1.1227222022119379,0.6819154778751273,1.268210126258897,0.7890961310745248,-1.4169617570968538,0.315518126427557
0.08486505015016049,-1.0347054462717287,1.4806586453714121,-0.10169669054857178,1.3107013501931053,-0.6298470865380726,-0.3209531451788422,0.6424912828635003
0.6208215419994899,0.3235156166562016,-0.23398044064584325,0.0988045939023995,1.315181352884811,-0.05593132670668759,-0.7416642825815553,-0.7263278244203424
1.6027877381080218,1.2474456525835391,-0.8915244101782026,-0.704942121334851,0.05338870657171439,-0.5573670654720065,-1.0343028401608638,-0.45311601585724515
-1.218327030673292,0.23565304796850842,-0.9084732002192325,1.652771769488233,1.8916536125888657,0.9036172296357023,-1.6040333201330992,-1.2016252501117872
-1.1844161249252791,-1.3438890672361705,-0.5404413187399802,-0.18511711108974138,-0.4170370941655067,0.4744291247869791,0.8234231125557685,-0.4057837375481141
0.6729042082580555,-0.5889967184323831,0.19219991985084997,-0.9879063197301847,-1.6088826879618994,-0.5953465330915723,1.0023419099604516,0.5810189229971189
0.18634806741598647,1.6277689550292496,0.11853250041269393,-0.9410599224119713,1.02212081665596,-0.5764935418799654,-1.5132685594989015,-0.33890859894054143
0.8280671985809253,0.07480706977808584,-0.09811926934612411,0.20668950653836674,-1.356744966169291,-0.6285472159726344,0.2433646729388275,0.0670634701961737
0.3764996562097948,-0.2982384093703378,0.34681269776968193,0.7492625342428636,2.0194509302024497,0.269071849733325,-0.6266711298746465,-0.2784400635000024
-1.2650504423855042,1.409427876098072,2.5223594816796346,2.921799839145492,1.0231369750833346,0.18598868683418016,-0.7703035693583833,0.8639901419625321
-0.5139950860123664,2.019161237625694,-1.037198097611272,1.2200793508564738,1.4350797690998602,0.5914279767079165,-2.1191748910541017,-0.6302391435226313
-0.8250719583025747,-0.4213077862713814,0.6457158029876764,-0.41913796587638774,1.627387405258103,-0.039567301299842886,-0.6226495185157644,0.09444375964598117
