epoch,train_loss,val_loss,lr,batches_per_epoch,effective_epochs,effective_updates
1,0.9784265756607056,0.9347413182258606,0.001,16,40,640
2,0.9187951683998108,0.8735299110412598,0.001,16,40,640
3,0.8525223731994629,0.8053771257400513,0.001,16,40,640
4,0.7894036173820496,0.7537880539894104,0.001,16,40,640
5,0.7479908466339111,0.7230939865112305,0.001,16,40,640
6,0.726585328578949,0.7094203233718872,0.001,16,40,640
7,0.719921350479126,0.7049367427825928,0.001,16,40,640
8,0.7170863747596741,0.7030550837516785,0.001,16,40,640
9,0.7151023149490356,0.7010016441345215,0.001,16,40,640
10,0.7122779488563538,0.7000579833984375,0.00085,16,40,640
11,0.713160514831543,0.6990212798118591,0.00085,16,40,640
12,0.7123504877090454,0.6990008354187012,0.00085,16,40,640
13,0.7122541069984436,0.6986223459243774,0.00085,16,40,640
14,0.7100513577461243,0.6980688571929932,0.00085,16,40,640
15,0.7112050652503967,0.6979544162750244,0.00085,16,40,640
16,0.710309624671936,0.6983227729797363,0.00085,16,40,640
17,0.7100856900215149,0.69835364818573,0.00085,16,40,640
18,0.7088703513145447,0.6975247859954834,0.00085,16,40,640
19,0.708713710308075,0.6975297331809998,0.00085,16,40,640
20,0.7095596194267273,0.6973903179168701,0.0007224999999999999,16,40,640
21,0.7081642150878906,0.6971712112426758,0.0007224999999999999,16,40,640
22,0.7091498374938965,0.697206974029541,0.0007224999999999999,16,40,640
23,0.7062756419181824,0.6967358589172363,0.0007224999999999999,16,40,640
24,0.7065271139144897,0.6977641582489014,0.0007224999999999999,16,40,640
25,0.7067921161651611,0.6968167424201965,0.0007224999999999999,16,40,640
26,0.706968367099762,0.69740891456604,0.0007224999999999999,16,40,640
27,0.7080919742584229,0.6973016262054443,0.0007224999999999999,16,40,640
28,0.7073397636413574,0.6974595785140991,0.0007224999999999999,16,40,640
29,0.7064502835273743,0.6970092058181763,0.0007224999999999999,16,40,640
