,missing_edges,extra_edges,correct_edges,orientation_errors,partial_orientations,correct_orientations,shd_strict,shd_partial,shd_edges_only,edge_precision,edge_recall,edge_f1,endpoint_precision,endpoint_recall,endpoint_f1,orientation_accuracy,interventional_agreement
1,0.0,3.0,5.0,0.0,1.0,4.0,4.0,3.0,3.0,0.625,1.0,0.7692307692307693,0.5625,0.9,0.6923076923076923,0.75,0.875
2,0.0,3.0,5.0,2.0,1.0,2.0,6.0,5.0,3.0,0.625,1.0,0.7692307692307693,0.4375,0.7,0.5384615384615384,0.25,0.375
3,0.0,2.0,5.0,3.0,0.0,2.0,5.0,5.0,2.0,0.7142857142857143,1.0,0.8333333333333333,0.5,0.7,0.5833333333333334,0.25,0.25
4,0.0,2.0,5.0,1.0,2.0,2.0,5.0,3.0,2.0,0.7142857142857143,1.0,0.8333333333333333,0.5,0.7,0.5833333333333334,0.25,0.5
5,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mean,0.0,2.0,5.0,1.2,0.8,3.0,4.0,3.2,2.0,0.7357142857142858,1.0,0.841025641025641,0.6,0.8,0.6794871794871795,0.5,0.6
std,0.0,1.224744871391589,0.0,1.3038404810405297,0.8366600265340756,1.4142135623730951,2.345207879911715,2.04939015319192,1.224744871391589,0.15433778883094215,0.0,0.09447247911251556,0.22793228161013088,0.14142135623730953,0.1879309642855006,0.3535533905932738,0.3235544776386196
