,missing_edges,extra_edges,correct_edges,orientation_errors,partial_orientations,correct_orientations,shd_strict,shd_partial,shd_edges_only,edge_precision,edge_recall,edge_f1,endpoint_precision,endpoint_recall,endpoint_f1,orientation_accuracy,interventional_agreement
1,0.0,0.0,7.0,1.0,5.0,1.0,6.0,1.0,0.0,1.0,1.0,1.0,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.14285714285714285,0.5
2,1.0,0.0,6.0,3.0,3.0,0.0,7.0,4.0,1.0,1.0,0.8571428571428571,0.923076923076923,0.5,0.42857142857142855,0.4615384615384615,0.0,0.21428571428571427
3,1.0,0.0,6.0,1.0,3.0,2.0,5.0,2.0,1.0,1.0,0.8571428571428571,0.923076923076923,0.6666666666666666,0.5714285714285714,0.6153846153846153,0.3333333333333333,0.5
4,0.0,1.0,7.0,5.0,2.0,0.0,8.0,6.0,1.0,0.875,1.0,0.9333333333333333,0.4375,0.5,0.4666666666666667,0.0,0.14285714285714285
5,1.0,0.0,6.0,3.0,3.0,0.0,7.0,4.0,1.0,1.0,0.8571428571428571,0.923076923076923,0.5,0.42857142857142855,0.4615384615384615,0.0,0.21428571428571427
mean,0.6,0.2,6.4,2.6,3.2,0.6,6.6,3.4,0.8,0.975,0.9142857142857143,0.9405128205128206,0.5351190476190476,0.4999999999999999,0.5153113553113553,0.09523809523809523,0.3142857142857143
std,0.5477225575051662,0.447213595499958,0.5477225575051662,1.6733200530681511,1.0954451150103321,0.8944271909999157,1.140175425099138,1.9493588689617927,0.44721359549995804,0.05590169943749474,0.07824607964359519,0.03354959432573566,0.0874919011477057,0.07142857142857142,0.07299512529819578,0.1467717619754518,0.1720227796970328
