,missing_edges,extra_edges,correct_edges,orientation_errors,partial_orientations,correct_orientations,shd_strict,shd_partial,shd_edges_only,edge_precision,edge_recall,edge_f1,endpoint_precision,endpoint_recall,endpoint_f1,orientation_accuracy,interventional_agreement
1,2.0,2.0,5.0,0.0,1.0,4.0,5.0,4.0,4.0,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.6428571428571429,0.6428571428571429,0.6428571428571429,0.0,0.0
2,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
3,0.0,1.0,5.0,1.0,0.0,4.0,2.0,2.0,1.0,0.8333333333333334,1.0,0.9090909090909091,0.75,0.9,0.8181818181818182,0.5,0.5
4,1.0,1.0,7.0,1.0,3.0,3.0,6.0,3.0,2.0,0.875,0.875,0.875,0.625,0.625,0.625,0.0,0.0
5,0.0,1.0,5.0,2.0,0.0,3.0,3.0,3.0,1.0,0.8333333333333334,1.0,0.9090909090909091,0.6666666666666666,0.8,0.7272727272727272,0.0,0.0
mean,0.6,1.0,5.6,0.8,0.8,4.0,3.2,2.4,1.6,0.8511904761904763,0.9178571428571429,0.8814935064935066,0.7369047619047618,0.7935714285714285,0.7626623376623376,0.1,0.1
std,0.8944271909999159,0.7071067811865476,0.8944271909999159,0.8366600265340756,1.3038404810405297,1.224744871391589,2.3874672772626644,1.51657508881031,1.51657508881031,0.10258147583103622,0.12601627688840963,0.10436430623665863,0.15467030256106393,0.16210509314790142,0.15327117073797486,0.22360679774997902,0.22360679774997902
