input_0,input_1,input_2,input_grad_0,input_grad_1,input_grad_2,output_0,output_1,output_2
0.08345651,-1.500586,-0.18477227,6.1153045,-1.1188933,0.051130354,0.15082927,0.14578536,0.13907878
0.24620788,-1.5633461,-0.0040966687,6.838991,-2.9764657,0.18563712,0.57441324,0.54214036,0.52094805
-2.4881096,-1.1924487,0.4849085,3.9848144,10.9513855,-0.91303396,-3.6125495,-3.4302652,-3.7740662
-0.46295717,1.734901,0.04045026,0.91488683,0.1843359,-0.035976853,-0.18003383,-0.15157792,-0.15462796
-1.0882443,-0.9525996,-0.23759218,3.1384914,3.8152766,-0.4137473,-1.1996688,-1.156559,-0.9594346
-0.7472783,-1.0234026,0.38102764,3.5941005,3.3357599,-0.32780546,-0.88007855,-0.8534513,-0.92590994
0.20851502,-1.6491209,1.1861225,8.45759,-2.9816277,-0.06351411,0.53563416,0.48576194,0.6721901
-0.12337298,1.2120657,0.88248074,1.162648,0.056857552,0.031011172,-0.08291472,-0.06864622,-0.052261602
-1.4366393,1.4854887,-0.17831752,0.93638897,0.3972146,-0.08317403,-0.53726274,-0.48414683,-0.4169124
0.86090463,-0.19700567,-0.52693003,1.554981,-0.7170421,0.11048339,0.51060003,0.4730569,0.3620306
0.6074685,1.3959812,0.36864173,1.0810308,-0.096049875,0.10865042,0.19210179,0.18473528,0.1946033
-0.8940927,1.1117642,1.5454719,1.2994622,0.36026353,-0.12868029,-0.39007175,-0.35507596,-0.44670966
0.6350228,1.4018375,-1.2184112,0.940454,-0.08258512,0.0064511076,0.21077429,0.19660273,0.10986307
-0.024099082,-1.5410223,-0.72688156,5.972556,-0.34254143,-0.0072324276,-0.08613182,-0.074523196,-0.036802407
1.882071,-1.374182,0.054732386,5.0668316,-12.572442,1.0988069,3.3770235,3.2086265,3.1477382
2.2514653,-0.9324728,1.5961096,3.5415535,-7.7094755,0.689775,2.350157,2.272297,3.4050953
0.085494906,0.63164824,0.44868386,1.2864206,-0.087503776,0.03724575,0.011878577,0.008731555,0.02243352
-0.12783942,1.422704,1.2525219,1.1724012,0.08527149,0.05271851,-0.082416594,-0.06189288,-0.034349885
-0.99523485,-1.3358418,-1.4103063,4.0632067,4.982349,-0.435766,-1.7308645,-1.6604111,-0.8181351
3.5270126,1.2764006,1.5093776,1.5353389,-1.0824844,0.7601856,1.5137401,1.4924114,1.9099857
-0.5600076,0.455184,-1.7328714,1.2247186,0.14794311,0.014570065,-0.3055197,-0.29596394,-0.1603837
-0.25522366,1.2545115,1.2497311,1.2107131,0.1095017,0.022183523,-0.13384931,-0.113006175,-0.09986338
0.1274373,1.307496,-0.65359557,0.9781655,0.010525927,0.00284563,0.018627256,0.021385256,-0.001823891
0.84456867,-0.16498853,0.43569446,1.7201216,-0.778019,0.21212594,0.49041593,0.45437828,0.50670385
0.69435465,1.4988092,-1.5881233,0.91132116,-0.074496135,-0.007877424,0.23457633,0.22030124,0.109922975
1.8194463,-0.8635221,0.07139959,2.9520721,-5.2651014,0.6538202,1.7323017,1.6691505,1.6548084
-0.48017153,0.0014408227,1.7060089,2.0069723,0.3483352,-0.13805597,-0.27198213,-0.26610222,-0.40124312
-0.71051973,0.8627702,0.8755644,1.2591394,0.25145605,-0.08995808,-0.3262651,-0.2989801,-0.3353643
0.3057,0.061178733,-0.25430375,1.4366169,-0.2793725,0.044583056,0.15924019,0.14017856,0.11666617
1.2781266,-0.5061634,1.1053945,2.356496,-2.0409164,0.4447605,0.9129596,0.86891574,1.2043403
-0.47141144,-1.4963478,-0.80448043,5.492648,3.1415024,-0.37733385,-1.0474384,-0.98815984,-0.64599705
-1.3648472,0.059702072,-0.28876498,1.5377748,0.7818141,-0.18109778,-0.75907904,-0.71627825,-0.584146
