fold,treatment,outcome,outcome_role,true_direct,true_total,ate_true,ate_true_std,ate_est,ate_est_std,ate_error,ks_stat,ks_p,effect_by_ate,effect_by_ks,effect_present,pag_predicts_direct,pag_predicts_total,agreement_direct,agreement_total,model_prediction_source,model_ate,model_ate_std,model_ate_error,model_ks_stat,model_ks_p,model_effect_by_ate,model_effect_by_ks,model_effect_present,model_agreement
3,X0,X1,input,False,False,0.07859213419412457,0.07818521795621158,0.0,0.0,-0.07859213419412457,0.041,0.06932182520405727,True,False,False,False,False,True,True,aligned_observable_state,0.07852995168285395,0.07812335739921553,-6.218251127061702e-05,0.04,0.08151459289877339,True,False,False,True
3,X0,X2,input,False,False,0.01883386625535248,0.018718640677123363,0.0,0.0,-0.01883386625535248,0.015,0.9780895655250116,False,False,False,False,False,True,True,aligned_observable_state,0.019079098729805156,0.018962372819499435,0.00024523247445267654,0.0145,0.9845773879670964,False,False,False,True
3,X0,X3,input,False,False,-0.03176844754075187,-0.03208398987181041,0.0,0.0,0.03176844754075187,0.0255,0.5339072834011876,False,False,False,False,False,True,True,aligned_observable_state,-0.03143380078630285,-0.031746019215025754,0.00033464675444902503,0.0255,0.5339072834011876,False,False,False,True
3,X0,X4,input,True,True,-1.0816037653267985,-0.911958826454783,-1.0365921173824615,-0.874007063570793,0.045011647944336985,0.425,2.258894188426711e-162,True,True,True,False,False,False,False,aligned_observable_state,-1.0815177499223232,-0.911886302199749,8.601540447528144e-05,0.425,2.258894188426711e-162,True,True,True,True
3,X0,X5,input,False,True,-0.44370141480810643,-0.37687883579866394,-0.4279861147137787,-0.3635303004861534,0.015715300094327755,0.161,4.940233072871401e-23,True,True,True,False,False,True,False,aligned_observable_state,-0.44363402183249584,-0.3768215923792349,6.739297561059177e-05,0.1615,3.5685368473001336e-23,True,True,True,True
3,X0,X6,input,False,True,0.09361493519325212,0.08352444473204976,0.10232948857406227,0.09129968092398211,0.008714553380810147,0.0615,0.0010340893174460098,True,True,True,False,False,True,False,aligned_observable_state,0.09359632362935616,0.083507839256259,-1.8611563895959415e-05,0.062,0.0009138350512829448,True,True,True,True
3,X0,X7,output,True,True,-0.7939661649312413,-0.6942334660191235,-0.8405796399423802,-0.7349916692644485,-0.04661347501113888,0.307,1.323953436272814e-83,True,True,True,False,False,False,False,aligned_observable_state,-0.8664684799708287,-0.7576285270274249,-0.07250231503958737,0.9775,0.0,True,True,True,True
3,X0,X8,output,False,True,-0.2520344689785927,-0.1968968040839166,-0.25253215533352075,-0.19728561142887474,-0.0004976863549280286,0.086,7.423615415356838e-07,True,True,True,False,False,True,False,aligned_observable_state,-0.3127054202322106,-0.24429475108291662,-0.06067095125361788,0.173,1.5148788258517944e-26,True,True,True,True
3,X0,X9,output,False,True,0.0015207609670476671,0.001342721774346181,-0.0296090785867531,-0.02614267159548585,-0.03112983955380077,0.0255,0.5339072834011876,False,False,False,False,False,True,True,aligned_observable_state,-0.04143626099023595,-0.036585216930634934,-0.04295702195728362,0.057,0.003007189980865455,False,True,False,True
3,X1,X0,input,False,False,-0.006640363566688966,-0.006657426977141641,0.0,0.0,0.006640363566688966,0.0295,0.349039700813195,False,False,False,False,False,True,True,aligned_observable_state,-0.006539637175421212,-0.006556441754299327,0.00010072639126775407,0.029,0.36968362182350656,False,False,False,True
3,X1,X2,input,False,False,-0.015118594446759767,-0.015026098898393837,0.0,0.0,0.015118594446759767,0.0245,0.5858212770267918,False,False,False,False,False,True,True,aligned_observable_state,-0.014970247103641336,-0.01487865914419835,0.0001483473431184313,0.024,0.6122516588087653,False,False,False,True
3,X1,X3,input,False,False,-0.007835809809007055,-0.007913639538951954,0.0,0.0,0.007835809809007055,0.0315,0.274233348575873,False,False,False,False,False,True,True,aligned_observable_state,-0.007701118006221152,-0.007777609900397684,0.000134691802785903,0.0305,0.3100757299327459,False,False,False,True
3,X1,X4,input,True,True,0.38689742294900203,0.32621421180458393,0.25598567239034276,0.21583541114226878,-0.13091175055865928,0.1385,3.8910250950483934e-17,True,True,True,False,False,False,False,aligned_observable_state,0.3869657179880353,0.3262717950579398,6.829503903327261e-05,0.1385,3.8910250950483934e-17,True,True,True,True
3,X1,X5,input,True,True,0.7510517212936119,0.6379413923395667,0.6988913403477466,0.5936364994777886,-0.05216038094586528,0.271,5.282807573043857e-65,True,True,True,True,True,True,True,aligned_observable_state,0.7514388626526869,0.6382702292101023,0.0003871413590750272,0.271,5.282807573043857e-65,True,True,True,True
