input_0,input_1,input_2,pre_1_fc1_0,pre_1_fc1_1,pre_1_fc1_2,pre_1_fc1_3,pre_1_fc1_4,pre_1_fc1_5,pre_1_fc1_6,pre_1_fc1_7,pre_1_fc1_8,pre_1_fc1_9,pre_1_fc1_10,pre_1_fc1_11,pre_1_fc1_12,pre_1_fc1_13,pre_1_fc1_14,pre_1_fc1_15,pre_1_fc1_16,pre_1_fc1_17,pre_1_fc1_18,pre_1_fc1_19,pre_1_fc1_20,pre_1_fc1_21,pre_1_fc1_22,pre_1_fc1_23,pre_1_fc1_24,pre_1_fc1_25,pre_1_fc1_26,pre_1_fc1_27,pre_1_fc1_28,pre_1_fc1_29,pre_1_fc1_30,pre_1_fc1_31,pre_2_fc2_0,pre_2_fc2_1,pre_2_fc2_2,pre_2_fc2_3,pre_2_fc2_4,pre_2_fc2_5,pre_2_fc2_6,pre_2_fc2_7,pre_2_fc2_8,pre_2_fc2_9,pre_2_fc2_10,pre_2_fc2_11,pre_2_fc2_12,pre_2_fc2_13,pre_2_fc2_14,pre_2_fc2_15,pre_2_fc2_16,pre_2_fc2_17,pre_2_fc2_18,pre_2_fc2_19,pre_2_fc2_20,pre_2_fc2_21,pre_2_fc2_22,pre_2_fc2_23,pre_2_fc2_24,pre_2_fc2_25,pre_2_fc2_26,pre_2_fc2_27,pre_2_fc2_28,pre_2_fc2_29,pre_2_fc2_30,pre_2_fc2_31,pre_3_fc3_0,pre_3_fc3_1,pre_3_fc3_2,output_0,output_1,output_2
-1.0087174,-1.2027518,0.16774084,-0.36989635,-0.58971846,0.41514546,0.6159682,-0.61231554,-0.47094423,-0.8041016,0.7126949,0.29452077,1.0525213,1.4366463,0.40590826,-0.4138216,0.8035279,0.531839,-1.0523142,-0.44981748,-0.48403248,-0.32976812,-0.3612302,0.023533568,-0.4566542,0.29869676,1.0284864,1.004822,0.28132305,0.379385,1.4689935,0.4759478,-0.27647418,0.6070138,0.49510634,0.3686046,-0.6113498,0.26031986,0.7392791,0.9562773,0.9889839,-0.6245698,1.024121,-0.32475084,0.24257068,1.3746469,-0.2646377,0.22360711,1.0872563,0.20228839,0.048202194,-0.6713458,0.43543154,0.88821393,0.6462616,0.35421437,1.2629421,0.45424658,-0.049202852,-0.53052783,-0.64864415,0.6251589,-1.1037147,1.266724,1.1634296,-0.30149466,-0.114861876,-1.6159472,-1.5276066,-1.5589019,-1.6159472,-1.5276066,-1.5589019
0.42607963,-1.219036,1.3535129,0.10596937,-0.44640937,0.2725613,-0.0785587,-0.78166956,-0.57390106,-2.1158361,0.98856103,0.18670577,0.14574517,0.74233073,0.7900106,-0.060551465,-0.3754106,0.9959429,-0.47208112,0.2267617,0.7488282,-0.72970474,0.8912734,0.7920793,0.47424483,0.5905181,1.8775967,0.55243015,-0.01304087,0.20980257,1.5510184,1.0776978,0.10184243,0.8667372,0.88537365,0.43112767,0.81737685,1.1516622,0.5621415,0.3475577,1.3311791,-0.044198036,0.69877696,-0.33838588,-1.3318169,0.8025497,0.50101745,-0.40084746,0.558329,-0.3291032,0.31627405,-0.29335147,0.8582302,0.5314443,1.6076164,-0.35735703,0.8430214,-0.6968714,0.79965335,-1.4472312,0.20714937,1.2455682,-0.59533226,0.8627186,0.80617785,0.632577,0.0736137,0.6172739,0.59982,0.8204611,0.6172739,0.59982,0.8204611
-0.41042048,-0.8545698,0.098090716,-0.34686074,-0.5240916,0.08581668,0.2080093,-0.52456707,-0.17869046,-0.77391857,0.5378126,0.33638322,0.6517441,0.91178113,0.616424,-0.4262346,0.4823574,0.6825648,-0.6690665,-0.35491946,-0.13582394,-0.37919772,-0.15490007,0.06515427,0.056942582,0.26380277,0.8506045,0.7771535,0.36009413,-0.035990834,1.139109,0.5641133,-0.22911513,0.3555227,0.5542551,0.29309106,-0.38406733,0.3290023,0.44243422,0.42647547,0.9909227,-0.5950298,0.59257174,-0.28591716,-0.26656902,0.8384377,-0.142377,-0.42251432,0.6921207,-0.25316453,0.18348825,-0.46522605,0.60440516,0.54706883,0.7933383,-0.26337427,0.849668,-0.23290293,0.09599518,-0.57561636,-0.5511458,0.7658076,-0.85026044,0.71583545,0.70394886,-0.13172737,-0.029935136,-0.4007681,-0.36902118,-0.37932897,-0.4007681,-0.36902118,-0.37932897
-0.8828827,0.18176939,1.3959333,-0.65248084,0.081103176,-0.48579252,0.5707958,0.11959918,-0.95252705,-1.0793227,0.8840738,0.53157437,0.049366537,0.9299621,-0.00042951107,-1.0108408,-0.41141337,0.818417,-0.4996792,-0.19358796,0.6291559,-0.39152583,0.27443615,-0.4177714,0.21516341,-0.7180134,0.59212226,1.015095,-0.4487588,-0.08323151,0.5139042,0.102936506,-1.0746204,-0.06516647,1.2485691,0.72861683,-0.76690364,0.11703668,0.46948603,0.4061232,0.7287504,-1.2815344,0.40281743,0.09405722,-1.0566503,0.5176559,-0.5218781,-1.082426,0.4515331,-0.7029911,-0.47072035,-0.4700263,0.44473284,0.6046558,0.45173666,-0.46582654,0.8216502,-0.79279,-0.23948827,-0.5668869,-1.2754889,0.58604413,-1.9572517,0.8123119,0.7533638,-0.4603226,-0.5195713,-0.4102,-0.42724276,-0.5976389,-0.4102,-0.42724276,-0.5976389
-0.83768195,1.7294773,0.49094644,-1.237984,0.40112904,-1.5919325,0.25077373,0.8635968,-0.30666134,0.2952816,0.2119759,0.86465096,-0.45912716,0.09751025,-0.059225082,-1.6983477,-0.51606405,0.83481205,0.11208342,-0.5654594,0.6986623,-0.11357567,-0.2612883,-1.3451086,0.83736783,-1.5884013,-0.98661005,0.92295444,-0.25950518,-1.1820757,-0.86192477,-0.49229884,-1.7268575,-1.3023328,1.3218141,0.23259416,-0.86610615,-0.04916726,0.38361877,0.23394445,0.7985779,-1.477652,0.30983216,0.13016202,-1.059133,0.21710476,-0.29979378,-1.6486127,0.53348243,-1.0524372,-0.47671938,-0.31650668,0.59571075,0.45023194,0.12646145,-0.8204365,0.65081304,-1.2988063,-0.23026669,-0.66275465,-1.4732838,0.56507325,-1.82489,0.4902765,0.48898014,-0.16156387,-0.065551,-0.35634148,-0.3338791,-0.336724,-0.35634148,-0.3338791,-0.336724
0.4782716,-1.5593855,-1.129395,-0.041084766,-1.0323615,0.37337714,-0.4309149,-1.0577829,0.7431841,-0.49148738,0.097203895,0.18490875,0.90415174,0.5063294,1.3425055,0.109212995,1.0563017,0.67317057,-0.5402004,-0.4246088,-0.57076,-0.40973577,-0.38228634,0.55234617,0.29545233,1.1481799,0.97425747,0.386864,1.1575835,-0.29405233,1.4792193,1.0621163,0.59019446,0.56637186,-0.036903262,-0.5186247,0.33301705,0.4502473,0.35458466,0.21167536,1.1239824,0.23403302,0.5853087,-0.6094664,0.07972567,0.7658433,0.8151573,-0.057692185,0.93472886,0.021126032,1.1013914,-0.69022375,1.2135768,0.5897921,1.3076901,-0.73294264,0.79100424,-0.4070969,0.7507514,-0.8095635,0.097265616,1.3691174,0.7914728,0.22503453,0.705119,0.77764964,0.86284995,1.1143553,1.066977,0.59323436,1.1143553,1.066977,0.59323436
1.8245441,0.6461034,0.3079633,-0.2742616,-0.12515268,-1.2573364,-1.2694573,-0.07711936,0.6800235,-0.90761256,0.024127588,0.51978326,-1.0559518,-1.0694418,1.2804065,-0.563644,-1.0422292,1.319305,0.83036596,0.11384827,1.4628999,-0.612554,0.85453576,0.20088227,2.0699792,-0.05684796,0.2573012,-0.047383547,0.41474196,-1.5691811,-0.18957508,0.8514103,-0.20922065,-0.6185553,0.98298085,0.44073176,0.048093766,-0.33701625,0.10302413,-0.5049153,1.3076737,-1.6096877,-0.1903692,0.9266649,-1.9460815,-0.1232589,0.3666591,-2.3900998,0.38220546,-1.0889566,0.16463378,-0.023467429,1.1049323,0.75468093,1.0399075,-1.4500905,0.48656803,-2.1330662,0.73461026,-1.4929963,-1.2941006,0.6434817,-1.2222166,-0.14945164,0.3860669,0.9629874,0.32782406,0.76681316,0.71785593,0.7276598,0.76681316,0.71785593,0.7276598
-1.749435,1.0307177,1.3694365,-1.1352617,0.39480802,-0.93712586,1.0010829,0.6743546,-1.1812785,-0.39061686,0.8100427,0.7456864,0.03554961,1.0806783,-0.5005453,-1.6044312,-0.3771829,0.68810225,-0.5464694,-0.48048878,0.4975533,-0.16745125,-0.15889618,-1.1883595,0.010532856,-1.526484,-0.22573666,1.3191085,-0.701411,-0.24946064,-0.11699778,-0.5177139,-1.8075117,-0.6408613,1.4513676,0.7866926,-1.3185531,-0.13249065,0.57292724,0.5135849,0.4864757,-1.5929965,0.38748574,0.02465355,-0.8321683,0.48969835,-0.6770179,-1.3545482,0.5919932,-0.8500241,-0.6354837,-0.5623858,0.41948494,0.7489653,0.033746958,-0.5371563,0.8756088,-0.97074,-0.42552924,-0.3807768,-1.7213626,0.48434535,-2.5826788,0.84662175,0.798658,-0.8281472,-0.5024554,-0.658111,-0.6548828,-0.97251874,-0.658111,-0.6548828,-0.97251874
0.9972744,0.8457101,0.58778876,-0.5054555,0.037109554,-1.2568625,-0.7506206,0.15426092,0.24123856,-0.7604054,0.19642001,0.59328586,-0.8630442,-0.6152235,0.8436953,-0.85458803,-0.9472938,1.1859193,0.55253613,-0.023513705,1.2920337,-0.50355625,0.6325199,-0.17096315,1.6386883,-0.4729879,0.07857403,0.2695243,0.12510213,-1.3144286,-0.25722426,0.49702427,-0.6388192,-0.69102365,1.1300133,0.4153151,-0.17695214,-0.23240554,0.17483029,-0.25624686,1.1730111,-1.5752194,-0.05769235,0.7521628,-1.629394,0.0013535321,0.08111293,-2.1595721,0.3337131,-1.0842046,-0.1309017,-0.08254876,0.8327656,0.6598209,0.71305937,-1.1605273,0.4666471,-1.7320794,0.45619306,-1.1571069,-1.2768948,0.5581535,-1.411199,0.12333194,0.31232235,0.5469221,0.10704066,0.38263762,0.3511302,0.43459028,0.38263762,0.3511302,0.43459028
0.41667658,-0.13704045,1.1240594,-0.26943567,-0.1434454,-0.47463107,-0.21960628,-0.24006456,-0.35352498,-1.434729,0.6789819,0.4103958,-0.29334575,0.24257152,0.65435994,-0.55164504,-0.64819425,1.0483699,-0.06771639,0.06941345,0.97919655,-0.58771074,0.71215695,0.19827084,0.8956389,-0.08262875,0.9557738,0.5275328,-0.06817207,-0.43531144,0.6475574,0.67209315,-0.4173078,0.08799647,1.0729573,0.43198982,0.09682058,0.3905331,0.3598819,0.023783758,1.0800455,-0.9189626,0.3195053,0.24865003,-1.6238958,0.38441116,0.007295899,-1.378023,0.32437885,-0.8708023,-0.12466853,-0.13466495,0.7613204,0.53903884,0.9465813,-0.7781999,0.5416254,-1.2352201,0.3418749,-1.0640464,-0.66552573,0.7876507,-1.2245411,0.46362448,0.44795537,0.289225,-0.22010851,0.25089955,0.22422655,0.33007878,0.25089955,0.22422655,0.33007878
