input_0,input_1,input_2,input_3,input_4,input_5,act_1_act1_0,act_1_act1_1,act_1_act1_2,act_1_act1_3,act_1_act1_4,act_1_act1_5,act_1_act1_6,act_1_act1_7,act_1_act1_8,act_1_act1_9,act_1_act1_10,act_1_act1_11,act_1_act1_12,act_1_act1_13,act_1_act1_14,act_1_act1_15,act_1_act1_16,act_1_act1_17,act_1_act1_18,act_1_act1_19,act_1_act1_20,act_1_act1_21,act_1_act1_22,act_1_act1_23,act_1_act1_24,act_1_act1_25,act_1_act1_26,act_1_act1_27,act_1_act1_28,act_1_act1_29,act_1_act1_30,act_1_act1_31,act_2_act2_0,act_2_act2_1,act_2_act2_2,act_2_act2_3,act_2_act2_4,act_2_act2_5,act_2_act2_6,act_2_act2_7,act_2_act2_8,act_2_act2_9,act_2_act2_10,act_2_act2_11,act_2_act2_12,act_2_act2_13,act_2_act2_14,act_2_act2_15,act_2_act2_16,act_2_act2_17,act_2_act2_18,act_2_act2_19,act_2_act2_20,act_2_act2_21,act_2_act2_22,act_2_act2_23,act_2_act2_24,act_2_act2_25,act_2_act2_26,act_2_act2_27,act_2_act2_28,act_2_act2_29,act_2_act2_30,act_2_act2_31,output_0,output_1,output_2
0.48305807,0.26152834,0.026607947,0.0014609053,-0.8701629,0.111487694,0.25395668,0.10936551,0.0,0.2662115,0.27410752,0.0,0.0,0.0,0.06907722,0.6450863,0.0,0.06395987,0.17986184,0.00083669275,0.39961988,0.47979578,0.47698057,0.0,0.671939,0.0,0.0,0.44128913,0.0,0.60310364,0.5464772,0.0,0.0,0.27170298,0.22891517,0.10210627,0.0,0.6153903,0.7266765,0.8493351,0.15481727,0.0,0.089702874,0.0,0.35267985,0.0,0.0,0.4176796,0.71523464,0.49805567,0.18691413,0.5823289,0.3286666,0.35675764,0.78500515,0.24204957,0.5875338,0.3171298,0.0,0.1990664,0.0,0.33144546,0.0,0.0,0.17183797,0.36916056,0.5455272,0.42919713,0.32886517,0.6380033,0.10781285,0.4017899,0.1573658
0.44247276,0.5967563,0.73347527,-0.75634336,-0.019412864,-1.0250493,0.8567571,0.0,0.0,0.36230028,0.0,0.0,0.0,0.0,0.7174803,0.554599,0.0,1.1990831,0.0,0.0,0.41809818,0.17983489,0.9786109,0.0,0.0,0.294715,0.0,0.51333696,0.0,0.0,1.2076328,0.0065499544,0.0,0.6517912,0.20848961,0.0,0.0,0.8315889,0.96184546,0.33676708,0.4002663,0.2467678,0.0,0.0,0.3940451,0.0,0.0,0.81315553,1.5588472,0.18153381,0.47184002,0.18888184,0.71974933,0.46709692,1.2698562,0.0,1.0205585,0.0918211,0.0,0.40009978,0.0,0.19570833,0.280506,0.0,0.5648812,1.1829951,0.6908997,0.4230386,0.55706406,0.79542124,-0.9600454,0.5121161,0.86864716
-0.56408703,-0.40441367,2.0233157,1.2483909,1.6201359,1.4299164,1.8160855,0.5039802,1.066882,0.0,0.0,0.5547911,0.4811448,1.8725053,0.0,0.3099631,0.0,0.14963326,2.5570395,0.3797469,0.0,0.0,0.43588492,0.0,0.0,0.0,1.046879,0.0,0.0,0.0,0.0,0.0,0.4549213,1.0234241,0.0,0.0,0.0,0.41517696,0.0,0.38082978,0.83059007,0.0,0.6702926,0.0,1.7747843,0.0,0.0,2.1843362,1.0771013,0.8539447,0.0,0.0,0.234402,1.1727711,0.41877788,0.0,0.37883323,0.86847764,0.0,0.45306766,0.0,0.8695769,0.0,0.0,0.3427148,1.2737668,0.0,1.7520272,0.0,0.0,1.316874,-1.6929076,1.0768138
0.22987649,0.1298961,-0.47596413,0.25906408,1.0117096,-0.012410808,0.9931979,0.8113316,0.0,0.0,0.091540866,0.6980792,0.3358153,0.0,0.0,0.0,0.0,0.19196692,0.63584673,0.16091976,0.2849941,0.07445344,0.0,0.0,0.0,0.6640824,0.0,0.0,0.49468118,0.605019,0.2985518,0.0,0.0,0.18472375,0.3294017,0.0,0.0,0.06269789,0.6185733,0.024630988,0.889862,0.0,0.5870121,0.0,0.42324147,0.0,0.0,1.046862,0.6134211,0.7792138,0.0,0.39080918,0.034736194,0.6261065,0.0,0.45329008,0.24695987,0.46206045,0.0,0.0,0.0,0.5596453,0.22129905,0.0,0.41738355,0.7514925,0.77868676,1.0287098,0.6898011,0.4004438,0.032162905,-0.91775525,-0.3338889
0.5373611,1.0832233,1.0628985,-1.1575035,-0.11541386,-1.3846459,0.83675885,0.0,0.10153395,0.7340161,0.0,0.0,0.0,0.0,1.1174408,0.8328901,0.0,1.6908867,0.0,0.0,0.3521101,0.08424097,1.2411461,0.0,0.0,0.3597739,0.0,0.68013495,0.0,0.0,1.6202512,0.09403542,0.0,0.90899307,0.33587027,0.0,0.0,1.135978,1.1700741,0.45178527,0.43519136,0.4907236,0.0,0.0,0.5756557,0.0,0.0,1.043089,2.0415063,0.14123647,0.62410825,0.13801283,1.0768797,0.5766809,1.7198756,0.0,1.406671,0.08915624,0.0,0.7314857,0.0,0.15331718,0.32107866,0.0,0.7620201,1.5727028,0.7823443,0.4337657,0.6503395,0.98168117,-1.2874699,0.7645563,1.3557416
0.013345529,0.6425739,0.3144354,-0.2180757,1.5959777,0.25572613,1.0849384,0.5585863,0.5607786,0.0,0.0,0.5135671,0.0,0.51977795,0.0,0.12230232,0.0,0.7915158,1.1167926,0.15156694,0.0,0.0,0.0,0.0,0.0,0.62536144,0.0,0.0,0.07279271,0.0,0.5205383,0.0,0.0,0.5330659,0.10362013,0.0,0.0,0.43812335,0.3120365,0.0,0.6639151,0.0,0.25679523,0.0,0.9151206,0.0,0.0,1.3367275,0.83740586,0.5695351,0.0,0.044965327,0.24730527,0.5904324,0.20577094,0.119580194,0.44106323,0.24821702,0.0,0.22577426,0.0,0.4051534,0.066662505,0.0,0.64856,1.0975435,0.3567099,1.0901746,0.2504154,0.019329056,0.11210927,-0.94648707,0.65172535
-0.3266395,0.69694394,-0.25135553,-0.59165955,0.56133515,-0.19039652,0.4052683,0.5283479,0.15585667,0.32639176,0.0,0.35946205,0.0,0.0,0.0,0.12342428,0.0,0.6334162,0.26086295,0.0824871,0.16493301,0.31062764,0.12297009,0.0,0.0,0.6108664,0.0,0.064969584,0.0,0.0,0.7329166,0.0,0.0,0.17745008,0.120395504,0.19412053,0.0,0.4438482,0.60369503,0.25490457,0.43304607,0.0,0.07612075,0.0,0.30884767,0.0,0.0,0.6474329,0.7477179,0.5307788,0.099782884,0.3213193,0.36431128,0.44673285,0.37736455,0.38755956,0.5620593,0.0998177,0.0,0.22088715,0.0,0.27283087,0.07963683,0.0,0.35948658,0.64936507,0.5192609,0.54996437,0.29799128,0.52387977,-0.19623154,-0.044547275,0.24031869
0.072826825,-0.38101092,0.57348675,-1.1414254,0.008320649,-1.1072816,0.74269915,0.0,0.0,0.112223715,0.0,0.0,0.0,0.0,0.64010584,0.38049304,0.0,0.9862571,0.0,0.0,0.8971935,0.58986044,0.9141182,0.0,0.025501668,0.19314629,0.0,0.67517394,0.0,0.018129617,0.9387272,0.0014496595,0.0,0.05562137,0.0,0.73333913,0.0,0.52071816,1.174809,0.4981872,0.21381518,0.0,0.0,0.0,0.078895554,0.0,0.0,0.29766792,1.337091,0.2922647,0.4861793,0.43477303,0.6965511,0.15417127,1.3768041,0.22906595,0.8253287,0.0,0.0,0.33233145,0.0,0.1419525,0.57468057,0.0,0.16409634,0.79184693,0.8376007,0.17750645,0.67186624,1.0488399,-1.0577326,1.0729089,0.27140996
-0.3189502,1.4987578,0.079801604,-1.0066212,0.2257587,-0.9966433,0.37315,0.24989635,0.30358905,0.90396196,0.0,0.0,0.0,0.0,0.19192806,0.3198272,0.0,1.3079509,0.0,0.0,0.08240098,0.2870791,0.67201954,0.0,0.0,0.7018529,0.0,0.48053217,0.0,0.0,1.4057014,0.12198973,0.0,0.59062535,0.4470154,0.006228924,0.0,0.83730227,0.87670255,0.26585397,0.5311974,0.4125054,0.0,0.0,0.5318895,0.0,0.0,0.9386958,1.3844621,0.2831403,0.51678044,0.31181553,0.83724004,0.5765121,0.9461426,0.21620488,1.1874237,0.026800439,0.0,0.4251601,0.0,0.17764959,0.054107442,0.0,0.7092505,1.1683495,0.6849673,0.43413085,0.51949143,0.73277605,-0.9257477,0.30674884,0.91851753
-1.2171044,-0.14766759,-0.3754179,0.2979779,1.1926153,1.1373825,0.45563126,1.2858777,0.45515233,0.0,0.0,1.5344675,0.0,0.6215843,0.0,0.0,0.0,0.0,1.2082716,0.7502662,0.0,0.29971948,0.0,0.09947632,0.0,0.18552122,0.0,0.0,0.40481424,0.10534921,0.0,0.0,0.47532022,0.0,0.0,0.41663563,0.53610206,0.0,0.5638317,0.5415116,0.7308288,0.0,0.9216514,0.0,0.8693524,0.0,0.0,0.9025615,0.24558318,1.1494068,0.0,0.41454107,0.039565735,0.8781912,0.10734966,0.72929955,0.19493121,0.49313307,0.0,0.36817765,0.0,0.832377,0.24934417,0.0,0.0,0.60810333,0.35436845,1.3369889,0.40792066,0.20740429,0.95230466,-0.92533004,-0.31875408
1.2003353,-0.03447526,1.5811845,-0.7268877,-0.5900235,-1.1845373,1.1848013,0.0,0.0,0.15328951,0.21591261,0.0,0.0,0.0,1.494293,1.0450494,0.0,1.2814065,0.0,0.0,0.711578,0.110820115,1.4833899,0.0,0.105696976,0.0,0.094453335,0.71326375,0.0,0.06035459,1.2297866,0.0,0.0,0.8305348,0.002397338,0.0,0.0,1.039618,1.283211,0.68038625,0.26867813,0.12375055,0.0,0.0,0.48179537,0.0,0.0,0.8732997,1.9898963,0.10464589,0.509637,0.10782557,0.9478918,0.50968313,1.8692322,0.0,1.1647334,0.15157865,0.0,0.68777394,0.0,0.17244521,0.58011127,0.0,0.5011172,1.4608587,0.7410352,0.39111543,0.645376,1.0294485,-1.1341743,0.96403456,1.1365354
1.298376,1.4853123,-3.0919685,-1.3900727,-0.35837144,-1.4410983,0.0,0.8558055,0.0,0.0484635,0.43483064,0.32068986,0.0,0.0,0.0,0.0,0.0,0.5130499,0.0,0.0,1.8488977,0.9779638,0.0,0.0,1.1066555,2.2864757,0.0,1.877423,0.37409776,1.3250694,1.4275596,0.32045916,0.0,0.0,1.7574022,0.50021833,0.0,0.17259055,1.9672109,0.857714,1.2410088,0.0,0.46347803,0.0,0.5427761,0.0,0.0,0.6213246,1.0869229,1.1552664,1.3399289,2.0210133,0.38878834,0.30002537,0.6542741,1.2065716,0.9547158,0.10164588,0.0,0.02844594,0.0,0.08608711,0.5488967,0.0,0.7707994,0.7981973,1.5481181,0.4013093,2.1204083,1.8991101,-1.5175257,0.6351954,-1.2417254
1.6309241,0.36537692,-1.7816639,-1.3349099,-1.6049992,-2.325429,0.0,0.0,0.0,0.0,0.99971455,0.0,0.0,0.0,0.7013174,0.023434356,0.0,0.65013504,0.0,0.0,2.318183,1.2925568,0.63298094,0.0,1.522064,1.3162534,0.0,2.5116763,0.0,1.5236951,1.5739331,0.76910985,0.0,0.0,1.2123679,0.8947263,0.0,0.3782548,2.4106202,1.1971866,0.71729255,0.0,0.31687543,0.0,0.29441044,0.0,0.0,0.0,1.5039687,0.6792199,1.414193,2.0258577,0.9172184,0.087294474,1.6685286,1.174677,1.2414272,0.0,0.0,0.106897905,0.0,0.11579759,1.0235584,0.0,0.59547156,0.7687047,1.6320629,0.0,2.2325892,2.184348,-2.1624095,1.8513882,-1.0381957
1.614014,0.8752127,0.9731156,-0.53461844,-2.0025966,-1.1422694,0.44207305,0.0,0.0,0.7663003,0.39170685,0.0,0.0,0.0,1.5748756,1.4119965,0.0,0.99793017,0.0,0.0,0.7441602,0.3759173,1.5515404,0.0,0.89339864,0.0,0.0,1.3571688,0.0,0.4257965,1.5297079,0.25141963,0.0,0.96851313,0.74869436,0.0,0.0,1.3506165,1.5846415,1.2981534,0.21179074,0.23465292,0.0,0.0,0.8175846,0.0,0.0,0.770152,2.1462793,0.33707952,0.8370013,0.6503145,1.153399,0.58084196,2.17623,0.013928443,1.5425377,0.24178004,0.0,0.98153776,0.0,0.13905345,0.38027,0.0,0.65199316,1.486562,0.8571069,0.29201704,0.8663661,1.3711631,-1.073122,1.4313952,1.2126648
-0.60568625,-2.2502573,-0.56306815,1.3263291,1.095444,2.0800588,0.847712,1.2162825,0.0,0.0,0.8400258,2.2509127,1.4393555,0.19524789,0.0,0.0,0.41718876,0.0,1.3910133,1.1079812,0.23717898,0.46493778,0.0,1.082396,0.29846463,0.0,0.7891207,0.0,0.6994409,1.3580908,0.0,0.0,1.8126621,0.0,0.0,0.8133227,1.0024321,0.0,1.0195433,1.2926661,1.3335952,0.0,2.0548158,0.0,0.74721676,0.0,0.0,1.2902604,0.39387962,1.9787349,0.0,1.1061151,0.2135472,1.6543541,0.7901559,1.3545866,0.07755798,1.513687,0.0,0.19516829,0.0,1.6806959,0.4393481,0.0,0.0,0.0,1.0773287,1.7666445,1.0720967,1.361695,1.7829473,-1.1811475,-1.5338309
0.077299856,-0.092813686,-0.51968044,0.065635346,-0.13176863,-0.17953376,0.47980875,0.51583683,0.0,0.0,0.28994536,0.36151433,0.083679646,0.0,0.0,0.0,0.0,0.0,0.030905217,0.080756985,0.5746926,0.5845784,0.23827386,0.0,0.5140355,0.31681824,0.0,0.35478127,0.062363997,0.76947355,0.37054408,0.0,0.0,0.0,0.14864786,0.3997081,0.0,0.16629128,0.93615985,0.56002975,0.43355182,0.0,0.5022398,0.0,0.18891111,0.0,0.0,0.31099963,0.4900468,0.55220205,0.077273816,0.7361117,0.1809555,0.37383634,0.4159271,0.53718925,0.37918156,0.19905213,0.0,0.0,0.0,0.43337083,0.26963896,0.0,0.10034034,0.33055866,0.7438871,0.4610209,0.6272174,0.65378946,-0.11792737,0.14211792,-0.49842894
-1.6179658,0.15290523,-1.3474581,-0.9078363,1.341379,-0.6039961,0.2089994,1.2148415,0.3213783,0.072174795,0.0,1.5191557,0.0,0.0,0.0,0.0,0.0,0.3998078,0.0,0.32475722,0.48255506,0.8740804,0.0,0.0,0.0,1.0523311,0.0,0.14394931,0.8200264,0.0,0.47949678,0.035306334,0.0,0.0,0.0,1.2078018,0.7455281,0.0,1.4903313,0.32549033,0.87395865,0.0,0.746301,0.0,0.40597022,0.0,0.0,0.5641616,0.5612439,1.2973683,0.5143862,0.86306477,0.48220372,0.68890744,0.26585296,1.0198066,0.66477466,0.17598915,0.0,0.10881044,0.0,0.2909045,0.9065508,0.0,0.0,0.31471792,0.83630824,0.801128,0.9250038,1.030834,-0.47645396,0.04872945,-0.90014344
-0.4917558,-0.013731925,-0.91220844,0.3897254,1.0737381,0.71772087,0.5565682,1.3241466,0.049916893,0.0,0.0,1.3894997,0.26783824,0.17541826,0.0,0.0,0.0,0.0,0.89182496,0.59967375,0.0626232,0.2899591,0.0,0.0,0.019696176,0.5770417,0.0,0.0,0.6402951,0.59504956,0.0,0.0,0.34773773,0.0,0.014028104,0.22992492,0.12227756,0.0,0.69469124,0.36440802,0.95265007,0.0,0.92600757,0.0,0.47431082,0.0,0.0,0.98850644,0.30686396,1.0623679,0.0,0.57104933,0.0,0.808787,0.0,0.7713969,0.13618457,0.6155593,0.0,0.19051625,0.0,0.7958671,0.24391198,0.0,0.09998438,0.5340424,0.6351905,1.2474478,0.6327788,0.40238452,0.6360301,-0.9707247,-0.6281251
-0.78032994,-1.3291941,-1.7141229,1.4695038,0.8266843,1.6308534,0.4380865,1.9829143,0.0,0.0,0.74222124,2.4125075,1.2387763,0.07607111,0.0,0.0,0.35496354,0.0,1.1068565,1.1410753,0.27683246,0.70254433,0.0,0.9544137,0.6575956,0.21117786,0.0,0.0,1.2495133,1.6303759,0.0,0.0,1.5494039,0.0,0.0,0.7759197,0.67014694,0.0,1.3110179,1.1882424,1.606629,0.0,2.2189693,0.0,0.8150491,0.0,0.0,1.2797754,0.19802801,1.9946903,0.0,1.3584691,0.08643383,1.5490448,0.3439906,1.7324564,0.14446327,1.3869185,0.0,0.16431995,0.0,1.5764071,0.5861121,0.0,0.0,0.1936678,1.3778238,1.9174625,1.2461567,1.3969591,1.450259,-1.3639091,-1.9302202
0.55292207,0.3406948,-0.1036074,0.60894996,-0.97441304,0.18190515,0.39332655,0.43456537,0.0,0.102776036,0.43088058,0.0,0.14886007,0.0,0.0,0.41586804,0.0,0.0,0.45127967,0.040940784,0.24669173,0.41753134,0.51083255,0.0,0.83192587,0.0,0.0,0.3622334,0.0,0.8860329,0.42054605,0.0,0.0,0.42542344,0.48780262,0.0,0.0,0.5229925,0.653296,0.76105887,0.39399782,0.0,0.36881378,0.0,0.5997455,0.0,0.0,0.7062458,0.6845718,0.5176881,0.024356112,0.5897438,0.22111928,0.5653339,0.6130374,0.2643963,0.508394,0.38577467,0.0,0.0778759,0.0,0.45355505,0.0,0.0,0.3441615,0.56204015,0.5955158,0.59647363,0.4816705,0.46414843,0.23075962,-0.11480978,0.09432136
-0.24109232,-0.34336776,0.93601114,0.5050535,0.43535206,0.351119,1.1208441,0.25378156,0.2236152,0.0,0.0,0.19795384,0.16856728,0.42388654,0.0,0.21041957,0.0,0.16714162,1.0231386,0.084233254,0.0,0.05424741,0.6029585,0.0,0.0,0.0,0.3109201,0.0,0.0,0.16427642,0.12906942,0.0,0.0,0.5033738,0.0,0.0,0.0,0.37031937,0.20091638,0.19516268,0.4560003,0.0,0.2695681,0.0,0.64986527,0.0,0.0,1.0867367,0.75281024,0.3863894,0.0,0.0,0.17114383,0.6186852,0.40457574,0.0,0.35625017,0.38843775,0.0,0.1143703,0.0,0.50069916,0.009967782,0.0,0.29718477,0.81517935,0.27614003,0.8584096,0.200579,0.0,0.32947737,-0.67304957,0.5646142
1.4119287,1.1535838,0.40062723,-0.8896124,-1.7787046,-1.5712878,0.2864096,0.0,0.0,0.83493394,0.24007595,0.0,0.0,0.0,1.4037323,1.0993601,0.0,1.1740816,0.0,0.0,0.9381536,0.5301534,1.406505,0.0,0.8664712,0.28690708,0.0,1.6084536,0.0,0.39378047,1.741534,0.43551853,0.0,0.7871951,0.9339938,0.0,0.0,1.2380084,1.6544019,1.169765,0.35627,0.27037114,0.0,0.0,0.7326199,0.0,0.0,0.66764766,2.1686573,0.35916618,1.0294604,0.8425767,1.1713527,0.50498414,2.0647514,0.21194185,1.624711,0.11340759,0.0,0.8825221,0.0,0.08349273,0.41338223,0.0,0.749899,1.492786,1.0164413,0.21082194,1.1424944,1.5001185,-1.4475293,1.5070157,0.9768792
