fold,treatment,outcome,outcome_role,true_direct,true_total,ate_true,ate_true_std,ate_est,ate_est_std,ate_error,ks_stat,ks_p,effect_by_ate,effect_by_ks,effect_present,pag_predicts_direct,pag_predicts_total,agreement_direct,agreement_total,model_prediction_source,model_ate,model_ate_std,model_ate_error,model_ks_stat,model_ks_p,model_effect_by_ate,model_effect_by_ks,model_effect_present,model_agreement
1,X0,X1,input,False,False,0.07708970878473576,0.02973278632857751,0.0,0.0,-0.07708970878473576,0.0315,0.274233348575873,True,False,False,False,False,True,True,aligned_observable_state,0.07710904242535488,0.02974024313460965,1.933364061912357e-05,0.0315,0.274233348575873,True,False,False,True
1,X0,X2,input,False,False,-0.001635400114452512,-0.0037926838304862607,0.0,0.0,0.001635400114452512,0.02,0.8187536311788122,False,False,False,False,False,True,True,aligned_observable_state,-0.0013094074099280206,-0.0030366686826455544,0.00032599270452449147,0.021,0.770029236885313,False,False,False,True
1,X0,X3,output,True,True,0.4369232764234812,1.3864855884719416,0.42623114647221094,1.3525563270033056,-0.01069212995127028,1.0,0.0,True,True,True,True,True,True,True,aligned_observable_state,0.4410900506343143,1.3997079840399387,0.0041667742108330574,1.0,0.0,True,True,True,True
1,X0,X4,output,False,True,0.4369897777721516,1.325592903234092,0.4245929583503649,1.2879875937186753,-0.012396819421786665,0.844,0.0,True,True,True,False,True,True,True,aligned_observable_state,0.43983185593400087,1.3342142459597528,0.002842078161849282,1.0,0.0,True,True,True,True
1,X0,X5,output,False,True,0.5496784346758186,1.2590166519968484,0.5314951877230591,1.2173686460779032,-0.018183246952759413,0.8435,0.0,True,True,True,False,True,True,True,aligned_observable_state,0.5533495692540021,1.2674252401350758,0.003671134578183577,1.0,0.0,True,True,True,True
1,X1,X0,input,False,False,-0.04513381651968819,-0.04489509317029553,0.0,0.0,0.04513381651968819,0.037,0.1293721790169698,False,False,False,False,False,True,True,aligned_observable_state,-0.045960364382095116,-0.04571726922705068,-0.0008265478624069275,0.035,0.1724962716243393,False,False,False,True
1,X1,X2,input,False,False,0.014803519685921085,0.034331090753209226,0.0,0.0,-0.014803519685921085,0.0285,0.3910873897562125,False,False,False,False,False,True,True,aligned_observable_state,0.015210821386662188,0.03527567095769789,0.00040730170074110283,0.034,0.1979604458696868,False,False,False,True
1,X1,X3,output,True,True,-0.010643678907080855,-0.03377551210773009,-0.007227645211999504,-0.02293543618699961,0.0034160336950813507,0.248,2.1457253716927523e-54,False,True,False,False,False,False,True,aligned_observable_state,-0.0014516366032132338,-0.004606468317569692,0.009192042303867621,0.2735,3.237665997158661e-66,False,True,False,True
1,X1,X4,output,False,True,-0.01125554164607669,-0.034143284092733456,-0.003824822572736853,-0.011602462841117388,0.0074307190733398365,0.2155,4.52588482078107e-41,False,True,False,False,False,True,True,aligned_observable_state,-0.0016939030216424388,-0.005138394393808398,0.009561638624434252,0.2695,2.78496894031553e-64,False,True,False,True
1,X1,X5,output,False,True,-0.014694745904392584,-0.03365773263672599,-0.0065666932078294465,-0.015040750329031566,0.008128052696563137,0.199,4.809620564009805e-35,False,True,False,False,False,True,True,aligned_observable_state,-0.009307896808373576,-0.021319368448067266,0.005386849096019008,0.229,2.271672772610328e-46,False,True,False,True
